forecast_id,release_time,horizon_hour,target_time,pv_forecast_kw,pv_actual_kw,alignment_status,unmatched_reason,absolute_error_kw
5217,2025-02-24 06:00:00,9,2025-02-24 15:00:00,4551.0968,4561.6125,matched,,10.5157
5218,2025-02-24 06:00:00,10,2025-02-24 16:00:00,2866.8385,2794.3125,matched,,72.526
5219,2025-02-24 06:00:00,11,2025-02-24 17:00:00,978.4649,888.375,matched,,90.0899
5220,2025-02-24 06:00:00,12,2025-02-24 18:00:00,0,0,matched,,0
5221,2025-02-24 06:00:00,13,2025-02-24 19:00:00,0,0,matched,,0
5222,2025-02-24 06:00:00,14,2025-02-24 20:00:00,0,0,matched,,0
5223,2025-02-24 06:00:00,15,2025-02-24 21:00:00,0,0,matched,,0
5224,2025-02-24 06:00:00,16,2025-02-24 22:00:00,0,0,matched,,0
5225,2025-02-24 06:00:00,17,2025-02-24 23:00:00,0,0,matched,,0
5226,2025-02-24 06:00:00,18,2025-02-25 00:00:00,0,0,matched,,0
5227,2025-02-24 06:00:00,19,2025-02-25 01:00:00,0,0,matched,,0
5228,2025-02-24 06:00:00,20,2025-02-25 02:00:00,0,0,matched,,0
5229,2025-02-24 06:00:00,21,2025-02-25 03:00:00,0,0,matched,,0
5230,2025-02-24 06:00:00,22,2025-02-25 04:00:00,0,0,matched,,0
5231,2025-02-24 06:00:00,23,2025-02-25 05:00:00,0,0,matched,,0
5232,2025-02-24 06:00:00,24,2025-02-25 06:00:00,0,0,matched,,0
5233,2025-02-24 12:00:00,1,2025-02-24 13:00:00,7251.5513,7292.2125,matched,,40.6612
5234,2025-02-24 12:00:00,2,2025-02-24 14:00:00,6589.5885,6683.775,matched,,94.1865
5235,2025-02-24 12:00:00,3,2025-02-24 15:00:00,4567.5186,4561.6125,matched,,5.9061
5236,2025-02-24 12:00:00,4,2025-02-24 16:00:00,2862.3784,2794.3125,matched,,68.0659
5237,2025-02-24 12:00:00,5,2025-02-24 17:00:00,923.3491,888.375,matched,,34.9741
5238,2025-02-24 12:00:00,6,2025-02-24 18:00:00,0,0,matched,,0
5239,2025-02-24 12:00:00,7,2025-02-24 19:00:00,0,0,matched,,0
5240,2025-02-24 12:00:00,8,2025-02-24 20:00:00,0,0,matched,,0
5241,2025-02-24 12:00:00,9,2025-02-24 21:00:00,0,0,matched,,0
5242,2025-02-24 12:00:00,10,2025-02-24 22:00:00,0,0,matched,,0
5243,2025-02-24 12:00:00,11,2025-02-24 23:00:00,0,0,matched,,0
5244,2025-02-24 12:00:00,12,2025-02-25 00:00:00,0,0,matched,,0
5245,2025-02-24 12:00:00,13,2025-02-25 01:00:00,0,0,matched,,0
5246,2025-02-24 12:00:00,14,2025-02-25 02:00:00,0,0,matched,,0
5247,2025-02-24 12:00:00,15,2025-02-25 03:00:00,0,0,matched,,0
5248,2025-02-24 12:00:00,16,2025-02-25 04:00:00,0,0,matched,,0
5249,2025-02-24 12:00:00,17,2025-02-25 05:00:00,0,0,matched,,0
5250,2025-02-24 12:00:00,18,2025-02-25 06:00:00,0,0,matched,,0
5251,2025-02-24 12:00:00,19,2025-02-25 07:00:00,1123.9475,1048.35,matched,,75.5975
5252,2025-02-24 12:00:00,20,2025-02-25 08:00:00,3084.882,2914.6875,matched,,170.1945
5253,2025-02-24 12:00:00,21,2025-02-25 09:00:00,5350.4625,5350.4625,matched,,0
5254,2025-02-24 12:00:00,22,2025-02-25 10:00:00,6989.775,6971.2125,matched,,18.5625
5255,2025-02-24 12:00:00,23,2025-02-25 11:00:00,7933.0875,7687.2375,matched,,245.85
5256,2025-02-24 12:00:00,24,2025-02-25 12:00:00,8344.725,7929.075,matched,,415.65
5257,2025-02-24 18:00:00,1,2025-02-24 19:00:00,0,0,matched,,0
5258,2025-02-24 18:00:00,2,2025-02-24 20:00:00,0,0,matched,,0
5259,2025-02-24 18:00:00,3,2025-02-24 21:00:00,0,0,matched,,0
5260,2025-02-24 18:00:00,4,2025-02-24 22:00:00,0,0,matched,,0
5261,2025-02-24 18:00:00,5,2025-02-24 23:00:00,0,0,matched,,0
5262,2025-02-24 18:00:00,6,2025-02-25 00:00:00,0,0,matched,,0
5263,2025-02-24 18:00:00,7,2025-02-25 01:00:00,0,0,matched,,0
5264,2025-02-24 18:00:00,8,2025-02-25 02:00:00,0,0,matched,,0
5265,2025-02-24 18:00:00,9,2025-02-25 03:00:00,0,0,matched,,0
5266,2025-02-24 18:00:00,10,2025-02-25 04:00:00,0,0,matched,,0
5267,2025-02-24 18:00:00,11,2025-02-25 05:00:00,0,0,matched,,0
5268,2025-02-24 18:00:00,12,2025-02-25 06:00:00,0,0,matched,,0
5269,2025-02-24 18:00:00,13,2025-02-25 07:00:00,984.4066,1048.35,matched,,63.9434
5270,2025-02-24 18:00:00,14,2025-02-25 08:00:00,2899.1119,2914.6875,matched,,15.5756
5271,2025-02-24 18:00:00,15,2025-02-25 09:00:00,5013.8677,5350.4625,matched,,336.5948
5272,2025-02-24 18:00:00,16,2025-02-25 10:00:00,6601.9512,6971.2125,matched,,369.2613
5273,2025-02-24 18:00:00,17,2025-02-25 11:00:00,7933.0875,7687.2375,matched,,245.85
5274,2025-02-24 18:00:00,18,2025-02-25 12:00:00,8344.725,7929.075,matched,,415.65
5275,2025-02-24 18:00:00,19,2025-02-25 13:00:00,8501.7,7672.5375,matched,,829.1625
5276,2025-02-24 18:00:00,20,2025-02-25 14:00:00,6683.775,6624.525,matched,,59.25
5277,2025-02-24 18:00:00,21,2025-02-25 15:00:00,5071.0268,4883.85,matched,,187.1768
5278,2025-02-24 18:00:00,22,2025-02-25 16:00:00,2954.1652,3011.3625,matched,,57.1973
5279,2025-02-24 18:00:00,23,2025-02-25 17:00:00,844.3989,972.0375,matched,,127.6386
5280,2025-02-24 18:00:00,24,2025-02-25 18:00:00,0,0,matched,,0
5281,2025-02-25 00:00:00,1,2025-02-25 01:00:00,0,0,matched,,0
5282,2025-02-25 00:00:00,2,2025-02-25 02:00:00,0,0,matched,,0
5283,2025-02-25 00:00:00,3,2025-02-25 03:00:00,0,0,matched,,0
5284,2025-02-25 00:00:00,4,2025-02-25 04:00:00,0,0,matched,,0
5285,2025-02-25 00:00:00,5,2025-02-25 05:00:00,0,0,matched,,0
5286,2025-02-25 00:00:00,6,2025-02-25 06:00:00,0,0,matched,,0
5287,2025-02-25 00:00:00,7,2025-02-25 07:00:00,938.9164,1048.35,matched,,109.4336
5288,2025-02-25 00:00:00,8,2025-02-25 08:00:00,2432.8542,2914.6875,matched,,481.8333
5289,2025-02-25 00:00:00,9,2025-02-25 09:00:00,4437.0555,5350.4625,matched,,913.407
5290,2025-02-25 00:00:00,10,2025-02-25 10:00:00,5963.4692,6971.2125,matched,,1007.7433
5291,2025-02-25 00:00:00,11,2025-02-25 11:00:00,6827.5274,7687.2375,matched,,859.7101
5292,2025-02-25 00:00:00,12,2025-02-25 12:00:00,6784.0553,7929.075,matched,,1145.0197
5293,2025-02-25 00:00:00,13,2025-02-25 13:00:00,7181.6216,7672.5375,matched,,490.9159
5294,2025-02-25 00:00:00,14,2025-02-25 14:00:00,5908.1448,6624.525,matched,,716.3802
5295,2025-02-25 00:00:00,15,2025-02-25 15:00:00,4345.6537,4883.85,matched,,538.1963
5296,2025-02-25 00:00:00,16,2025-02-25 16:00:00,2915.379,3011.3625,matched,,95.9835
5297,2025-02-25 00:00:00,17,2025-02-25 17:00:00,988.8566,972.0375,matched,,16.8191
5298,2025-02-25 00:00:00,18,2025-02-25 18:00:00,0,0,matched,,0
5299,2025-02-25 00:00:00,19,2025-02-25 19:00:00,0,0,matched,,0
5300,2025-02-25 00:00:00,20,2025-02-25 20:00:00,0,0,matched,,0
5301,2025-02-25 00:00:00,21,2025-02-25 21:00:00,0,0,matched,,0
5302,2025-02-25 00:00:00,22,2025-02-25 22:00:00,0,0,matched,,0
5303,2025-02-25 00:00:00,23,2025-02-25 23:00:00,0,0,matched,,0
5304,2025-02-25 00:00:00,24,2025-02-26 00:00:00,0,0,matched,,0
5305,2025-02-25 06:00:00,1,2025-02-25 07:00:00,1067.133,1048.35,matched,,18.783
5306,2025-02-25 06:00:00,2,2025-02-25 08:00:00,2983.522,2914.6875,matched,,68.8345
5307,2025-02-25 06:00:00,3,2025-02-25 09:00:00,5350.4625,5350.4625,matched,,0
5308,2025-02-25 06:00:00,4,2025-02-25 10:00:00,6989.775,6971.2125,matched,,18.5625
5309,2025-02-25 06:00:00,5,2025-02-25 11:00:00,7386.8901,7687.2375,matched,,300.3474
5310,2025-02-25 06:00:00,6,2025-02-25 12:00:00,7183.3195,7929.075,matched,,745.7555
5311,2025-02-25 06:00:00,7,2025-02-25 13:00:00,6830.3325,7672.5375,matched,,842.205
5312,2025-02-25 06:00:00,8,2025-02-25 14:00:00,5347.7372,6624.525,matched,,1276.7878
5313,2025-02-25 06:00:00,9,2025-02-25 15:00:00,4387.6611,4883.85,matched,,496.1889
5314,2025-02-25 06:00:00,10,2025-02-25 16:00:00,2815.8721,3011.3625,matched,,195.4904
5315,2025-02-25 06:00:00,11,2025-02-25 17:00:00,902.5419,972.0375,matched,,69.4956
5316,2025-02-25 06:00:00,12,2025-02-25 18:00:00,0,0,matched,,0
5317,2025-02-25 06:00:00,13,2025-02-25 19:00:00,0,0,matched,,0
5318,2025-02-25 06:00:00,14,2025-02-25 20:00:00,0,0,matched,,0
5319,2025-02-25 06:00:00,15,2025-02-25 21:00:00,0,0,matched,,0
5320,2025-02-25 06:00:00,16,2025-02-25 22:00:00,0,0,matched,,0
5321,2025-02-25 06:00:00,17,2025-02-25 23:00:00,0,0,matched,,0
5322,2025-02-25 06:00:00,18,2025-02-26 00:00:00,0,0,matched,,0
5323,2025-02-25 06:00:00,19,2025-02-26 01:00:00,0,0,matched,,0
5324,2025-02-25 06:00:00,20,2025-02-26 02:00:00,0,0,matched,,0
5325,2025-02-25 06:00:00,21,2025-02-26 03:00:00,0,0,matched,,0
5326,2025-02-25 06:00:00,22,2025-02-26 04:00:00,0,0,matched,,0
5327,2025-02-25 06:00:00,23,2025-02-26 05:00:00,0,0,matched,,0
5328,2025-02-25 06:00:00,24,2025-02-26 06:00:00,0,0,matched,,0
5329,2025-02-25 12:00:00,1,2025-02-25 13:00:00,7856.1198,7672.5375,matched,,183.5823
5330,2025-02-25 12:00:00,2,2025-02-25 14:00:00,6683.775,6624.525,matched,,59.25
5331,2025-02-25 12:00:00,3,2025-02-25 15:00:00,4988.8272,4883.85,matched,,104.9772
5332,2025-02-25 12:00:00,4,2025-02-25 16:00:00,3130.164,3011.3625,matched,,118.8015
5333,2025-02-25 12:00:00,5,2025-02-25 17:00:00,992.4984,972.0375,matched,,20.4609
5334,2025-02-25 12:00:00,6,2025-02-25 18:00:00,0,0,matched,,0
5335,2025-02-25 12:00:00,7,2025-02-25 19:00:00,0,0,matched,,0
5336,2025-02-25 12:00:00,8,2025-02-25 20:00:00,0,0,matched,,0
5337,2025-02-25 12:00:00,9,2025-02-25 21:00:00,0,0,matched,,0
5338,2025-02-25 12:00:00,10,2025-02-25 22:00:00,0,0,matched,,0
5339,2025-02-25 12:00:00,11,2025-02-25 23:00:00,0,0,matched,,0
5340,2025-02-25 12:00:00,12,2025-02-26 00:00:00,0,0,matched,,0
5341,2025-02-25 12:00:00,13,2025-02-26 01:00:00,0,0,matched,,0
5342,2025-02-25 12:00:00,14,2025-02-26 02:00:00,0,0,matched,,0
5343,2025-02-25 12:00:00,15,2025-02-26 03:00:00,0,0,matched,,0
5344,2025-02-25 12:00:00,16,2025-02-26 04:00:00,0,0,matched,,0
5345,2025-02-25 12:00:00,17,2025-02-26 05:00:00,0,0,matched,,0
5346,2025-02-25 12:00:00,18,2025-02-26 06:00:00,0,0,matched,,0
5347,2025-02-25 12:00:00,19,2025-02-26 07:00:00,1096.5633,1034.8875,matched,,61.6758
5348,2025-02-25 12:00:00,20,2025-02-26 08:00:00,2767.8588,3182.2125,matched,,414.3537
5349,2025-02-25 12:00:00,21,2025-02-26 09:00:00,5350.4625,5075.325,matched,,275.1375
5350,2025-02-25 12:00:00,22,2025-02-26 10:00:00,6989.775,6730.65,matched,,259.125
5351,2025-02-25 12:00:00,23,2025-02-26 11:00:00,7750.0765,7021.35,matched,,728.7265
5352,2025-02-25 12:00:00,24,2025-02-26 12:00:00,8181.3341,7340.775,matched,,840.5591
5353,2025-02-25 18:00:00,1,2025-02-25 19:00:00,0,0,matched,,0
5354,2025-02-25 18:00:00,2,2025-02-25 20:00:00,0,0,matched,,0
5355,2025-02-25 18:00:00,3,2025-02-25 21:00:00,0,0,matched,,0
5356,2025-02-25 18:00:00,4,2025-02-25 22:00:00,0,0,matched,,0
5357,2025-02-25 18:00:00,5,2025-02-25 23:00:00,0,0,matched,,0
5358,2025-02-25 18:00:00,6,2025-02-26 00:00:00,0,0,matched,,0
5359,2025-02-25 18:00:00,7,2025-02-26 01:00:00,0,0,matched,,0
5360,2025-02-25 18:00:00,8,2025-02-26 02:00:00,0,0,matched,,0
5361,2025-02-25 18:00:00,9,2025-02-26 03:00:00,0,0,matched,,0
5362,2025-02-25 18:00:00,10,2025-02-26 04:00:00,0,0,matched,,0
5363,2025-02-25 18:00:00,11,2025-02-26 05:00:00,0,0,matched,,0
5364,2025-02-25 18:00:00,12,2025-02-26 06:00:00,0,0,matched,,0
5365,2025-02-25 18:00:00,13,2025-02-26 07:00:00,1137.761,1034.8875,matched,,102.8735
5366,2025-02-25 18:00:00,14,2025-02-26 08:00:00,3238.1731,3182.2125,matched,,55.9606
5367,2025-02-25 18:00:00,15,2025-02-26 09:00:00,4995.1685,5075.325,matched,,80.1565
5368,2025-02-25 18:00:00,16,2025-02-26 10:00:00,6389.7429,6730.65,matched,,340.9071
5369,2025-02-25 18:00:00,17,2025-02-26 11:00:00,6919.6111,7021.35,matched,,101.7389
5370,2025-02-25 18:00:00,18,2025-02-26 12:00:00,6505.2243,7340.775,matched,,835.5507
5371,2025-02-25 18:00:00,19,2025-02-26 13:00:00,7807.8864,7045.9125,matched,,761.9739
5372,2025-02-25 18:00:00,20,2025-02-26 14:00:00,6683.775,5986.7625,matched,,697.0125
5373,2025-02-25 18:00:00,21,2025-02-26 15:00:00,5270.8875,4540.3875,matched,,730.5
5374,2025-02-25 18:00:00,22,2025-02-26 16:00:00,3401.55,2717.0625,matched,,684.4875
5375,2025-02-25 18:00:00,23,2025-02-26 17:00:00,1450.2,941.0625,matched,,509.1375
5376,2025-02-25 18:00:00,24,2025-02-26 18:00:00,0,0,matched,,0
5377,2025-02-26 00:00:00,1,2025-02-26 01:00:00,0,0,matched,,0
5378,2025-02-26 00:00:00,2,2025-02-26 02:00:00,0,0,matched,,0
5379,2025-02-26 00:00:00,3,2025-02-26 03:00:00,0,0,matched,,0
5380,2025-02-26 00:00:00,4,2025-02-26 04:00:00,0,0,matched,,0
5381,2025-02-26 00:00:00,5,2025-02-26 05:00:00,0,0,matched,,0
5382,2025-02-26 00:00:00,6,2025-02-26 06:00:00,0,0,matched,,0
5383,2025-02-26 00:00:00,7,2025-02-26 07:00:00,1033.207,1034.8875,matched,,1.6805
5384,2025-02-26 00:00:00,8,2025-02-26 08:00:00,3061.4343,3182.2125,matched,,120.7782
5385,2025-02-26 00:00:00,9,2025-02-26 09:00:00,5313.5728,5075.325,matched,,238.2478
5386,2025-02-26 00:00:00,10,2025-02-26 10:00:00,6989.775,6730.65,matched,,259.125
5387,2025-02-26 00:00:00,11,2025-02-26 11:00:00,7569.8156,7021.35,matched,,548.4656
5388,2025-02-26 00:00:00,12,2025-02-26 12:00:00,7841.071,7340.775,matched,,500.296
5389,2025-02-26 00:00:00,13,2025-02-26 13:00:00,8229.6313,7045.9125,matched,,1183.7188
5390,2025-02-26 00:00:00,14,2025-02-26 14:00:00,6226.3894,5986.7625,matched,,239.6269
5391,2025-02-26 00:00:00,15,2025-02-26 15:00:00,5158.9495,4540.3875,matched,,618.562
5392,2025-02-26 00:00:00,16,2025-02-26 16:00:00,3016.3679,2717.0625,matched,,299.3054
5393,2025-02-26 00:00:00,17,2025-02-26 17:00:00,1070.322,941.0625,matched,,129.2595
5394,2025-02-26 00:00:00,18,2025-02-26 18:00:00,0,0,matched,,0
5395,2025-02-26 00:00:00,19,2025-02-26 19:00:00,0,0,matched,,0
5396,2025-02-26 00:00:00,20,2025-02-26 20:00:00,0,0,matched,,0
5397,2025-02-26 00:00:00,21,2025-02-26 21:00:00,0,0,matched,,0
5398,2025-02-26 00:00:00,22,2025-02-26 22:00:00,0,0,matched,,0
5399,2025-02-26 00:00:00,23,2025-02-26 23:00:00,0,0,matched,,0
5400,2025-02-26 00:00:00,24,2025-02-27 00:00:00,0,0,matched,,0
5401,2025-02-26 06:00:00,1,2025-02-26 07:00:00,1031.795,1034.8875,matched,,3.0925
5402,2025-02-26 06:00:00,2,2025-02-26 08:00:00,3224.3577,3182.2125,matched,,42.1452
5403,2025-02-26 06:00:00,3,2025-02-26 09:00:00,5171.041,5075.325,matched,,95.716
5404,2025-02-26 06:00:00,4,2025-02-26 10:00:00,6932.0995,6730.65,matched,,201.4495
5405,2025-02-26 06:00:00,5,2025-02-26 11:00:00,7312.4921,7021.35,matched,,291.1421
5406,2025-02-26 06:00:00,6,2025-02-26 12:00:00,7841.0495,7340.775,matched,,500.2745
5407,2025-02-26 06:00:00,7,2025-02-26 13:00:00,7170.9622,7045.9125,matched,,125.0497
5408,2025-02-26 06:00:00,8,2025-02-26 14:00:00,6253.4061,5986.7625,matched,,266.6436
5409,2025-02-26 06:00:00,9,2025-02-26 15:00:00,4954.4506,4540.3875,matched,,414.0631
5410,2025-02-26 06:00:00,10,2025-02-26 16:00:00,2945.8198,2717.0625,matched,,228.7573
5411,2025-02-26 06:00:00,11,2025-02-26 17:00:00,1020.5125,941.0625,matched,,79.45
5412,2025-02-26 06:00:00,12,2025-02-26 18:00:00,0,0,matched,,0
5413,2025-02-26 06:00:00,13,2025-02-26 19:00:00,0,0,matched,,0
5414,2025-02-26 06:00:00,14,2025-02-26 20:00:00,0,0,matched,,0
5415,2025-02-26 06:00:00,15,2025-02-26 21:00:00,0,0,matched,,0
5416,2025-02-26 06:00:00,16,2025-02-26 22:00:00,0,0,matched,,0
5417,2025-02-26 06:00:00,17,2025-02-26 23:00:00,0,0,matched,,0
5418,2025-02-26 06:00:00,18,2025-02-27 00:00:00,0,0,matched,,0
5419,2025-02-26 06:00:00,19,2025-02-27 01:00:00,0,0,matched,,0
5420,2025-02-26 06:00:00,20,2025-02-27 02:00:00,0,0,matched,,0
5421,2025-02-26 06:00:00,21,2025-02-27 03:00:00,0,0,matched,,0
5422,2025-02-26 06:00:00,22,2025-02-27 04:00:00,0,0,matched,,0
5423,2025-02-26 06:00:00,23,2025-02-27 05:00:00,0,0,matched,,0
5424,2025-02-26 06:00:00,24,2025-02-27 06:00:00,0,0,matched,,0
5425,2025-02-26 12:00:00,1,2025-02-26 13:00:00,7036.5709,7045.9125,matched,,9.3416
5426,2025-02-26 12:00:00,2,2025-02-26 14:00:00,5957.3341,5986.7625,matched,,29.4284
5427,2025-02-26 12:00:00,3,2025-02-26 15:00:00,4548.9108,4540.3875,matched,,8.5233
5428,2025-02-26 12:00:00,4,2025-02-26 16:00:00,2812.6795,2717.0625,matched,,95.617
5429,2025-02-26 12:00:00,5,2025-02-26 17:00:00,964.0447,941.0625,matched,,22.9822
5430,2025-02-26 12:00:00,6,2025-02-26 18:00:00,0,0,matched,,0
5431,2025-02-26 12:00:00,7,2025-02-26 19:00:00,0,0,matched,,0
5432,2025-02-26 12:00:00,8,2025-02-26 20:00:00,0,0,matched,,0
5433,2025-02-26 12:00:00,9,2025-02-26 21:00:00,0,0,matched,,0
5434,2025-02-26 12:00:00,10,2025-02-26 22:00:00,0,0,matched,,0
5435,2025-02-26 12:00:00,11,2025-02-26 23:00:00,0,0,matched,,0
5436,2025-02-26 12:00:00,12,2025-02-27 00:00:00,0,0,matched,,0
5437,2025-02-26 12:00:00,13,2025-02-27 01:00:00,0,0,matched,,0
5438,2025-02-26 12:00:00,14,2025-02-27 02:00:00,0,0,matched,,0
5439,2025-02-26 12:00:00,15,2025-02-27 03:00:00,0,0,matched,,0
5440,2025-02-26 12:00:00,16,2025-02-27 04:00:00,0,0,matched,,0
5441,2025-02-26 12:00:00,17,2025-02-27 05:00:00,0,0,matched,,0
5442,2025-02-26 12:00:00,18,2025-02-27 06:00:00,0,0,matched,,0
5443,2025-02-26 12:00:00,19,2025-02-27 07:00:00,671.1651,1020.225,matched,,349.0599
5444,2025-02-26 12:00:00,20,2025-02-27 08:00:00,2265.9889,2840.7375,matched,,574.7486
5445,2025-02-26 12:00:00,21,2025-02-27 09:00:00,3026.307,4466.25,matched,,1439.943
5446,2025-02-26 12:00:00,22,2025-02-27 10:00:00,4589.2709,6002.4375,matched,,1413.1666
5447,2025-02-26 12:00:00,23,2025-02-27 11:00:00,4224.6236,7933.0875,matched,,3708.4639
5448,2025-02-26 12:00:00,24,2025-02-27 12:00:00,5103.2567,8344.725,matched,,3241.4683
5449,2025-02-26 18:00:00,1,2025-02-26 19:00:00,0,0,matched,,0
5450,2025-02-26 18:00:00,2,2025-02-26 20:00:00,0,0,matched,,0
5451,2025-02-26 18:00:00,3,2025-02-26 21:00:00,0,0,matched,,0
5452,2025-02-26 18:00:00,4,2025-02-26 22:00:00,0,0,matched,,0
5453,2025-02-26 18:00:00,5,2025-02-26 23:00:00,0,0,matched,,0
5454,2025-02-26 18:00:00,6,2025-02-27 00:00:00,0,0,matched,,0
5455,2025-02-26 18:00:00,7,2025-02-27 01:00:00,0,0,matched,,0
5456,2025-02-26 18:00:00,8,2025-02-27 02:00:00,0,0,matched,,0
5457,2025-02-26 18:00:00,9,2025-02-27 03:00:00,0,0,matched,,0
5458,2025-02-26 18:00:00,10,2025-02-27 04:00:00,0,0,matched,,0
5459,2025-02-26 18:00:00,11,2025-02-27 05:00:00,0,0,matched,,0
5460,2025-02-26 18:00:00,12,2025-02-27 06:00:00,0,0,matched,,0
5461,2025-02-26 18:00:00,13,2025-02-27 07:00:00,1127.9823,1020.225,matched,,107.7573
5462,2025-02-26 18:00:00,14,2025-02-27 08:00:00,3263.236,2840.7375,matched,,422.4985
5463,2025-02-26 18:00:00,15,2025-02-27 09:00:00,4682.4988,4466.25,matched,,216.2488
5464,2025-02-26 18:00:00,16,2025-02-27 10:00:00,6024.5072,6002.4375,matched,,22.0697
5465,2025-02-26 18:00:00,17,2025-02-27 11:00:00,7097.0836,7933.0875,matched,,836.0039
5466,2025-02-26 18:00:00,18,2025-02-27 12:00:00,7616.4675,8344.725,matched,,728.2575
5467,2025-02-26 18:00:00,19,2025-02-27 13:00:00,5923.3829,7829.925,matched,,1906.5421
5468,2025-02-26 18:00:00,20,2025-02-27 14:00:00,4556.4004,6281.7,matched,,1725.2996
5469,2025-02-26 18:00:00,21,2025-02-27 15:00:00,2989.9836,4660.3875,matched,,1670.4039
5470,2025-02-26 18:00:00,22,2025-02-27 16:00:00,2453.3313,3034.8,matched,,581.4687
5471,2025-02-26 18:00:00,23,2025-02-27 17:00:00,662.057,993.75,matched,,331.693
5472,2025-02-26 18:00:00,24,2025-02-27 18:00:00,0,0,matched,,0
5473,2025-02-27 00:00:00,1,2025-02-27 01:00:00,0,0,matched,,0
5474,2025-02-27 00:00:00,2,2025-02-27 02:00:00,0,0,matched,,0
5475,2025-02-27 00:00:00,3,2025-02-27 03:00:00,0,0,matched,,0
5476,2025-02-27 00:00:00,4,2025-02-27 04:00:00,0,0,matched,,0
5477,2025-02-27 00:00:00,5,2025-02-27 05:00:00,0,0,matched,,0
5478,2025-02-27 00:00:00,6,2025-02-27 06:00:00,0,0,matched,,0
5479,2025-02-27 00:00:00,7,2025-02-27 07:00:00,896.0011,1020.225,matched,,124.2239
5480,2025-02-27 00:00:00,8,2025-02-27 08:00:00,2784.6041,2840.7375,matched,,56.1334
5481,2025-02-27 00:00:00,9,2025-02-27 09:00:00,4767.9273,4466.25,matched,,301.6773
5482,2025-02-27 00:00:00,10,2025-02-27 10:00:00,6172.6048,6002.4375,matched,,170.1673
5483,2025-02-27 00:00:00,11,2025-02-27 11:00:00,7574.9343,7933.0875,matched,,358.1532
5484,2025-02-27 00:00:00,12,2025-02-27 12:00:00,7977.0157,8344.725,matched,,367.7093
5485,2025-02-27 00:00:00,13,2025-02-27 13:00:00,7979.325,7829.925,matched,,149.4
5486,2025-02-27 00:00:00,14,2025-02-27 14:00:00,6683.775,6281.7,matched,,402.075
5487,2025-02-27 00:00:00,15,2025-02-27 15:00:00,5134.3544,4660.3875,matched,,473.9669
5488,2025-02-27 00:00:00,16,2025-02-27 16:00:00,3156.753,3034.8,matched,,121.953
5489,2025-02-27 00:00:00,17,2025-02-27 17:00:00,1066.2305,993.75,matched,,72.4805
5490,2025-02-27 00:00:00,18,2025-02-27 18:00:00,0,0,matched,,0
5491,2025-02-27 00:00:00,19,2025-02-27 19:00:00,0,0,matched,,0
5492,2025-02-27 00:00:00,20,2025-02-27 20:00:00,0,0,matched,,0
5493,2025-02-27 00:00:00,21,2025-02-27 21:00:00,0,0,matched,,0
5494,2025-02-27 00:00:00,22,2025-02-27 22:00:00,0,0,matched,,0
5495,2025-02-27 00:00:00,23,2025-02-27 23:00:00,0,0,matched,,0
5496,2025-02-27 00:00:00,24,2025-02-28 00:00:00,0,0,matched,,0
5497,2025-02-27 06:00:00,1,2025-02-27 07:00:00,1013.944,1020.225,matched,,6.281
5498,2025-02-27 06:00:00,2,2025-02-27 08:00:00,2837.8224,2840.7375,matched,,2.9151
5499,2025-02-27 06:00:00,3,2025-02-27 09:00:00,4549.9,4466.25,matched,,83.65
5500,2025-02-27 06:00:00,4,2025-02-27 10:00:00,6362.8794,6002.4375,matched,,360.4419
5501,2025-02-27 06:00:00,5,2025-02-27 11:00:00,7933.0875,7933.0875,matched,,0
5502,2025-02-27 06:00:00,6,2025-02-27 12:00:00,8344.725,8344.725,matched,,0
5503,2025-02-27 06:00:00,7,2025-02-27 13:00:00,8180.2511,7829.925,matched,,350.3261
5504,2025-02-27 06:00:00,8,2025-02-27 14:00:00,6388.9602,6281.7,matched,,107.2602
5505,2025-02-27 06:00:00,9,2025-02-27 15:00:00,4616.3215,4660.3875,matched,,44.066
5506,2025-02-27 06:00:00,10,2025-02-27 16:00:00,3162.5776,3034.8,matched,,127.7776
5507,2025-02-27 06:00:00,11,2025-02-27 17:00:00,995.1604,993.75,matched,,1.4104
5508,2025-02-27 06:00:00,12,2025-02-27 18:00:00,0,0,matched,,0
5509,2025-02-27 06:00:00,13,2025-02-27 19:00:00,0,0,matched,,0
5510,2025-02-27 06:00:00,14,2025-02-27 20:00:00,0,0,matched,,0
5511,2025-02-27 06:00:00,15,2025-02-27 21:00:00,0,0,matched,,0
5512,2025-02-27 06:00:00,16,2025-02-27 22:00:00,0,0,matched,,0
5513,2025-02-27 06:00:00,17,2025-02-27 23:00:00,0,0,matched,,0
5514,2025-02-27 06:00:00,18,2025-02-28 00:00:00,0,0,matched,,0
5515,2025-02-27 06:00:00,19,2025-02-28 01:00:00,0,0,matched,,0
5516,2025-02-27 06:00:00,20,2025-02-28 02:00:00,0,0,matched,,0
5517,2025-02-27 06:00:00,21,2025-02-28 03:00:00,0,0,matched,,0
5518,2025-02-27 06:00:00,22,2025-02-28 04:00:00,0,0,matched,,0
5519,2025-02-27 06:00:00,23,2025-02-28 05:00:00,0,0,matched,,0
5520,2025-02-27 06:00:00,24,2025-02-28 06:00:00,0,0,matched,,0
5521,2025-02-27 12:00:00,1,2025-02-27 13:00:00,7813.7373,7829.925,matched,,16.1877
5522,2025-02-27 12:00:00,2,2025-02-27 14:00:00,6265.4466,6281.7,matched,,16.2534
