operating_date,slot,interval_start,interval_end,load_kw,pv_actual_kw,price_yuan_per_kwh,load_kwh,pv_actual_kwh,net_load_kw,net_load_kwh,pv_lag_1d,pv_lag_7d,load_lag_1d,load_lag_7d,pv_same_slot_7d_mean
2025-05-02,19,2025-05-02 03:00:00,2025-05-02 03:10:00,2548.4229,0,0.3546,424.73715,0,2548.4229,424.73715,0,0,3598.7264,2559.9385,0
2025-05-02,20,2025-05-02 03:10:00,2025-05-02 03:20:00,2488.9677,0,0.3778,414.82795,0,2488.9677,414.82795,0,0,3751.0302,2579.0261,0
2025-05-02,21,2025-05-02 03:20:00,2025-05-02 03:30:00,2641.76,0,0.3675,440.2933333,0,2641.76,440.2933333,0,0,3738.11,2642.14,0
2025-05-02,22,2025-05-02 03:30:00,2025-05-02 03:40:00,2767.0112,0,0.3811,461.1685333,0,2767.0112,461.1685333,0,0.0015,3724.5062,2664.7893,0.0002142857143
2025-05-02,23,2025-05-02 03:40:00,2025-05-02 03:50:00,2761.7004,0.004,0.3764,460.2834,0.0006666666667,2761.6964,460.2827333,0.0055,0,3818.7227,2595.0362,0.001642857143
2025-05-02,24,2025-05-02 03:50:00,2025-05-02 04:00:00,2671.97,0,0.3626,445.3283333,0,2671.97,445.3283333,0,0,3861.64,2598.85,0
2025-05-02,25,2025-05-02 04:00:00,2025-05-02 04:10:00,2641.2851,0,0.3924,440.2141833,0,2641.2851,440.2141833,0,0.021,3619.1899,2868.5774,0.005214285714
2025-05-02,26,2025-05-02 04:10:00,2025-05-02 04:20:00,2751.4845,0.0557,0.3871,458.58075,0.009283333333,2751.4288,458.5714667,0.0762,0,3536.8964,2896.8242,0.0234
2025-05-02,27,2025-05-02 04:20:00,2025-05-02 04:30:00,2889.87,0,0.3546,481.645,0,2889.87,481.645,0,0,3728.52,2652.23,0
2025-05-02,28,2025-05-02 04:30:00,2025-05-02 04:40:00,2850.7304,0,0.384,475.1217333,0,2850.7304,475.1217333,0,0.2919,3824.9159,2616.2486,0.07255714286
2025-05-02,29,2025-05-02 04:40:00,2025-05-02 04:50:00,2763.5247,0.7759,0.4109,460.58745,0.1293166667,2762.7488,460.4581333,1.0616,0,3567.8125,2709.8661,0.3259714286
2025-05-02,30,2025-05-02 04:50:00,2025-05-02 05:00:00,2742.72,0,0.3932,457.12,0,2742.72,457.12,0,0,3297.34,2736.8,0
2025-05-02,31,2025-05-02 05:00:00,2025-05-02 05:10:00,2789.545,0,0.3562,464.9241667,0,2789.545,464.9241667,0,4.0662,3597.0769,2622.3959,1.010614286
2025-05-02,32,2025-05-02 05:10:00,2025-05-02 05:20:00,2853.5518,15.0061,0.344,475.5919667,2.501016667,2838.5457,473.09095,19.2548,0,3792.8722,2642.0575,6.622228571
2025-05-02,33,2025-05-02 05:20:00,2025-05-02 05:30:00,2834.31,113.3625,0.3337,472.385,18.89375,2720.9475,453.49125,120.6375,29.325,3550.64,2786.46,74.49642857
2025-05-02,34,2025-05-02 05:30:00,2025-05-02 05:40:00,2676.0953,329.3678,0.295,446.0158833,54.89463333,2346.7275,391.12125,324.086,230.1209,3299.379,2774.4367,277.4392714
2025-05-02,35,2025-05-02 05:40:00,2025-05-02 05:50:00,2640.5117,554.0016,0.4379,440.0852833,92.3336,2086.5101,347.7516833,578.0016,491.9061,3822.8292,2717.7459,533.2473143
2025-05-02,36,2025-05-02 05:50:00,2025-05-02 06:00:00,2746.29,756.3,0.692,457.715,126.05,1989.99,331.665,828.2625,750.0375,4740.31,2663.02,789.6
2025-05-02,37,2025-05-02 06:00:00,2025-05-02 06:10:00,2775.9985,1001.9164,0.7468,462.6664167,166.9860667,1774.0821,295.68035,1049.0564,1028.4725,4854.508,2559.8636,1061.784171
2025-05-02,38,2025-05-02 06:10:00,2025-05-02 06:20:00,2844.3632,1281.4628,0.6948,474.0605333,213.5771333,1562.9004,260.4834,1259.8886,1341.4432,4665.4804,2624.8564,1370.394629
2025-05-02,39,2025-05-02 06:20:00,2025-05-02 06:30:00,2841.33,1548.225,0.6259,473.555,258.0375,1293.105,215.5175,1477.2,1664.55,4668.14,2808.94,1699.3125
2025-05-02,40,2025-05-02 06:30:00,2025-05-02 06:40:00,2588.223,1769.869,0.5496,431.3705,294.9781667,818.354,136.3923333,1713.0962,1971.0943,4836.8147,2851.5791,2008.9288
2025-05-02,41,2025-05-02 06:40:00,2025-05-02 06:50:00,2827.271,2036.6535,0.5758,471.2118333,339.44225,790.6175,131.7695833,2014.4211,2358.5151,4854.0279,2966.9562,2314.251971
2025-05-02,42,2025-05-02 06:50:00,2025-05-02 07:00:00,3395.25,2375.8125,0.6483,565.875,395.96875,1019.4375,169.90625,2328.6,2785.4625,4739.71,3121.63,2628.696429
2025-05-02,43,2025-05-02 07:00:00,2025-05-02 07:10:00,3362.278,2725.4873,0.5996,560.3796667,454.2478833,636.7907,106.1317833,2574.4334,3086.3199,4798.9228,3049.0299,2949.566329
2025-05-02,44,2025-05-02 07:10:00,2025-05-02 07:20:00,3259.28,3043.6696,0.577,543.2133333,507.2782667,215.6104,35.93506667,2972.8069,3280.7786,4860.62,3017.411,3271.593857
2025-05-02,45,2025-05-02 07:20:00,2025-05-02 07:30:00,3336.02,3311.85,0.5939,556.0033333,551.975,24.17,4.028333333,3447,3471.675,4751.27,3147.05,3571.617857
2025-05-02,46,2025-05-02 07:30:00,2025-05-02 07:40:00,3280.3699,3532.4925,0.5351,546.7283167,588.74875,-252.1226,-42.02043333,3657.9161,3751.7398,4622.1741,3276.7082,3833.601414
2025-05-02,47,2025-05-02 07:40:00,2025-05-02 07:50:00,3165.487,3723.2291,0.6126,527.5811667,620.5381833,-557.7421,-92.95701667,3716.4962,4035.5721,5371.2189,3268.4641,4134.890686
2025-05-02,48,2025-05-02 07:50:00,2025-05-02 08:00:00,3107.37,3934.7625,0.7905,517.895,655.79375,-827.3925,-137.89875,3902.0625,4240.1625,6517.46,3138.46,4467.096429
2025-05-02,49,2025-05-02 08:00:00,2025-05-02 08:10:00,3113.2235,4205.0941,0.7999,518.8705833,700.8490167,-1091.8706,-181.9784333,4405.0631,4394.4009,6599.8613,3035.133,4748.372486
2025-05-02,50,2025-05-02 08:10:00,2025-05-02 08:20:00,3012.1536,4414.8518,0.7647,502.0256,735.8086333,-1402.6982,-233.7830333,4868.1283,4768.344,6453.5681,3047.3396,5035.9954
2025-05-02,51,2025-05-02 08:20:00,2025-05-02 08:30:00,2912.48,4662.45,0.7516,485.4133333,777.075,-1749.97,-291.6616667,5131.125,5300.625,6594.03,3056.76,5329.033929
2025-05-02,52,2025-05-02 08:30:00,2025-05-02 08:40:00,3132.5333,5153.6829,0.7082,522.0888833,858.94715,-2021.1496,-336.8582667,5361.6671,5639.954,6683.355,2936.3124,5570.173386
2025-05-02,53,2025-05-02 08:40:00,2025-05-02 08:50:00,3536.3462,5515.0658,0.733,589.3910333,919.1776333,-1978.7196,-329.7866,5692.1894,5837.7703,6620.967,3246.1999,5848.896786
2025-05-02,54,2025-05-02 08:50:00,2025-05-02 09:00:00,3823.93,5703.5625,0.796,637.3216667,950.59375,-1879.6325,-313.2720833,6080.4375,5996.85,6534.06,3801.1,6191.726786
2025-05-02,55,2025-05-02 09:00:00,2025-05-02 09:10:00,3786.7748,6044.0467,0.752,631.1291333,1007.341117,-2257.2719,-376.2119833,6389.8436,6181.554,6616.25,3819.4881,6535.172371
2025-05-02,56,2025-05-02 09:10:00,2025-05-02 09:20:00,3753.9586,6422.6298,0.6679,625.6597667,1070.4383,-2668.6712,-444.7785333,6745.9742,6505.0232,6698.4213,3784.6209,6856.906657
2025-05-02,57,2025-05-02 09:20:00,2025-05-02 09:30:00,3827.38,6655.725,0.6326,637.8966667,1109.2875,-2828.345,-471.3908333,7126.2375,6817.125,6639.67,3864.97,7110.482143
2025-05-02,58,2025-05-02 09:30:00,2025-05-02 09:40:00,3799.9371,6683.8762,0.6683,633.32285,1113.979367,-2883.9391,-480.6565167,7381.1112,6867.4739,6475.2627,3732.7813,7268.620886
2025-05-02,59,2025-05-02 09:40:00,2025-05-02 09:50:00,3680.9229,6752.3589,0.6658,613.48715,1125.39315,-3071.436,-511.906,7703.1319,7085.0255,6447.7452,3627.9229,7510.770157
2025-05-02,60,2025-05-02 09:50:00,2025-05-02 10:00:00,3629.34,6936.225,0.622,604.89,1156.0375,-3306.885,-551.1475,8097,7528.3125,6512.04,3670.59,7794.846429
2025-05-02,61,2025-05-02 10:00:00,2025-05-02 10:10:00,3795.7711,7094.7099,0.6313,632.6285167,1182.45165,-3298.9388,-549.8231333,8353.9456,7794.557,6408.8758,3738.0699,7904.294514
2025-05-02,62,2025-05-02 10:10:00,2025-05-02 10:20:00,3938.2759,7204.5479,0.6301,656.3793167,1200.757983,-3266.272,-544.3786667,8512.0574,7819.3953,6361.0045,3806.8518,8008.7805
2025-05-02,63,2025-05-02 10:20:00,2025-05-02 10:30:00,3890.62,7209.15,0.6372,648.4366667,1201.525,-3318.53,-553.0883333,8625.6,7867.65,6404.48,3797.88,8143.173214
2025-05-02,64,2025-05-02 10:30:00,2025-05-02 10:40:00,3730.8028,7098.2266,0.7097,621.8004667,1183.037767,-3367.4238,-561.2373,8716.0959,8245.7068,6340.8554,3633.7027,8182.028771
2025-05-02,65,2025-05-02 10:40:00,2025-05-02 10:50:00,3790.4266,7281.4931,0.5827,631.7377667,1213.582183,-3491.0665,-581.8444167,8859.218,8491.4993,6274.8424,3564.4809,8285.240314
2025-05-02,66,2025-05-02 10:50:00,2025-05-02 11:00:00,3917.49,7664.8875,0.3144,652.915,1277.48125,-3747.3975,-624.56625,8936.4375,8397.375,6333.08,3650.47,8439.792857
2025-05-02,67,2025-05-02 11:00:00,2025-05-02 11:10:00,3642.299,7707.4723,0.2489,607.0498333,1284.578717,-4065.1733,-677.5288833,8750.1484,8223.6001,6491.0965,3711.8971,8460.069529
2025-05-02,68,2025-05-02 11:10:00,2025-05-02 11:20:00,3389.1476,7519.5939,0.2602,564.8579333,1253.26565,-4130.4463,-688.4077167,8603.9496,8291.7921,6374.3932,3703.092,8452.273871
2025-05-02,69,2025-05-02 11:20:00,2025-05-02 11:30:00,3457.55,7399.275,0.2486,576.2583333,1233.2125,-3941.725,-656.9541667,8574.675,8621.625,6097.16,3690.41,8483.566071
2025-05-02,70,2025-05-02 11:30:00,2025-05-02 11:40:00,3726.4477,7527.5138,0.2528,621.0746167,1254.585633,-3801.0661,-633.5110167,8512.4145,8930.0703,6125.5369,3758.1907,8527.394971
2025-05-02,71,2025-05-02 11:40:00,2025-05-02 11:50:00,3825.9099,7562.874,0.2702,637.65165,1260.479,-3736.9641,-622.82735,8752.34,8982.5391,6058.388,3769.3151,8635.729886
2025-05-02,72,2025-05-02 11:50:00,2025-05-02 12:00:00,3699.67,7449.3375,0.2789,616.6116667,1241.55625,-3749.6675,-624.9445833,9177.7875,8784.4875,5889.9,3726.42,8756.828571
2025-05-02,73,2025-05-02 12:00:00,2025-05-02 12:10:00,3611.0517,7469.0741,0.2675,601.84195,1244.845683,-3858.0224,-643.0037333,9235.0962,8552.8153,6033.496,3742.3725,8760.1471
2025-05-02,74,2025-05-02 12:10:00,2025-05-02 12:20:00,3611.9983,7587.2502,0.2934,601.9997167,1264.5417,-3975.2519,-662.5419833,8943.6534,8448.0762,6122.8403,3602.8485,8698.553857
2025-05-02,75,2025-05-02 12:20:00,2025-05-02 12:30:00,3657,7574.925,0.3179,609.5,1262.4875,-3917.925,-652.9875,8768.9625,8520.7125,5980.23,3366.47,8676.916071
2025-05-02,76,2025-05-02 12:30:00,2025-05-02 12:40:00,3667.4734,7244.632,0.2693,611.2455667,1207.438667,-3577.1586,-596.1931,9133.8584,8648.3485,5832.7536,3352.0797,8734.885929
2025-05-02,77,2025-05-02 12:40:00,2025-05-02 12:50:00,3597.9544,6997.5666,0.3817,599.6590667,1166.2611,-3399.6122,-566.6020333,9151.3116,8421.0884,5949.0376,3493.319,8645.604571
2025-05-02,78,2025-05-02 12:50:00,2025-05-02 13:00:00,3487.5,6965.475,0.6118,581.25,1160.9125,-3477.975,-579.6625,8669.7,8029.8375,6236.39,3657.86,8421.621429
2025-05-02,79,2025-05-02 13:00:00,2025-05-02 13:10:00,3438.5223,6939.9618,0.6656,573.08705,1156.6603,-3501.4395,-583.57325,8377.6977,8088.2584,6334.7915,3749.0301,8287.627171
2025-05-02,80,2025-05-02 13:10:00,2025-05-02 13:20:00,3500.1352,7012.2687,0.66,583.3558667,1168.71145,-3512.1335,-585.3555833,8084.1931,8229.0278,6285.6928,3682.1448,8104.535343
2025-05-02,81,2025-05-02 13:20:00,2025-05-02 13:30:00,3626.84,7100.55,0.6828,604.4733333,1183.425,-3473.71,-578.9516667,7902.375,8164.3125,6260.52,3520.23,7912.242857
2025-05-02,82,2025-05-02 13:30:00,2025-05-02 13:40:00,3696.6576,6998.3972,0.6901,616.1096,1166.399533,-3301.7396,-550.2899333,8219.4436,7966.0915,6370.5096,3431.0159,7904.826686
2025-05-02,83,2025-05-02 13:40:00,2025-05-02 13:50:00,3612.3465,6989.6819,0.657,602.05775,1164.946983,-3377.3354,-562.8892333,8401.5672,7809.7228,6394.8928,3421.8174,7813.389629
2025-05-02,84,2025-05-02 13:50:00,2025-05-02 14:00:00,3484.81,6987.15,0.6396,580.8016667,1164.525,-3502.34,-583.7233333,8162.775,7724.4375,6280.6,3483.82,7556.753571
2025-05-02,85,2025-05-02 14:00:00,2025-05-02 14:10:00,3517.0258,6573.6967,0.7146,586.1709667,1095.616117,-3056.6709,-509.44515,7797.2544,7601.2554,6193.4369,3583.9515,7311.334614
2025-05-02,86,2025-05-02 14:10:00,2025-05-02 14:20:00,3492.0743,5996.9892,0.7462,582.0123833,999.4982,-2504.9149,-417.4858167,7479.9515,7455.7756,6170.0732,3507.4069,7062.984929
2025-05-02,87,2025-05-02 14:20:00,2025-05-02 14:30:00,3452.34,5637.45,0.7374,575.39,939.575,-2185.11,-364.185,7261.9875,7430.7,6195.92,3393.39,6858.498214
2025-05-02,88,2025-05-02 14:30:00,2025-05-02 14:40:00,3621.5129,5657.356,0.7923,603.5854833,942.8926667,-2035.8431,-339.3071833,7062.8493,7603.2405,6251.3622,3588.2527,6771.227014
2025-05-02,89,2025-05-02 14:40:00,2025-05-02 14:50:00,3517.044,5526.355,0.6687,586.174,921.0591667,-2009.311,-334.8851667,6642.6807,7441.5256,6352.9721,3687.6493,6547.037329
2025-05-02,90,2025-05-02 14:50:00,2025-05-02 15:00:00,3260.48,5095.9125,0.4462,543.4133333,849.31875,-1835.4325,-305.9054167,6130.0125,6927.15,6331.43,3541.17,6168.980357
2025-05-02,91,2025-05-02 15:00:00,2025-05-02 15:10:00,3461.2082,4730.8699,0.4688,576.8680333,788.4783167,-1269.6617,-211.6102833,5896.6007,6585.2408,6026.3148,3408.4256,5874.544014
2025-05-02,92,2025-05-02 15:10:00,2025-05-02 15:20:00,3573.2056,4620.4331,0.5084,595.5342667,770.0721833,-1047.2275,-174.5379167,5672.955,6442.2159,6053.5823,3401.9988,5637.863071
2025-05-02,93,2025-05-02 15:20:00,2025-05-02 15:30:00,3479.97,4654.8,0.4586,579.995,775.8,-1174.83,-195.805,5363.85,6261.6,6322.6,3522.29,5364.798214
2025-05-02,94,2025-05-02 15:30:00,2025-05-02 15:40:00,3600.1227,4547.5201,0.4505,600.02045,757.9200167,-947.3974,-157.8995667,5113.5651,5799.3532,6153.7293,3652.2515,5001.878171
2025-05-02,95,2025-05-02 15:40:00,2025-05-02 15:50:00,3605.9115,4301.9397,0.4899,600.98525,716.98995,-696.0282,-116.0047,4685.2196,5295.4368,6088.5127,3510.5178,4649.014614
2025-05-02,96,2025-05-02 15:50:00,2025-05-02 16:00:00,3455.37,4004.9625,0.5337,575.895,667.49375,-549.5925,-91.59875,4130.3625,4900.8375,6207.95,3307.31,4331.753571
2025-05-02,97,2025-05-02 16:00:00,2025-05-02 16:10:00,3459.6372,3711.9537,0.5479,576.6062,618.65895,-252.3165,-42.05275,3772.3189,4546.4715,6042.5728,3513.4303,3985.008771
2025-05-02,98,2025-05-02 16:10:00,2025-05-02 16:20:00,3440.876,3327.0526,0.5897,573.4793333,554.5087667,113.8234,18.97056667,3479.8401,4136.0371,5999.927,3549.8401,3632.270129
2025-05-02,99,2025-05-02 16:20:00,2025-05-02 16:30:00,3550.46,2908.05,0.6566,591.7433333,484.675,642.41,107.0683333,3188.1375,3737.2875,6165.94,3374.44,3327.407143
2025-05-02,100,2025-05-02 16:30:00,2025-05-02 16:40:00,4037.2752,2639.4067,0.6777,672.8792,439.9011167,1397.8685,232.9780833,2978.1043,3489.0247,6201.0805,3465.5841,3096.8157
2025-05-02,101,2025-05-02 16:40:00,2025-05-02 16:50:00,3784.8159,2447.3643,0.6368,630.80265,407.89405,1337.4516,222.9086,2778.5825,3153.9403,6251.895,3206.1682,2834.254971
2025-05-02,102,2025-05-02 16:50:00,2025-05-02 17:00:00,2956.67,2221.125,0.5994,492.7783333,370.1875,735.545,122.5908333,2539.05,2713.7625,6372.33,2690.65,2519.619643
2025-05-02,103,2025-05-02 17:00:00,2025-05-02 17:10:00,2887.3405,1912.2474,0.6509,481.2234167,318.7079,975.0931,162.5155167,2259.1203,2393.8774,6436.2481,2706.5309,2224.7315
2025-05-02,104,2025-05-02 17:10:00,2025-05-02 17:20:00,3107.0242,1600.5985,0.6905,517.8373667,266.7664167,1506.4257,251.07095,1901.0747,2136.2722,6476.9973,2855.9377,1914.434043
2025-05-02,105,2025-05-02 17:20:00,2025-05-02 17:30:00,3083.71,1337.8875,0.6582,513.9516667,222.98125,1745.8225,290.9704167,1526.925,1845.7875,6551.93,2878.57,1589.207143
2025-05-02,106,2025-05-02 17:30:00,2025-05-02 17:40:00,2831.9449,1110.914,0.6231,471.9908167,185.1523333,1721.0309,286.8384833,1260.3457,1488.4249,6567.3309,2904.4935,1297.407314
2025-05-02,107,2025-05-02 17:40:00,2025-05-02 17:50:00,2893.5425,888.0373,0.8051,482.2570833,148.0062167,2005.5052,334.2508667,1035.2768,1124.4398,5945.4452,2852.0592,1024.965129
2025-05-02,108,2025-05-02 17:50:00,2025-05-02 18:00:00,3209.73,669.15,1.1008,534.955,111.525,2540.58,423.43,794.775,797.7375,5058.95,2722.63,760.5803571
2025-05-02,109,2025-05-02 18:00:00,2025-05-02 18:10:00,3194.4953,477.5041,1.1644,532.4158833,79.58401667,2716.9912,452.8318667,543.4557,507.029,4931.4787,2624.1422,508.6604714
2025-05-02,110,2025-05-02 18:10:00,2025-05-02 18:20:00,3054.7365,290.0231,1.115,509.12275,48.33718333,2764.7134,460.7855667,301.9428,231.9019,4938.5574,2533.8302,262.6793571
2025-05-02,111,2025-05-02 18:20:00,2025-05-02 18:30:00,2979.13,121.1625,1.1014,496.5216667,20.19375,2857.9675,476.3279167,112.35,30.1875,4783.39,2538.47,70.89642857
2025-05-02,112,2025-05-02 18:30:00,2025-05-02 18:40:00,2929.8531,22.2208,1.1482,488.30885,3.703466667,2907.6323,484.6053833,17.9978,0,4767.1497,2756.5224,6.660071429
2025-05-02,113,2025-05-02 18:40:00,2025-05-02 18:50:00,2866.242,0,1.1522,477.707,0,2866.242,477.707,0,3.9249,4603.9771,2871.9679,0.9470142857
2025-05-02,114,2025-05-02 18:50:00,2025-05-02 19:00:00,2871.31,0,1.1279,478.5516667,0,2871.31,478.5516667,0,0,4467.17,2773.52,0
2025-05-02,115,2025-05-02 19:00:00,2025-05-02 19:10:00,3044.2008,1.2732,1.1805,507.3668,0.2122,3042.9276,507.1546,0.9934,0,4816.8277,2666.1375,0.3216571429
2025-05-02,116,2025-05-02 19:10:00,2025-05-02 19:20:00,3081.0952,0,1.1905,513.5158667,0,3081.0952,513.5158667,0,0.2818,4852.9427,2745.2023,0.06798571429
2025-05-02,117,2025-05-02 19:20:00,2025-05-02 19:30:00,3035.6,0,1.1417,505.9333333,0,3035.6,505.9333333,0,0,4577.11,2862.95,0
2025-05-02,118,2025-05-02 19:30:00,2025-05-02 19:40:00,3234.361,0.0914,1.1414,539.0601667,0.01523333333,3234.2696,539.0449333,0.0713,0,4777.1857,2708.7839,0.02308571429
2025-05-02,119,2025-05-02 19:40:00,2025-05-02 19:50:00,3278.4933,0,1.1476,546.41555,0,3278.4933,546.41555,0,0.0202,4917.6889,2649.4518,0.004785714286
2025-05-02,120,2025-05-02 19:50:00,2025-05-02 20:00:00,3045.39,0,1.1277,507.565,0,3045.39,507.565,0,0,4691.64,2758.57,0
2025-05-02,121,2025-05-02 20:00:00,2025-05-02 20:10:00,2864.1938,0.0066,1.1022,477.3656333,0.0011,2864.1872,477.3645333,0.0051,0,4406.3804,2762.6023,0.001642857143
2025-05-02,122,2025-05-02 20:10:00,2025-05-02 20:20:00,3001.2039,0,1.1065,500.20065,0,3001.2039,500.20065,0,0.0015,4514.2528,2847.4901,0.0002142857143
2025-05-02,123,2025-05-02 20:20:00,2025-05-02 20:30:00,3269.65,0,1.1601,544.9416667,0,3269.65,544.9416667,0,0,4915.99,2941.25,0
2025-05-02,124,2025-05-02 20:30:00,2025-05-02 20:40:00,3254.3056,0,1.2187,542.3842667,0,3254.3056,542.3842667,0,0,5086.4612,2759.3512,0
2025-05-02,125,2025-05-02 20:40:00,2025-05-02 20:50:00,3329.6055,0,1.076,554.93425,0,3329.6055,554.93425,0,0,5114.2648,2659.4385,0
2025-05-02,126,2025-05-02 20:50:00,2025-05-02 21:00:00,3489.56,0,0.8248,581.5933333,0,3489.56,581.5933333,0,0,5040.16,2724.77,0
2025-05-02,127,2025-05-02 21:00:00,2025-05-02 21:10:00,3296.6588,0,0.7774,549.4431333,0,3296.6588,549.4431333,0,0,4792.0254,2687.3805,0
2025-05-02,128,2025-05-02 21:10:00,2025-05-02 21:20:00,2923.2706,0,0.7794,487.2117667,0,2923.2706,487.2117667,0,0,4664.3725,2630.1703,0
2025-05-02,129,2025-05-02 21:20:00,2025-05-02 21:30:00,2828.08,0,0.7919,471.3466667,0,2828.08,471.3466667,0,0,4761.39,2715.39,0
2025-05-02,130,2025-05-02 21:30:00,2025-05-02 21:40:00,3256.5346,0,0.8899,542.7557667,0,3256.5346,542.7557667,0,0,4822.1281,2935.3394,0
2025-05-02,131,2025-05-02 21:40:00,2025-05-02 21:50:00,3154.4634,0,0.6879,525.7439,0,3154.4634,525.7439,0,0,4305.6777,2697.8483,0
2025-05-02,132,2025-05-02 21:50:00,2025-05-02 22:00:00,2577.04,0,0.2948,429.5066667,0,2577.04,429.5066667,0,0,3594.91,2233.23,0
2025-05-02,133,2025-05-02 22:00:00,2025-05-02 22:10:00,2623.3627,0,0.2501,437.2271167,0,2623.3627,437.2271167,0,0,3637.4007,2348.2445,0
2025-05-02,134,2025-05-02 22:10:00,2025-05-02 22:20:00,2844.7708,0,0.3713,474.1284667,0,2844.7708,474.1284667,0,0,3716.9005,2327.3898,0
2025-05-02,135,2025-05-02 22:20:00,2025-05-02 22:30:00,2825.32,0,0.4183,470.8866667,0,2825.32,470.8866667,0,0,3598.99,2105.39,0
2025-05-02,136,2025-05-02 22:30:00,2025-05-02 22:40:00,2636.0117,0,0.3376,439.3352833,0,2636.0117,439.3352833,0,0,3766.2205,2354.3605,0
2025-05-02,137,2025-05-02 22:40:00,2025-05-02 22:50:00,2544.1157,0,0.2965,424.0192833,0,2544.1157,424.0192833,0,0,3942.7332,2556.3776,0
2025-05-02,138,2025-05-02 22:50:00,2025-05-02 23:00:00,2638.58,0,0.3602,439.7633333,0,2638.58,439.7633333,0,0,3844.05,2479.08,0
2025-05-02,139,2025-05-02 23:00:00,2025-05-02 23:10:00,2748.5999,0,0.4303,458.0999833,0,2748.5999,458.0999833,0,0,3518.726,2410.8446,0
2025-05-02,140,2025-05-02 23:10:00,2025-05-02 23:20:00,2580.1309,0,0.3867,430.0218167,0,2580.1309,430.0218167,0,0,3549.3366,2351.8906,0
2025-05-02,141,2025-05-02 23:20:00,2025-05-02 23:30:00,2387.57,0,0.3023,397.9283333,0,2387.57,397.9283333,0,0,3870.95,2382.07,0
2025-05-02,142,2025-05-02 23:30:00,2025-05-02 23:40:00,2701.3053,0,0.357,450.21755,0,2701.3053,450.21755,0,0,3785.9715,2593.4927,0
2025-05-02,143,2025-05-02 23:40:00,2025-05-02 23:50:00,2879.1009,0,0.3797,479.85015,0,2879.1009,479.85015,0,0,3199.4846,2524.7954,0
2025-05-02,144,2025-05-02 23:50:00,2025-05-03 00:00:00,2676.09,0,0.3322,446.015,0,2676.09,446.015,0,0,2577.89,2264.26,0
2025-05-03,1,2025-05-03 00:00:00,2025-05-03 00:10:00,2474.8848,0,0.3441,412.4808,0,2474.8848,412.4808,0,0,2519.1235,2361.9963,0
2025-05-03,2,2025-05-03 00:10:00,2025-05-03 00:20:00,2381.3108,0,0.3274,396.8851333,0,2381.3108,396.8851333,0,0,2560.227,2475.5827,0
2025-05-03,3,2025-05-03 00:20:00,2025-05-03 00:30:00,2441.44,0,0.2791,406.9066667,0,2441.44,406.9066667,0,0,2453.6,2467.85,0
2025-05-03,4,2025-05-03 00:30:00,2025-05-03 00:40:00,2619.8616,0,0.2976,436.6436,0,2619.8616,436.6436,0,0,2390.8136,2558.2714,0
2025-05-03,5,2025-05-03 00:40:00,2025-05-03 00:50:00,2515.8743,0,0.3221,419.3123833,0,2515.8743,419.3123833,0,0,2380.8368,2653.1946,0
2025-05-03,6,2025-05-03 00:50:00,2025-05-03 01:00:00,2298.01,0,0.3238,383.0016667,0,2298.01,383.0016667,0,0,2397.73,2670.58,0
2025-05-03,7,2025-05-03 01:00:00,2025-05-03 01:10:00,2543.7938,0,0.34,423.9656333,0,2543.7938,423.9656333,0,0,2441.739,2626.6756,0
2025-05-03,8,2025-05-03 01:10:00,2025-05-03 01:20:00,2840.1088,0,0.3753,473.3514667,0,2840.1088,473.3514667,0,0,2549.5788,2553.0368,0
2025-05-03,9,2025-05-03 01:20:00,2025-05-03 01:30:00,2891.14,0,0.3929,481.8566667,0,2891.14,481.8566667,0,0,2676.22,2504.44,0
2025-05-03,10,2025-05-03 01:30:00,2025-05-03 01:40:00,2791.7079,0,0.3562,465.28465,0,2791.7079,465.28465,0,0,2704.2041,2535.8129,0
2025-05-03,11,2025-05-03 01:40:00,2025-05-03 01:50:00,2703.2909,0,0.3549,450.5484833,0,2703.2909,450.5484833,0,0,2596.0937,2618.1345,0
2025-05-03,12,2025-05-03 01:50:00,2025-05-03 02:00:00,2640.87,0,0.3815,440.145,0,2640.87,440.145,0,0,2494.69,2637.16,0
2025-05-03,13,2025-05-03 02:00:00,2025-05-03 02:10:00,2513.2129,0,0.343,418.8688167,0,2513.2129,418.8688167,0,0,2586.0885,2499.2528,0
2025-05-03,14,2025-05-03 02:10:00,2025-05-03 02:20:00,2434.9609,0,0.3167,405.8268167,0,2434.9609,405.8268167,0,0,2606.8153,2439.6547,0
2025-05-03,15,2025-05-03 02:20:00,2025-05-03 02:30:00,2447.54,0,0.3502,407.9233333,0,2447.54,407.9233333,0,0,2502.4,2558.12,0
2025-05-03,16,2025-05-03 02:30:00,2025-05-03 02:40:00,2470.3856,0,0.4017,411.7309333,0,2470.3856,411.7309333,0,0,2496.5773,2714.1862,0
2025-05-03,17,2025-05-03 02:40:00,2025-05-03 02:50:00,2445.2518,0,0.3723,407.5419667,0,2445.2518,407.5419667,0,0,2626.0188,2693.2941,0
2025-05-03,18,2025-05-03 02:50:00,2025-05-03 03:00:00,2424.39,0,0.302,404.065,0,2424.39,404.065,0,0,2711.01,2563.44,0
2025-05-03,19,2025-05-03 03:00:00,2025-05-03 03:10:00,2508.7483,0,0.3304,418.1247167,0,2508.7483,418.1247167,0,0,2548.4229,2592.777,0
