date,slot,timestamp,price_yuan_per_kwh,load_forecast_kw,pv_forecast_kw,planned_grid_kw,charge_kw,discharge_kw,planned_charge_limit_kw,planned_discharge_limit_kw,storage_start_kwh,storage_end_kwh,expected_emergency_kw,expected_spill_kw,expected_planned_grid_used_kw,expected_unused_planned_grid_kw,planned_grid_kwh,charge_kwh,discharge_kwh,expected_emergency_kwh,expected_spill_kwh,expected_planned_grid_used_kwh,expected_unused_planned_grid_kwh,actual_load_kw,actual_pv_kw,actual_charge_kw,actual_discharge_kw,actual_storage_start_kwh,actual_storage_end_kwh,realized_planned_grid_used_kw,realized_unused_planned_grid_kw,realized_emergency_kw,realized_pv_spill_kw,actual_charge_kwh,actual_discharge_kwh,realized_planned_grid_used_kwh,realized_unused_planned_grid_kwh,realized_emergency_kwh,realized_pv_spill_kwh,realized_emergency_cost_yuan
2025-03-26,74,2025-03-26 12:20:00,0.4551,6070.8733,8074.735157,3412.928223,5000,0,5000,0,7554.845288,8304.845288,91.34010742,0,2884.50918,528.419043,568.8213704,833.3333333,0,15.22335124,0,480.7515299,88.06984049,6002.0443,8183.5069,5000,0,8617.642372,9367.642372,2818.5374,594.3908227,0,0,833.3333333,0,469.7562333,99.06513711,0,0,0
2025-03-26,75,2025-03-26 12:30:00,0.4463,6121.01,7890.969643,3501.489746,5000,0,5000,0,8304.845288,9054.845288,119.7826953,0,3082.858779,418.6309668,583.5816243,833.3333333,0,19.96378255,0,513.8097965,69.7718278,5971.19,8436.525,5000,0,9367.642372,10117.64237,2534.665,966.8247461,0,0,833.3333333,0,422.4441667,161.1374577,0,0,0
2025-03-26,76,2025-03-26 12:40:00,0.4113,5960.0968,7797.3622,3489.967285,5000,0,5000,0,9054.845288,9804.845288,110.8503906,0,2978.557148,511.4101367,581.6612142,833.3333333,0,18.4750651,0,496.4261914,85.23502279,5945.2629,8539.1359,4549.050851,0,10117.64237,10800,1955.177851,1534.789434,0,0,758.1751418,0,325.8629752,255.798239,0,0,0
2025-03-26,77,2025-03-26 12:50:00,0.5682,5920.3324,7792.569686,0,1524.818359,0,1524.818359,0,9804.845288,10033.56804,86.56630859,536.7447266,0,0,0,254.1363932,0,14.4277181,89.45745443,0,0,6062.7113,8422.0799,0,0,10800,10800,0,0,0,2359.3686,0,0,0,0,0,393.2281,0
2025-03-26,78,2025-03-26 13:00:00,0.8279,6160.33,7798.757143,0,1064.970215,0,1064.970215,0,10033.56804,10193.31357,38.10455078,703.0252832,0,0,0,177.4950358,0,6.350758464,117.1708805,0,0,6234.64,8125.2,0,0,10800,10800,0,0,0,1890.56,0,0,0,0,0,315.0933333,0
2025-03-26,79,2025-03-26 13:10:00,0.8636,6484.9665,7720.423371,0,800.7670898,0,800.7670898,0,10193.31357,10313.42864,39.04657227,534.4206738,0,0,0,133.4611816,0,6.507762044,89.0701123,0,0,6238.7782,7713.2783,0,0,10800,10800,0,0,0,1474.5001,0,0,0,0,0,245.7500167,0
2025-03-26,80,2025-03-26 13:20:00,0.8416,6478.6578,7519.3261,0,634.4389648,0,634.4389648,0,10313.42864,10408.59448,51.34645508,536.1905371,0,0,0,105.7398275,0,8.557742513,89.36508952,0,0,6258.0051,7369.0965,0,0,10800,10800,0,0,0,1111.0914,0,0,0,0,0,185.1819,0
2025-03-26,81,2025-03-26 13:30:00,0.8618,6261.55,7311.594643,0,680.7939453,0,680.7939453,0,10408.59448,10510.71357,57.6894043,544.4192871,0,0,0,113.4656576,0,9.614900716,90.73654785,0,0,6345.54,7142.9625,0,0,10800,10800,0,0,0,797.4225,0,0,0,0,0,132.90375,0
2025-03-26,82,2025-03-26 13:40:00,0.8623,6314.7354,7257.422,0,529.0083008,0,529.0083008,0,10510.71357,10590.06482,52.74175781,560.0680859,0,0,0,88.16805013,0,8.790292969,93.34468099,0,0,6350.6519,6973.8056,0,0,10800,10800,0,0,0,623.1537,0,0,0,0,0,103.85895,0
2025-03-26,83,2025-03-26 13:50:00,0.9026,6238.6177,7145.208071,0,464.894043,0,464.894043,0,10590.06482,10659.79893,36.26011719,599.3438086,0,0,0,77.48234049,0,6.043352865,99.89063477,0,0,6246.187,6990.0474,0,0,10800,10800,0,0,0,743.8604,0,0,0,0,0,123.9767333,0
2025-03-26,84,2025-03-26 14:00:00,0.9754,5999.99,6915.492857,0,649.7348633,0,649.7348633,0,10659.79893,10757.25916,46.11047852,493.3873047,0,0,0,108.2891439,0,7.685079753,82.23121745,0,0,6155.88,7069.6875,0,0,10800,10800,0,0,0,913.8075,0,0,0,0,0,152.30125,0
2025-03-26,85,2025-03-26 14:10:00,1.0002,6014.3953,6709.743243,0,284.9389648,0,284.9389648,0,10757.25916,10800,31.29625,575.2800586,0,0,0,47.48982747,0,5.216041667,95.88000977,0,0,6229.4864,6924.9822,0,0,10800,10800,0,0,0,695.4958,0,0,0,0,0,115.9159667,0
2025-03-26,86,2025-03-26 14:20:00,0.9978,6127.2133,6488.123929,0,0,0,0,0,10800,10800,65.54285156,510.5507715,0,0,0,0,0,10.92380859,85.09179525,0,0,6259.3438,6790.5223,0,0,10800,10800,0,0,0,531.1785,0,0,0,0,0,88.52975,0
2025-03-26,87,2025-03-26 14:30:00,1.0271,6192.06,6196.585714,0,0,271.5351562,0,271.5351562,10800,10749.71571,74.06313477,451.5702148,0,0,0,0,45.25585938,12.34385579,75.26170247,0,0,6133.97,6739.1625,0,0,10800,10800,0,0,0,605.1925,0,0,0,0,0,100.8654167,0
2025-03-26,88,2025-03-26 14:40:00,1.0906,6226.9575,5836.666971,0,0,592.7734375,0,592.7734375,10749.71571,10639.94285,45.85288086,391.7365137,0,0,0,0,98.79557292,7.64214681,65.28941895,0,0,5959.0957,6568.712,0,0,10800,10800,0,0,0,609.6163,0,0,0,0,0,101.6027167,0
2025-03-26,89,2025-03-26 14:50:00,0.9376,6273.1306,5495.099186,0,0,880.0258789,0,880.0258789,10639.94285,10476.9751,30.5640918,270.3771387,0,0,0,0,146.6709798,5.094015299,45.06285645,0,0,5950.052,6167.3636,0,0,10800,10800,0,0,0,217.3116,0,0,0,0,0,36.2186,0
2025-03-26,90,2025-03-26 15:00:00,0.6694,6256.6,5236.971429,1126.585938,0,0,0,0,10476.9751,10476.9751,29.47076172,0,874.1363867,252.4495508,187.7643229,0,0,4.91179362,0,145.6893978,42.07492513,6075.68,5633.85,0,0,10800,10800,441.83,684.7559375,0,0,0,0,73.63833333,114.1259896,0,0,0
2025-03-26,91,2025-03-26 15:10:00,0.66,6092.7393,5051.4204,3237.258626,2153.499349,0,2153.499349,0,10476.9751,10800,40.69119141,0,2988.721243,248.5373828,539.5431044,358.9165582,0,6.781865234,0,498.1202072,41.42289714,6116.5241,5203.3894,0,0,10800,10800,913.1347,2324.123926,0,0,0,0,152.1891167,387.3539877,0,0,0
2025-03-26,92,2025-03-26 15:20:00,0.7217,6109.5922,4801.052186,1316.353027,0,0,0,0,10800,10800,47.93675781,0,1094.744971,221.6080566,219.3921712,0,0,7.989459635,0,182.4574951,36.93467611,6177.4974,4916.1831,0,0,10800,10800,1261.3143,55.03872734,0,0,0,0,210.21905,9.173121224,0,0,0
2025-03-26,93,2025-03-26 15:30:00,0.7308,6242.64,4476.605357,1873.236328,0,0,0,0,10800,10800,26.09500977,0,1625.301777,247.9345508,312.2060547,0,0,4.349168294,0,270.8836296,41.32242513,6224.79,4712.1,0,0,10800,10800,1512.69,360.5463281,0,0,0,0,252.115,60.09105469,0,0,0
2025-03-26,94,2025-03-26 15:40:00,0.7534,6120.4343,4193.062771,1990.599121,-0,0,-0,0,10800,10800,30.37426758,0,1762.772852,227.8262695,331.7665202,-0,0,5.06237793,0,293.7954753,37.97104492,6104.0872,4489.0944,-0,0,10800,10800,1614.9928,375.6063211,0,0,-0,0,269.1654667,62.60105352,0,0,0
2025-03-26,95,2025-03-26 15:50:00,0.7823,6106.9145,3925.975814,2237.156494,0,0,0,0,10800,10800,18.54634766,0,1993.754995,243.401499,372.8594157,0,0,3.091057943,0,332.2924992,40.5669165,6058.5762,4181.3184,0,0,10800,10800,1877.2578,359.8986941,0,0,0,0,312.8763,59.98311569,0,0,0
2025-03-26,96,2025-03-26 16:00:00,0.8055,6185.24,3632.0625,2527.739746,-0,0,-0,0,10800,10800,37.01587891,0,2344.316899,183.4228467,421.2899577,-0,0,6.169313151,0,390.7194832,30.57047445,6167.32,3861.3375,-0,0,10800,10800,2305.9825,221.7572461,0,0,-0,0,384.3304167,36.95954102,0,0,0
2025-03-26,97,2025-03-26 16:10:00,0.8271,5982.6772,3296.463471,2683.371094,0,0,0,0,10800,10800,19.15503418,0,2510.467886,172.903208,447.2285156,0,0,3.192505697,0,418.4113143,28.81720133,6273.3891,3658.9441,0,0,10800,10800,2614.445,68.92609375,0,0,0,0,435.7408333,11.48768229,0,0,0
2025-03-26,98,2025-03-26 16:20:00,0.8519,5955.2469,2946.900971,3031.659424,-0,0,-0,0,10800,10800,28.63181152,0,2835.477559,196.1818652,505.2765706,-0,0,4.771968587,0,472.5795931,32.69697754,6338.4994,3423.8364,-0,0,10800,10800,2914.663,116.9964238,0,0,-0,0,485.7771667,19.49940397,0,0,0
2025-03-26,99,2025-03-26 16:30:00,0.8791,6134.72,2621.335714,3543.068604,0,0,0,0,10800,10800,14.68451172,0,3357.856987,185.2116162,590.5114339,0,0,2.44741862,0,559.6428312,30.8686027,6330.16,3077.0625,0,0,10800,10800,3253.0975,289.9711035,0,0,0,0,542.1829167,48.32851725,0,0,0
2025-03-26,100,2025-03-26 16:40:00,0.9024,6083.4045,2334.9438,3718.907471,-0,0,-0,0,10800,10800,23.57453125,0,3588.619863,130.2876074,619.8179118,-0,0,3.929088542,0,598.1033105,21.71460124,6220.489,2676.4128,-0,0,10800,10800,3544.0762,174.8312707,0,0,-0,0,590.6793667,29.13854512,0,0,0
2025-03-26,101,2025-03-26 16:50:00,0.9163,6024.7694,2016.556957,3998.647217,0,0,0,0,10800,10800,23.4640918,0,3861.370251,137.2769653,666.4412028,0,0,3.910681966,0,643.5617086,22.87949422,6106.1178,2256.4584,0,0,10800,10800,3849.6594,148.9878168,0,0,0,0,641.6099,24.8313028,0,0,0
2025-03-26,102,2025-03-26 17:00:00,0.9264,6086.1,1663.216071,4564.945312,-0,0,-0,0,10800,10800,13.38261719,0,4302.298894,262.6464185,760.8242188,-0,0,2.230436198,0,717.0498157,43.77440308,6090.39,1866.3375,-0,0,10800,10800,4224.0525,340.8928125,0,0,-0,0,704.00875,56.81546875,0,0,0
2025-03-26,103,2025-03-26 17:10:00,0.9462,6134.1999,1339.857643,4820.317383,0,0,0,0,10800,10800,23.18665283,0,4675.037769,145.2796143,803.3862305,0,0,3.864442139,0,779.1729614,24.21326904,6178.8045,1547.4013,0,0,10800,10800,4631.4032,188.9141828,0,0,0,0,771.9005333,31.48569714,0,0,0
2025-03-26,104,2025-03-26 17:20:00,0.9742,6080.0676,1025.762714,5144.120117,0,0,0,0,10800,10800,10.21396973,0,4970.447,173.6731177,857.3533529,0,0,1.702328288,0,828.4078333,28.94551961,6105.8196,1225.9291,0,0,10800,10800,4879.8905,264.2296172,0,0,0,0,813.3150833,44.03826953,0,0,0
2025-03-26,105,2025-03-26 17:30:00,0.9862,6126.14,721.8,5446.599915,0,0,0,0,10800,10800,13.20095703,0,5354.519944,92.0799707,907.7666524,0,0,2.200159505,0,892.4199906,15.34666178,6027.42,886.575,0,0,10800,10800,5140.845,305.7549146,0,0,0,0,856.8075,50.95915243,0,0,0
2025-03-26,106,2025-03-26 17:40:00,0.976,6388.6366,457.0869571,6064.590302,0,0,0,0,10800,10800,17.67142639,0,5908.724698,155.865603,1010.76505,0,0,2.945237732,0,984.7874497,25.9776005,6224.5339,582.1373,0,0,10800,10800,5642.3966,422.1937015,0,0,0,0,940.3994333,70.36561692,0,0,0
2025-03-26,107,2025-03-26 17:50:00,1.0742,5618.664,202.1685143,5604.97699,0,0,0,0,10800,10800,20.48884735,0,5405.035672,199.9413177,934.1628316,0,0,3.414807892,0,900.8392787,33.32355296,5595.8524,292.3967,0,0,10800,10800,5303.4557,301.5212897,0,0,0,0,883.9092833,50.25354829,0,0,0
2025-03-26,108,2025-03-26 18:00:00,1.2313,4259.5,12.25714286,4426.173033,0,0,0,0,10800,10800,9.705957031,0,4237.264953,188.9080801,737.6955055,0,0,1.617659505,0,706.2108254,31.48468001,4373.7,67.5375,0,0,10800,10800,4306.1625,120.0105328,0,0,0,0,717.69375,20.00175546,0,0,0
2025-03-26,109,2025-03-26 18:10:00,1.2561,4108.1979,0,362.2285156,0,3834.160156,0,3834.160156,10800,10089.97034,8.284222006,0.003721714318,238.7532041,123.4753115,60.37141927,0,639.0266927,1.380703668,0.0006202857196,39.79220069,20.57921858,4014.1263,0.612,0,3834.160156,10800,10089.97034,179.3541437,182.8743719,0,0,0,639.0266927,29.89235729,30.47906198,0,0,0
2025-03-26,110,2025-03-26 18:20:00,1.2447,4276.424,5.5091,4352.934524,0,0,0,0,10089.97034,10089.97034,10.62223742,0,4224.371484,128.5630402,725.4890873,0,0,1.770372904,0,704.061914,21.42717336,4144.7513,0.7475,0,0,10089.97034,10089.97034,4144.0038,208.9307241,0,0,0,0,690.6673,34.82178734,0,0,0
2025-03-26,111,2025-03-26 18:30:00,1.2545,4217.31,0,3473.628906,0,844.4008789,0,844.4008789,10089.97034,9933.599808,17.79404297,0,3334.43127,139.1976367,578.938151,0,140.7334798,2.965673828,0,555.7385449,23.19960612,4257.35,0,0,844.4008789,10089.97034,9933.599808,3412.949121,60.67978516,0,0,0,140.7334798,568.8248535,10.11329753,0,0,0
2025-03-26,112,2025-03-26 18:40:00,1.2522,4292.2503,0,4361.056641,0,0,0,0,9933.599808,9933.599808,28.04962965,0,4263.33812,97.71852058,726.8427734,0,0,4.674938275,0,710.5563533,16.2864201,4250.8743,0,0,0,9933.599808,9933.599808,4250.8743,110.1823406,0,0,0,0,708.47905,18.36372344,0,0,0
2025-03-26,113,2025-03-26 18:50:00,1.2881,4363.2854,0.39554286,540.8879464,0,4002.35376,0,4002.35376,9933.599808,9192.423186,19.08196093,0.007898285985,356.917377,183.9705693,90.14799106,0,667.05896,3.180326822,0.001316380997,59.48622951,30.66176155,4284.8226,0.0537,0,4002.35376,9933.599808,9192.423186,282.4151402,258.4728061,0,0,0,667.05896,47.06919004,43.07880102,0,0,0
2025-03-26,114,2025-03-26 19:00:00,1.3466,4346.43,0,442.2402344,0,4083.649902,0,4083.649902,9192.423186,8436.191723,15.29376953,0,273.1433496,169.0968848,73.70670573,0,680.6083171,2.548961589,0,45.5238916,28.18281413,4373.89,0,0,4083.649902,9192.423186,8436.191723,290.2400977,152.0001367,0,0,0,680.6083171,48.37334961,25.33335612,0,0,0
2025-03-26,115,2025-03-26 19:10:00,1.3523,4317.3888,0,442.590332,0,4015.338379,0,4015.338379,8436.191723,7692.610541,15.50613764,0,317.0786196,125.5117124,73.76505534,0,669.2230632,2.584356273,0,52.8464366,20.91861874,4373.1856,0,0,4015.338379,8436.191723,7692.610541,357.8472211,84.74311094,0,0,0,669.2230632,59.64120352,14.12385182,0,0,0
2025-03-26,116,2025-03-26 19:20:00,1.3445,4234.6986,0.0284,362.7894711,0,3969.52832,0,3969.52832,7692.610541,6957.512704,24.17028203,0.0007531428337,274.1311069,88.65836417,60.46491185,0,661.5880534,4.028380339,0.0001255238056,45.68851782,14.77639403,4323.3693,0.0039,0,3969.52832,7692.610541,6957.512704,353.8370797,8.952391406,0,0,0,661.5880534,58.97284661,1.492065234,0,0,0
2025-03-26,117,2025-03-26 19:30:00,1.3483,4135.3,0,552.2297363,0,3728.820068,0,3728.820068,6957.512704,6266.990469,10.7684375,0,412.8849365,139.3447998,92.03828939,0,621.4700114,1.794739583,0,68.81415609,23.2241333,4292.63,0,0,3728.820068,6957.512704,6266.990469,552.2297363,0,11.58019531,0,0,621.4700114,92.03828939,0,1.930032552,0,13.01131445
2025-03-26,118,2025-03-26 19:40:00,1.349,4135.7259,0,522.5834961,0,3692.597168,0,3692.597168,6266.990469,5583.176179,22.59554583,0,390.8392298,131.7442663,87.09724935,0,615.4328613,3.765924306,0,65.13987163,21.95737772,4311.7268,0,0,3692.597168,6266.990469,5583.176179,522.5834961,0,96.54613594,0,0,615.4328613,87.09724935,0,16.09102266,0,108.5339478
2025-03-26,119,2025-03-26 19:50:00,1.3473,4229.8793,0.00204286,494.9891681,0,3814.508789,0,3814.508789,5583.176179,4876.785663,19.54183547,4.085714463e-05,367.3127246,127.6764435,82.49819468,0,635.7514648,3.256972578,6.809524105e-06,61.21878744,21.27940724,4348.4381,0,0,3814.508789,5583.176179,4876.785663,494.9891681,0,38.94014286,0,0,635.7514648,82.49819468,0,6.49002381,0,43.72004539
2025-03-26,120,2025-03-26 20:00:00,1.3482,4337.59,0,510.3398438,0,3977.600098,0,3977.600098,4876.785663,4140.193052,10.03761719,0,360.6945117,149.645332,85.05664062,0,662.9333496,1.672936198,0,60.11575195,24.94088867,4405.92,0,0,3977.600098,4876.785663,4140.193052,428.3199023,82.01994141,0,0,0,662.9333496,71.38665039,13.66999023,0,0,0
2025-03-26,121,2025-03-26 20:10:00,1.3513,4360.6113,0,486.9855957,0,3967.359619,0,3967.359619,4140.193052,3405.496826,14.10382812,0,379.6902734,107.2953223,81.16426595,0,661.2266032,2.350638021,0,63.28171224,17.88255371,4492.7112,0,0,3967.359619,4140.193052,3405.496826,486.9855957,0,38.36598516,0,0,661.2266032,81.16426595,0,6.394330859,0,43.20329645
2025-03-26,122,2025-03-26 20:20:00,1.34,4299.8142,0,425.880127,0,3965.860596,0,3965.860596,3405.496826,2671.078197,23.41245117,0,298.8834082,126.9967187,70.98002116,0,660.976766,3.902075195,0,49.81390137,21.16611979,4445.4771,0,0,3965.860596,3405.496826,2671.078197,425.880127,0,53.73637734,0,0,660.976766,70.98002116,0,8.956062891,0,60.00562137
2025-03-26,123,2025-03-26 20:30:00,1.3489,4240.16,0,451.6796875,0,3900.620117,0,3900.620117,2671.078197,1948.741139,21.13624023,0,319.3746289,132.3050586,75.27994792,0,650.1033529,3.522706706,0,53.22910482,22.0508431,4288.49,0,0,3900.620117,2671.078197,1948.741139,387.8698828,63.80980469,0,0,0,650.1033529,64.64498047,10.63496745,0,0,0
2025-03-26,124,2025-03-26 20:40:00,1.3952,4278.2772,0,327.7641602,0,4043.202148,0,4043.202148,1948.741139,1200,13.90135742,0,230.4114258,97.35273437,54.62736003,0,673.8670247,2.316892904,0,38.4019043,16.22545573,4223.2387,0,0,4043.202148,1948.741139,1200,180.0365516,147.7276086,0,0,0,673.8670247,30.00609193,24.6212681,0,0,0
2025-03-26,125,2025-03-26 20:50:00,1.2226,4325.261,0,4431.935059,0,0,0,0,1200,1200,4.3984375,0,4305.003057,126.932002,738.6558431,0,0,0.7330729167,0,717.5005094,21.15533366,4236.5575,0,0,0,1200,1200,4236.5575,195.3775586,0,0,0,0,706.0929167,32.56292643,0,0,0
2025-03-26,126,2025-03-26 21:00:00,0.9332,4317.72,0,4375.319824,0,0,0,0,1200,1200,20.46881836,0,4236.879365,138.440459,729.2199707,0,0,3.411469727,0,706.1465609,23.07340983,4282.25,0,0,0,1200,1200,4282.25,93.06982422,0,0,0,0,713.7083333,15.51163737,0,0,0
2025-03-26,127,2025-03-26 21:10:00,0.9068,4280.1677,0,4355.092773,0,0,0,0,1200,1200,10.24694336,0,4196.755547,158.3372266,725.8487956,0,0,1.707823893,0,699.4592578,26.38953776,4327.5529,0,0,0,1200,1200,4327.5529,27.53987344,0,0,0,0,721.2588167,4.589978906,0,0,0
2025-03-26,128,2025-03-26 21:20:00,0.9371,4297.0863,0,4410.078613,0,0,0,0,1200,1200,14.19074219,0,4255.816494,154.2621191,735.0131022,0,0,2.365123698,0,709.302749,25.71035319,4309.8898,0,0,0,1200,1200,4309.8898,100.1888133,0,0,0,0,718.3149667,16.69813555,0,0,0
2025-03-26,129,2025-03-26 21:30:00,0.9371,4433.5,0,4555.620117,0,0,0,0,1200,1200,34.34417969,0,4417.114609,138.5055078,759.2700195,0,0,5.724029948,0,736.1857682,23.0842513,4367.02,0,0,0,1200,1200,4367.02,188.6001172,0,0,0,0,727.8366667,31.43335286,0,0,0
2025-03-26,130,2025-03-26 21:40:00,0.9871,4584.3104,0,4679.873535,0,-0,0,-0,1200,1200,15.28355469,0,4546.739189,133.1343457,779.9789225,0,-0,2.547259115,0,757.7898649,22.18905762,4573.7748,0,0,-0,1200,1200,4573.7748,106.0987352,0,0,0,-0,762.2958,17.68312253,0,0,0
2025-03-26,131,2025-03-26 21:50:00,0.7764,4143.0002,0,4219.026367,0,0,0,0,1200,1200,9.317666016,0,4118.542485,100.4838818,703.1710612,0,0,1.552944336,0,686.4237476,16.74731364,3994.4034,0,0,0,1200,1200,3994.4034,224.6229672,0,0,0,0,665.7339,37.4371612,0,0,0
2025-03-26,132,2025-03-26 22:00:00,0.4209,3389.55,0,8582.790039,5000,0,5000,0,1200,1950,14.32778809,0,8411.894995,170.8950439,1430.465007,833.3333333,0,2.387964681,0,1401.982499,28.48250732,3105.92,0,5000,0,1200,1950,8105.92,476.8700391,0,0,833.3333333,0,1350.986667,79.47833984,0,0,0
2025-03-26,133,2025-03-26 22:10:00,0.3859,3254.4505,0,8379.515869,5000,0,5000,0,1950,2700,21.57931152,0,8231.559507,147.9563623,1396.585978,833.3333333,0,3.596551921,0,1371.926584,24.65939372,3371.5985,0,5000,0,1950,2700,8371.5985,7.917369141,0,0,833.3333333,0,1395.266417,1.319561523,0,0,0
2025-03-26,134,2025-03-26 22:20:00,0.4368,3251.7622,0,3330.782715,0,0,0,0,2700,2700,22.03667969,0,3196.324526,134.4581885,555.1304525,0,0,3.672779948,0,532.7207544,22.40969808,3592.4973,0,0,0,2700,2700,3330.782715,0,261.7145852,0,0,0,555.1304525,0,43.61909753,0,95.264109
2025-03-26,135,2025-03-26 22:30:00,0.4198,3155.07,0,8319.26001,5000,0,5000,0,2700,3450,16.76099609,0,8120.344819,198.9151904,1386.543335,833.3333333,0,2.793499349,0,1353.390803,33.15253174,3331.2,0,5000,0,2700,3450,8319.26001,0,11.93999023,0,833.3333333,0,1386.543335,0,1.989998372,0,4.177006584
2025-03-26,136,2025-03-26 22:40:00,0.4186,3242.1918,0,8356.806641,5000,0,5000,0,3450,4200,4.748779297,0,8224.294707,132.5119336,1392.801107,833.3333333,0,0.7914632161,0,1370.715785,22.08532227,3342.9919,0,5000,0,3450,4200,8342.9919,13.81474062,0,0,833.3333333,0,1390.49865,2.302456771,0,0,0
2025-03-26,137,2025-03-26 22:50:00,0.4241,3319.2885,0,3442.0271,0,0,0,0,4200,4200,14.73089844,0,3283.209585,158.8175146,573.6711833,0,0,2.45514974,0,547.2015975,26.46958577,3385.6484,0,0,0,4200,4200,3385.6484,56.37869961,0,0,0,0,564.2747333,9.396449935,0,0,0
2025-03-26,138,2025-03-26 23:00:00,0.4237,3304.3,0,8407.919922,5000,0,5000,0,4200,4950,17.08121094,0,8259.50437,148.4155518,1401.319987,833.3333333,0,2.84686849,0,1376.584062,24.73592529,3254.37,0,5000,0,4200,4950,8254.37,153.5499219,0,0,833.3333333,0,1375.728333,25.59165365,0,0,0
2025-03-26,139,2025-03-26 23:10:00,0.4248,3320.603,0,3421.040283,0,0,0,0,4950,4950,8.253740234,0,3287.13187,133.9084131,570.1733805,0,0,1.375623372,0,547.8553117,22.31806885,3099.0997,0,0,0,4950,4950,3099.0997,321.9405832,0,0,0,0,516.5166167,53.65676387,0,0,0
2025-03-26,140,2025-03-26 23:20:00,0.424,3364.8361,0,7699.130309,4241.479918,0,4241.479918,0,4950,5586.221988,16.15474609,0,7546.431017,152.699292,1283.188385,706.9133197,0,2.692457682,0,1257.738503,25.449882,3253.2478,0,4241.479918,0,4950,5586.221988,7494.727718,204.4025906,0,0,706.9133197,0,1249.121286,34.06709844,0,0,0
2025-03-26,141,2025-03-26 23:30:00,0.422,3348.1,0,8446.780029,5000,0,5000,0,5586.221988,6336.221988,16.69799316,0,8268.075386,178.7046436,1407.796672,833.3333333,0,2.782998861,0,1378.012564,29.78410726,3529.49,0,5000,0,5586.221988,6336.221988,8446.780029,0,82.7099707,0,833.3333333,0,1407.796672,0,13.78499512,0,29.0863397
2025-03-26,142,2025-03-26 23:40:00,0.424,3220.2834,0,8311.824707,5000,0,5000,0,6336.221988,7086.221988,19.24211426,0,8167.719878,144.1048291,1385.304118,833.3333333,0,3.207019043,0,1361.286646,24.01747152,3421.5241,0,5000,0,6336.221988,7086.221988,8311.824707,0,109.699393,0,833.3333333,0,1385.304118,0,18.28323216,0,38.76045218
2025-03-26,143,2025-03-26 23:50:00,0.4271,3271.009,0,3428.959229,0,0,0,0,7086.221988,7086.221988,18.59419434,0,3238.927676,190.0315527,571.4932048,0,0,3.099032389,0,539.8212793,31.67192546,3373.6128,0,0,0,7086.221988,7086.221988,3373.6128,55.34642852,0,0,0,0,562.2688,9.224404753,0,0,0
2025-03-26,144,2025-03-27 00:00:00,0.4276,3410.51,0,3557.540039,0,0,0,0,7086.221988,7086.221988,8.22859375,0,3371.904609,185.6354297,592.9233398,0,0,1.371432292,0,561.9841016,30.93923828,3468.14,0,0,0,7086.221988,7086.221988,3468.14,89.40003906,0,0,0,0,578.0233333,14.90000651,0,0,0
2025-03-27,1,2025-03-27 00:10:00,0.4248,3299.0689,0,8368.618164,5000,0,5000,0,7086.221988,7836.221988,8.614833984,0,8218.778345,149.8398193,1394.769694,833.3333333,0,1.435805664,0,1369.796391,24.97330322,3344.1586,0,5000,0,7086.221988,7836.221988,8344.1586,24.45956406,0,0,833.3333333,0,1390.6931,4.07659401,0,0,0
2025-03-27,2,2025-03-27 00:20:00,0.4245,3421.881,0,8503.135498,5000,0,5000,0,7836.221988,8586.221988,13.29942871,0,8342.864033,160.2714648,1417.18925,833.3333333,0,2.216571452,0,1390.477339,26.71191081,3275.9671,0,5000,0,7836.221988,8586.221988,8275.9671,227.168398,0,0,833.3333333,0,1379.32785,37.86139967,0,0,0
2025-03-27,3,2025-03-27 00:30:00,0.4269,3683.11,0,8764.399902,5000,0,5000,0,8586.221988,9336.221988,15.4272168,0,8634.651973,129.7479297,1460.733317,833.3333333,0,2.571202799,0,1439.108662,21.62465495,3378.7,0,5000,0,8586.221988,9336.221988,8378.7,385.6999023,0,0,833.3333333,0,1396.45,64.28331706,0,0,0
2025-03-27,4,2025-03-27 00:40:00,0.4272,3476.737,0,3520.456299,0,0,0,0,9336.221988,9336.221988,24.1022998,0,3415.061875,105.3944238,586.7427165,0,0,4.017049967,0,569.1769792,17.5657373,3462.5861,0,0,0,9336.221988,9336.221988,3462.5861,57.87019883,0,0,0,0,577.0976833,9.645033138,0,0,0
2025-03-27,5,2025-03-27 00:50:00,0.4271,3302.6695,0,8179.806459,4758.520082,0,4758.520082,0,9336.221988,10050,20.38981934,0,8023.223236,156.5832227,1363.301076,793.0866803,0,3.398303223,0,1337.203873,26.09720378,3424.975,0,4758.520082,0,9336.221988,10050,8179.806459,0,3.688623047,0,793.0866803,0,1363.301076,0,0.6147705078,0,1.312842419
2025-03-27,6,2025-03-27 01:00:00,0.4285,3426.94,0,3631.419922,0,0,0,0,10050,10050,25.40681641,0,3411.209375,220.2105469,605.2366536,0,0,4.234469401,0,568.5348958,36.70175781,3375.48,0,0,0,10050,10050,3375.48,255.9399219,0,0,0,0,562.58,42.65665365,0,0,0
2025-03-27,7,2025-03-27 01:10:00,0.4311,3609.5343,0,3656.637695,0,0,0,0,10050,10050,33.83328613,0,3535.847104,120.7905908,609.4396159,0,0,5.638881022,0,589.3078507,20.13176514,3513.0807,0,0,0,10050,10050,3513.0807,143.5569953,0,0,0,0,585.51345,23.92616589,0,0,0
