date,solver,status,runtime_seconds,initial_energy_kwh,final_energy_kwh,terminal_value_rates_yuan_per_kwh,terminal_value_breakpoints_kwh,terminal_uncertainty_reserve_kwh,terminal_value_credit_yuan,planned_purchase_cost_yuan,expected_emergency_cost_yuan,expected_total_cost_yuan,optimization_objective_yuan,planned_purchase_energy_kwh,expected_emergency_energy_kwh,expected_planned_grid_used_energy_kwh,expected_unused_planned_grid_energy_kwh,charge_energy_kwh,discharge_energy_kwh,expected_spill_energy_kwh,minimum_energy_kwh,maximum_energy_kwh,maximum_power_balance_residual_kw,maximum_soc_residual_kwh,planned_final_energy_kwh,actual_initial_energy_kwh,actual_final_energy_kwh,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,realized_planned_grid_used_energy_kwh,realized_unused_planned_grid_energy_kwh,realized_pv_spill_energy_kwh,actual_charge_energy_kwh,actual_discharge_energy_kwh,battery_clipping_energy_kwh,battery_clipping_intervals
2025-03-26,PuLP HiGHS,Optimal,7.9756855,6999.206673,7086.221988,1.124955|0.726615|0.384264,3372.443975|7086.221988|10800,3372.443975,5142.388523,40400.77652,2238.666577,42639.4431,37497.05458,67154.65934,624.9882843,63626.52306,3528.136276,21788.93357,17570.72241,2449.389767,1200,10800,4.547473509e-13,1.818989404e-12,7086.221988,6999.206673,7086.221988,384.1784135,1223.216158,41623.99268,62667.49287,4487.166462,3533.467679,20249.13137,16323.48262,2787.041995,30
2025-03-27,PuLP HiGHS,Optimal,4.1902345,7086.221988,7114.748935,1.124955|0.726615|0.384264,3424.648821|7112.324411|10800,3424.648821,5182.150213,40325.17808,2051.301243,42376.47932,37194.32911,66846.44385,569.9101316,63277.03909,3569.404755,21659.89361,17521.02165,2408.110077,1200,10800,9.094947018e-13,9.094947018e-13,7112.324411,7086.221988,7114.748935,675.9263947,2258.480269,42583.65835,63192.96969,3653.474157,1215.534506,20582.62067,16646.24849,1952.046096,30
2025-03-28,PuLP HiGHS,Optimal,3.1143761,7114.748935,7220.588757,1.124955|0.726615|0.384264,3560.562882|7180.281441|10800,3560.562882,5285.668818,16376.7566,1028.026894,17404.7835,12119.11468,31041.46547,282.5972486,28911.48217,2129.983295,19663.01237,15868.06076,13709.32692,1200,10800,9.094947018e-13,1.818989404e-12,7180.281441,7114.748935,7220.588757,304.0986551,1052.641124,17429.39773,28926.48874,2114.976723,15091.72908,16956.43005,13639.4525,4935.190571,27
2025-03-29,PuLP HiGHS,Optimal,3.2955329,7220.588757,7040.33158,1.124955|0.726615|0.384264,3198.799783|6999.399892|10800,3198.799783,5010.132858,16051.87887,995.0005928,17046.87947,12036.74661,30488.36434,275.7011237,28248.45374,2239.910604,19046.36652,15626.62686,14492.18794,1200,10800,9.094947018e-13,2.728484105e-12,6999.399892,7220.588757,7040.33158,317.164959,1319.093513,17370.97239,28863.7446,1624.619748,18471.21738,16656.39182,13653.90884,4362.692726,31
2025-03-30,PuLP HiGHS,Optimal,3.7620583,7040.33158,7012.480694,1.124955|0.726615|0.384264,3222.439224|7011.219612|10800,3222.439224,5028.137779,39437.59669,2603.061108,42040.6578,37012.52002,65327.82583,702.2262736,61633.79432,3694.031504,21405.54329,17364.69084,2698.625733,1200,10800,9.094947018e-13,9.094947018e-13,7011.219612,7040.33158,7012.480694,533.0664811,2011.570631,41449.16733,61414.42665,3913.399179,2803.322993,20124.29596,16325.74553,2320.192638,29
2025-03-31,PuLP HiGHS,Optimal,4.9359927,7012.480694,6993.013439,1.124955|0.726615|0.384264,3185.110355|6992.555178|10800,3185.110355,4999.706339,38366.23763,1981.444934,40347.68256,35347.97622,63833.98027,539.5319107,60378.94624,3455.034035,21446.80525,17389.84521,2679.34596,1200,10800,0,1.818989404e-12,6992.555178,7012.480694,6993.013439,1103.625881,4082.505734,42448.74336,61080.98253,2752.997743,1603.257536,19197.27328,15567.31189,4072.06529,31
2025-04-01,PuLP HiGHS,Optimal,5.0337237,6993.013439,7041.732543,1.124955|0.726615|0.384264,3283.465086|7041.732543|10800,3283.465086,5074.617974,39125.08151,2424.079836,41549.16134,36474.54337,65043.8466,650.2212057,61627.45043,3416.396173,21544.79501,17407.43677,2636.47236,1200,10800,9.094947018e-13,9.094947018e-13,7041.732543,6993.013439,7041.732543,2687.014636,7402.691017,46527.77252,62660.39906,2383.447541,1366.635938,19621.46868,15849.54244,3481.220658,30
2025-04-02,PuLP HiGHS,Optimal,4.2680902,7041.732543,7011.219635,1.124955|0.726615|0.384264,3222.439271|7011.219635|10800,3222.439271,5028.137815,38370.51369,2123.759233,40494.27292,35466.1351,64062.5593,575.9755802,60566.02399,3496.535306,21317.53258,17294.663,2945.85098,1200,10800,2.98427949e-13,9.094947018e-13,7011.219635,7041.732543,7011.219635,3829.614727,14710.98105,53081.49474,61205.00971,2857.549587,602.6570114,21179.44024,17182.80821,249.9471347,11
2025-04-03,PuLP HiGHS,Optimal,3.6241367,7011.219635,7053.950566,1.124955|0.726615|0.384264,3307.901132|7053.950566|10800,3307.901132,5093.229627,38928.61967,2280.495248,41209.11492,36115.88529,65160.48766,638.0341565,61739.44668,3421.040981,21551.26158,17418.06405,2550.465801,1200,10800,2.273736754e-13,4.547473509e-13,7053.950566,7011.219635,7053.950566,562.2737602,2067.295989,40995.91566,61848.847,3311.640662,2499.651957,21102.52997,17054.59144,812.2042182,21
2025-04-04,PuLP HiGHS,Optimal,0.9796,7053.950566,7303.037221,1.124955|0.726615|0.384264,3506.316513|7153.158256|10800,3506.316513,5244.352206,15714.57773,1034.971263,16749.54899,11505.19678,30097.2956,281.4011095,28036.32401,2060.971596,17783.37366,14315.24574,15616.95631,1200,10800,9.094947018e-13,9.094947018e-13,7153.158256,7053.950566,7303.037221,363.5268002,1382.902518,17097.48024,28069.01101,2028.284593,18579.92761,16829.63136,13407.82341,1861.164641,17
2025-04-05,PuLP HiGHS,Optimal,1.0169947,7303.037221,6992.363102,1.124955|0.726615|0.384264,3184.726204|6992.363102|10800,3184.726204,4999.413752,15555.35591,983.383474,16538.73938,11539.32563,29771.36179,274.9545984,27668.26732,2103.094463,17633.20164,14562.50003,16573.39526,1200,10800,1.818989404e-12,1.818989404e-12,6992.363102,7303.037221,6992.363102,335.5230665,1138.649883,16694.00579,28147.50556,1623.856225,13593.57747,16447.06781,13601.73163,2146.90223,15
2025-04-06,PuLP HiGHS,Optimal,8.5991151,6992.363102,7597.549452,1.124955|0.726615|0.384264,4395.098904|7597.549452|10800,4395.098904,5921.291092,39120.82119,2637.70757,41758.52876,35837.23766,66078.45368,729.548262,62079.2146,3999.239078,22120.58707,17373.00781,2905.990322,1200,10800,4.547473509e-13,9.094947018e-13,7597.549452,6992.363102,7597.549452,432.5646472,1748.796328,40869.61751,62486.60423,3591.849447,4013.731694,20793.12212,16297.7612,2402.711559,32
2025-04-07,PuLP HiGHS,Optimal,3.8906612,7597.549452,7010.445799,1.124955|0.726615|0.384264,3220.891598|7010.445799|10800,3220.891598,5026.959034,37736.61529,2071.660711,39808.276,34781.31697,63247.80496,581.3321741,59829.57236,3418.232591,20843.98824,17412.02376,2749.0808,1200,10800,9.094947018e-13,9.094947018e-13,7010.445799,7597.549452,7010.445799,408.3550752,1005.976756,38742.59205,59843.73206,3404.072893,3881.333625,19244.35535,16116.32112,2895.335531,39
2025-04-08,PuLP HiGHS,Optimal,4.9052065,7010.445799,7041.732863,1.124955|0.726615|0.384264,3283.465726|7041.732863|10800,3283.465726,5074.618461,38451.45061,2025.078657,40476.52927,35401.91081,64532.94504,555.0582178,61202.21261,3330.732434,21646.32146,17505.36202,2907.330456,1200,10800,9.094947018e-13,9.094947018e-13,7041.732863,7010.445799,7041.732863,784.0837639,3508.080826,41959.53144,60113.81742,4419.127618,2532.402903,20969.1911,16956.88643,1225.605944,20
2025-04-09,PuLP HiGHS,Optimal,4.6526604,7041.732863,6954.03954,1.124955|0.726615|0.384264,3108.079079|6954.03954|10800,3108.079079,4941.03566,37597.44989,2217.888944,39815.33884,34874.30318,62803.13904,610.9111051,59582.40165,3220.737386,21366.81526,17386.04435,2928.28189,1200,10800,4.547473509e-13,1.818989404e-12,6954.03954,7041.732863,6954.03954,2892.234368,9528.960639,47126.41053,60621.42557,2181.713472,532.8979017,20659.86847,16813.41745,1279.573697,22
2025-04-10,PuLP HiGHS,Optimal,3.5339872,6954.03954,7105.515188,1.124955|0.726615|0.384264,3396.515539|7098.257769|10800,3396.515539,5160.722569,37907.17485,2187.767823,40094.94268,34934.22011,63610.98708,616.6524883,60299.95813,3311.028947,21633.05164,17392.97542,3046.811711,1200,10800,9.094947018e-13,9.094947018e-13,7098.257769,6954.03954,7105.515188,842.1354311,3740.968883,41648.14374,59466.99832,4143.988762,1766.646829,20765.89967,16684.05065,1576.076753,29
2025-04-11,PuLP HiGHS,Optimal,2.6034984,7105.515188,7109.475028,1.124955|0.726615|0.384264,3219.036446|7009.518223|10800,3219.036446,5025.546061,15091.57737,984.5260266,16076.1034,11050.55733,29249.93367,264.4709379,27231.6232,2018.31047,18608.96556,15159.65937,17169.76758,1200,10800,4.547473509e-13,1.818989404e-12,7009.518223,7105.515188,7109.475028,414.2491742,1619.063721,16710.64109,27572.04201,1677.891661,19511.14394,16604.91171,13446.41463,3717.29859,19
2025-04-12,PuLP HiGHS,Optimal,0.941246,7109.475028,7273.606877,1.124955|0.726615|0.384264,3467.920713|7133.960357|10800,3467.920713,5215.108141,15523.96,924.1294123,16448.08941,11232.98127,29979.94218,254.5756013,28001.23764,1978.704544,17447.23443,14110.2231,16902.80383,1200,10800,9.094947018e-13,1.818989404e-12,7133.960357,7109.475028,7273.606877,156.8780107,558.0667577,16082.02676,27812.48517,2167.457014,15706.044,16265.47351,13027.31488,2264.66914,18
2025-04-13,PuLP HiGHS,Optimal,2.8655877,7273.606877,7029.032355,1.124955|0.726615|0.384264,3214.471704|7007.235852|10800,3214.471704,5022.069337,36938.0937,2556.422124,39494.51582,34472.44649,61883.49357,705.0135299,58428.63243,3454.861144,21035.06131,17278.13359,3331.640551,1200,10800,4.547473509e-13,4.547473509e-13,7007.235852,7273.606877,7029.032355,792.0542653,3108.320648,40046.41435,59010.26972,2873.223858,1958.429412,19935.01661,16367.48052,2010.697767,31
2025-04-14,PuLP HiGHS,Optimal,7.7663437,7029.032355,7126.068487,1.124955|0.726615|0.384264,3405.63398|7102.81699|10800,3405.63398,5167.667607,36704.26648,2159.462369,38863.72885,33696.06124,61973.99262,603.59623,58739.76668,3234.225946,21011.07978,16952.56845,3173.731827,1200,10800,4.547473509e-13,1.818989404e-12,7102.81699,7029.032355,7126.068487,586.9930945,2255.469727,38959.73621,58676.9162,3297.076418,2850.743342,19988.42967,16103.29551,1871.923049,31
2025-04-15,PuLP HiGHS,Optimal,3.3320751,7126.068487,7088.539661,1.124955|0.726615|0.384264,3377.079322|7088.539661|10800,3377.079322,5145.919023,36941.85173,1888.212474,38830.0642,33684.14518,61899.75204,532.9768578,58589.9425,3309.809535,20913.51145,16973.72021,3287.50515,1200,10800,0,0,7088.539661,7126.068487,7088.539661,326.9244038,1399.159754,38341.01149,57583.69384,4316.0582,4240.505779,18760.31354,15229.62991,3897.288203,35
2025-04-16,PuLP HiGHS,Optimal,4.8291134,7088.539661,7077.67959,1.124955|0.726615|0.384264,3308.031418|7054.015709|10800,3308.031418,5093.32886,36669.04687,2012.401634,38681.4485,33588.11964,61495.96248,587.0034365,58362.09385,3133.868625,20314.09818,16485.49108,3410.223613,1200,10800,5.684341886e-13,1.818989404e-12,7054.015709,7088.539661,7077.67959,1631.120403,5725.223975,42394.27084,59376.62342,2119.339054,1534.428847,19492.08996,15798.36693,1509.132369,23
2025-04-17,PuLP HiGHS,Optimal,3.8988292,7077.67959,6998.732117,1.124955|0.726615|0.384264,3197.464235|6998.732117|10800,3197.464235,5009.115641,36254.51139,1976.269582,38230.78097,33221.66533,60778.83773,543.1789442,57599.94456,3178.893167,20360.89801,16563.38012,3717.929352,1200,10800,9.094947018e-13,9.094947018e-13,6998.732117,7077.67959,6998.732117,423.6437239,1604.877977,37859.38936,58196.73452,2582.103203,2136.556803,19402.79905,15787.31996,1734.159118,29
2025-04-18,PuLP HiGHS,Optimal,0.8969767,6998.732117,7480.916512,1.124955|0.726615|0.384264,3496.324925|7148.162462|10800,3496.324925,5236.742138,15076.29596,889.6010788,15965.89704,10729.1549,29452.28474,249.2380542,27443.60095,2008.683794,18711.17499,15021.56443,17825.66028,1200,10800,1.818989404e-12,1.818989404e-12,7148.162462,6998.732117,7480.916512,275.4975681,900.7532859,15977.04925,27152.46952,2299.815222,17490.86734,16573.77163,12990.78907,4168.17873,25
2025-04-19,PuLP HiGHS,Optimal,2.4589234,7480.916512,7851.101183,1.124955|0.726615|0.384264,4036.946522|7418.473261|10800,4036.946522,5648.505226,14556.78747,969.1383275,15525.9258,9877.420574,28500.38612,266.7665799,26772.11886,1728.267257,21967.5591,17849.9218,16670.47401,1200,10800,9.094947018e-13,4.547473509e-13,7418.473261,7480.916512,7851.101183,384.3196836,1386.072797,15942.86027,26736.31892,1764.067195,16740.45781,17170.18601,13574.68446,9072.610427,34
2025-04-20,PuLP HiGHS,Optimal,3.8402511,7851.101183,7046.716806,1.124955|0.726615|0.384264,3285.438866|7042.719433|10800,3285.438866,5076.121299,35745.04502,2077.086547,37822.13156,32746.01026,59913.46495,576.7977137,56794.37788,3119.08707,19605.71408,16608.17198,3624.747357,1200,10800,6.821210263e-13,4.547473509e-13,7042.719433,7851.101183,7046.716806,740.3838677,2730.244418,38475.28943,57035.44628,2878.018671,2969.854663,18800.92914,15952.69854,1460.258365,25
2025-04-21,PuLP HiGHS,Optimal,3.387108,7046.716806,7053.562292,1.124955|0.726615|0.384264,3307.124585|7053.562292|10800,3307.124585,5092.638172,36068.84891,2220.902785,38289.7517,33197.11352,60874.0414,599.944196,57887.31362,2986.727781,20596.85488,16677.29151,3294.60646,1200,10800,9.094947018e-13,1.818989404e-12,7053.562292,7046.716806,7053.562292,390.2681869,1202.378861,37271.22777,56685.8024,4188.238995,5029.162546,18546.50906,15016.5114,3711.125937,33
2025-04-22,PuLP HiGHS,Optimal,3.3970947,7053.562292,7155.139375,1.124955|0.726615|0.384264,3441.664373|7120.832187|10800,3441.664373,5195.110066,35467.00437,1912.307616,37379.31199,32184.20192,59445.60584,536.0820185,56493.29645,2952.309391,20212.24357,16311.37439,3681.608835,1200,10800,0,9.094947018e-13,7120.832187,7053.562292,7155.139375,1255.17461,3641.467052,39108.47143,57175.74164,2269.864196,2576.191291,19001.98037,15300.18473,2221.452862,30
2025-04-23,PuLP HiGHS,Optimal,3.8583013,7155.139375,7178.854719,1.124955|0.726615|0.384264,3424.085786|7112.042893|10800,3424.085786,5181.721379,35928.41276,2075.367265,38003.78003,32822.05865,60645.79961,560.7399285,57500.28359,3145.516024,20018.13212,16253.47385,3873.199451,1200,10800,2.273736754e-13,9.094947018e-13,7112.042893,7155.139375,7178.854719,565.0852136,1831.971797,37760.38456,57680.1408,2965.658814,3289.704462,18601.37379,15045.76896,2624.463216,33
2025-04-24,PuLP HiGHS,Optimal,3.289242,7178.854719,7054.008461,1.124955|0.726615|0.384264,3308.016921|7054.008461|10800,3308.016921,5093.317818,35298.86458,2180.106933,37478.97151,32385.65369,59280.91592,615.1501905,56175.55688,3105.359038,20148.5951,16432.72366,3640.632891,1200,10800,4.547473509e-13,9.094947018e-13,7054.008461,7178.854719,7054.008461,209.2302542,813.745495,36112.61007,56301.88732,2979.028591,6058.359078,18289.54439,14926.89259,3364.881791,34
2025-04-25,PuLP HiGHS,Optimal,2.3544135,7054.008461,7652.156495,1.124955|0.726615|0.384264,4055.684266|7427.842133|10800,4055.684266,5662.776782,14168.86549,896.4249328,15065.29042,9402.513637,28280.5473,242.4300374,26436.43988,1844.107421,22691.36483,18043.55521,19199.71867,1200,10800,0,9.094947018e-13,7427.842133,7054.008461,7652.156495,167.7189494,520.3626384,14689.22812,26460.63354,1819.913761,20848.05295,17061.09818,13281.15629,10392.66558,41
2025-04-26,PuLP HiGHS,Optimal,3.0591856,7652.156495,7459.889966,1.124955|0.726615|0.384264,3713.556947|7256.778473|10800,3713.556947,5402.196365,13754.35066,862.7415706,14617.09223,9214.895863,27397.50718,243.0291367,25605.85878,1791.648401,22383.28732,18486.30295,18966.79386,1200,10800,1.818989404e-12,1.818989404e-12,7256.778473,7652.156495,7459.889966,537.9503618,2022.679955,15777.03061,25973.01027,1424.496911,23439.75456,16705.53854,13704.52609,10459.52564,40
2025-04-27,PuLP HiGHS,Optimal,4.0374558,7459.889966,7086.222067,1.124955|0.726615|0.384264,3372.444135|7086.222067|10800,3372.444135,5142.388644,33268.01457,1836.176131,35104.1907,29961.80205,56389.06448,510.6277249,53685.2502,2703.814289,19873.91489,16434.17217,3701.161444,1200,10800,4.547473509e-13,0,7086.222067,7459.889966,7086.222067,1374.345357,6026.20674,39294.22131,53636.90393,2752.160559,3126.225032,19199.2325,15887.67943,1221.17513,24
2025-04-28,PuLP HiGHS,Optimal,3.6345337,7086.222067,7122.842428,1.124955|0.726615|0.384264,3310.806093|7055.403047|10800,3310.806093,5095.442184,33871.23711,1930.734265,35801.97138,30706.5292,56940.15962,555.1758756,54164.84492,2775.314699,19961.34785,16196.42887,3789.288334,1200,10800,9.094947018e-13,9.094947018e-13,7055.403047,7086.222067,7122.842428,5710.828627,20381.74664,54252.98376,54909.84523,2030.31439,332.1375145,19124.26684,15457.69781,1575.812068,24
2025-04-29,PuLP HiGHS,Optimal,3.7819387,7122.842428,7332.396581,1.124955|0.726615|0.384264,3864.793162|7332.396581|10800,3864.793162,5517.38505,34917.49327,2217.548248,37135.04152,31617.65647,59087.72296,613.0946251,56149.13843,2938.584533,19642.42984,15721.76943,4097.791121,1200,10800,9.094947018e-13,1.818989404e-12,7332.396581,7122.842428,7332.396581,887.7296262,3770.719395,38688.21266,56094.5314,2993.191562,6050.303955,17421.81377,13923.07042,4019.315078,37
2025-04-30,PuLP HiGHS,Optimal,4.1234948,7332.396581,7079.698282,1.124955|0.726615|0.384264,3296.432646|7048.216323|10800,3296.432646,5084.494684,34071.67761,1994.567757,36066.24537,30981.75068,57343.30428,549.9283484,54572.64455,2770.659731,19471.89408,16027.99644,3657.581043,1200,10800,9.094947018e-13,9.094947018e-13,7048.216323,7332.396581,7079.698282,1465.212013,4727.723725,38799.40134,54099.18482,3244.119465,4112.326824,18013.91602,14818.70045,2667.274055,32
2025-05-01,PuLP HiGHS,Optimal,3.4391891,7079.698282,7419.296337,1.124955|0.726615|0.384264,4038.592675|7419.296337|10800,4038.592675,5649.759014,34544.15866,2276.876476,36821.03514,31171.27612,58065.95881,635.3429608,55134.17221,2931.786591,20148.72172,16014.82634,3943.018781,1200,10800,4.547473509e-13,1.818989404e-12,7419.296337,7079.698282,7419.296337,2828.803122,13050.73891,47594.89757,56394.52312,1671.435682,4148.998231,19775.32086,15712.37165,675.8555493,13
2025-05-02,PuLP HiGHS,Optimal,2.8747175,7419.296337,7466.936971,1.124955|0.726615|0.384264,4106.586078|7453.293039|10800,4106.586078,5701.54602,14111.73276,1060.504333,15172.23709,9470.691071,27674.22285,288.681911,25790.86532,1883.357535,22042.76353,17824.04143,20054.07612,1200,10800,4.547473509e-13,1.818989404e-12,7453.293039,7419.296337,7466.936971,2687.675927,12029.29157,26141.02433,27075.52532,598.6975359,12101.73822,17517.19144,14146.0485,8203.56502,28
2025-05-03,PuLP HiGHS,Optimal,0.9597411,7466.936971,7196.373869,1.124955|0.726615|0.384264,3525.711523|7162.855761|10800,3525.711523,5259.124367,14024.49456,904.6973969,14929.19195,9670.067586,27625.31637,252.6297496,25708.40015,1916.91622,18664.26655,15391.72899,19594.90875,1200,10800,9.094947018e-13,2.728484105e-12,7162.855761,7466.936971,7196.373869,1840.066639,9144.095904,23168.59046,26763.63191,861.6844605,16758.80742,16953.82247,13976.10299,3126.070082,17
2025-05-04,PuLP HiGHS,Optimal,3.2441166,7196.373869,7418.637859,1.124955|0.726615|0.384264,4037.275717|7418.637859|10800,4037.275717,5648.755957,35238.62762,2310.190141,37548.81776,31900.0618,59374.79196,637.498701,56222.60277,3152.189188,19626.08603,15697.09209,3958.250885,1200,10800,7.275957614e-12,9.094947018e-13,7418.637859,7196.373869,7418.637859,2272.480113,9992.02369,45230.65131,57312.0216,2062.770361,4357.51622,17327.79247,13835.47431,4159.911343,34
2025-05-05,PuLP HiGHS,Optimal,3.6300032,7418.637859,7309.724307,1.124955|0.726615|0.384264,3819.448614|7309.724307|10800,3819.448614,5482.848488,35212.26058,2364.202548,37576.46313,32093.61464,59347.5516,634.4046834,56231.02442,3116.527174,18914.75161,15418.971,3979.095646,1200,10800,4.547473509e-13,1.818989404e-12,7309.724307,7418.637859,7309.724307,3439.355989,15832.43519,51044.69577,56651.96235,2695.589243,1535.025706,18833.20018,15352.91434,147.6080861,6
2025-05-06,PuLP HiGHS,Optimal,3.5769398,7309.724307,7469.675904,1.124955|0.726615|0.384264,4139.351807|7469.675904|10800,4139.351807,5726.501956,35224.64497,2662.114638,37886.75961,32160.25765,59556.40472,742.9664961,56385.7854,3170.619324,19791.28262,15886.98248,4244.18346,1200,10800,9.094947018e-13,1.818989404e-12,7469.675904,7309.724307,7469.675904,2999.127251,13215.32625,48439.97122,57232.67628,2323.728445,3556.254971,19271.10398,15465.63779,941.5233365,20
2025-05-07,PuLP HiGHS,Optimal,3.7294721,7469.675904,7728.615554,1.124955|0.726615|0.384264,4657.231107|7728.615554|10800,4657.231107,6120.94343,35491.69721,2476.705286,37968.4025,31847.45907,60169.68476,712.8970812,56921.37546,3248.309294,19905.46646,15890.38215,4066.162588,1200,10800,4.547473509e-13,9.094947018e-13,7728.615554,7469.675904,7728.615554,3024.615016,13923.31158,49415.00879,58605.07368,1564.611078,2651.901463,19352.0821,15442.14082,1001.625696,22
2025-05-08,PuLP HiGHS,Optimal,4.4748625,7728.615554,7757.940378,1.124955|0.726615|0.384264,4672.954548|7736.477274|10800,4672.954548,6132.919149,38822.63041,2594.711355,41417.34177,35284.42262,63830.42649,674.6293569,60442.71389,3387.712603,20017.20213,16206.85817,4443.523206,1200,10800,0,1.818989404e-12,7736.477274,7728.615554,7757.940378,1306.387709,5161.025505,43983.65592,60325.46226,3504.964237,2243.002917,18610.22266,15047.88801,2565.949629,35
2025-05-09,PuLP HiGHS,Optimal,0.9513231,7757.940378,7195.253658,1.124955|0.726615|0.384264,3194.370481|6997.185241|10800,3194.370481,5006.759291,15691.07274,889.2019251,16580.27466,11573.51537,29526.47969,250.3711538,27577.01116,1949.468529,18417.81856,15603.11266,18333.55419,1200,10800,1.364242053e-12,9.094947018e-13,6997.185241,7757.940378,7195.253658,579.0015272,2292.589968,17983.6627,27405.3494,2121.130289,16807.17086,16759.01196,14081.21774,3180.70152,21
2025-05-10,PuLP HiGHS,Optimal,0.8016328,7195.253658,7253.519181,1.124955|0.726615|0.384264,3457.168565|7128.584282|10800,3457.168565,5206.918794,16214.0634,1084.118432,17298.18183,12091.26304,30394.67055,285.1001672,28523.71876,1870.951787,18634.99967,15154.35217,18569.29556,1200,10800,2.273736754e-12,1.818989404e-12,7128.584282,7195.253658,7253.519181,785.1979397,3368.899252,19582.96265,28291.05863,2103.611921,13734.75158,16673.79332,13453.33362,3662.224892,25
2025-05-11,PuLP HiGHS,Optimal,3.9265328,7253.519181,7112.534974,1.124955|0.726615|0.384264,3425.069947|7112.534974|10800,3425.069947,5182.470963,38086.04801,2525.187297,40611.23531,35428.76434,62924.10312,676.1836709,59795.2859,3128.817219,19925.7976,16266.78184,3627.021311,1200,10800,9.094947018e-13,9.094947018e-13,7112.534974,7253.519181,7112.534974,1211.233729,4440.337902,42526.38591,59954.06234,2970.040782,2372.138925,18084.02024,14774.94218,3333.61702,34
2025-05-12,PuLP HiGHS,Optimal,4.3679913,7112.534974,7130.781959,1.124955|0.726615|0.384264,3446.586293|7123.293147|10800,3446.586293,5198.858834,37965.82173,2397.880504,40363.70224,35164.8434,63021.98102,666.5791045,59724.6258,3297.355223,20386.46138,16503.35136,3636.957915,1200,10800,5.684341886e-13,9.094947018e-13,7123.293147,7112.534974,7130.781959,977.5079913,3302.474492,41268.29622,58809.97387,4212.007155,4726.232162,16387.53776,13257.4833,7244.791677,41
2025-05-13,PuLP HiGHS,Optimal,3.2733196,7130.781959,7423.743937,1.124955|0.726615|0.384264,4047.487874|7423.743937|10800,4047.487874,5656.534021,38425.22239,2616.968899,41042.19129,35385.65727,63741.91499,680.145806,60514.48954,3227.425452,20058.96592,15984.09662,3527.157324,1200,10800,5.684341886e-13,0,7423.743937,7130.781959,7423.743937,362.3111843,1472.804392,39898.02678,59505.30135,4236.61364,2922.815404,18694.30833,14878.72397,2470.030244,34
2025-05-14,PuLP HiGHS,Optimal,3.2983754,7423.743937,7224.238715,1.124955|0.726615|0.384264,3583.632972|7191.816486|10800,3583.632972,5303.240094,38818.64773,2756.224945,41574.87267,36271.63258,64080.46704,736.8563483,60668.88181,3411.585232,19733.26459,16192.67903,3611.919119,1200,10800,4.547473509e-13,9.094947018e-13,7191.816486,7423.743937,7224.238715,269.8906429,864.9203855,39683.56811,59509.36048,4571.106557,3566.507551,17779.73416,14581.13937,3565.070089,37
2025-05-15,PuLP HiGHS,Optimal,3.4309489,7224.238715,7635.891689,1.124955|0.726615|0.384264,4279.327987|7539.663994|10800,4279.327987,5833.114463,38512.82027,2535.912447,41048.73272,35215.61826,63852.10489,661.1747299,60493.36284,3358.742048,19850.974,15795.40619,3546.762845,1200,10800,9.094947018e-13,9.094947018e-13,7539.663994,7224.238715,7635.891689,1121.840405,4375.540097,42888.36037,59304.59323,4547.511659,3777.831581,18489.76893,14606.22515,2550.386107,35
2025-05-16,PuLP HiGHS,Optimal,3.199207,7635.891689,7481.989932,1.124955|0.726615|0.384264,3704.274618|7252.137309|10800,3704.274618,5395.126502,15518.96096,1112.455662,16631.41663,11236.29012,29093.76214,289.7770441,27031.76693,2061.995207,21440.78157,17712.41202,16924.13748,1200,10800,0,9.094947018e-13,7252.137309,7635.891689,7481.989932,456.8745598,1315.1984,16834.15936,27049.71469,2044.047448,21729.1352,16844.52158,13782.57406,8526.097955,39
2025-05-17,PuLP HiGHS,Optimal,2.7846349,7481.989932,7631.804592,1.124955|0.726615|0.384264,4153.532788|7476.766394|10800,4153.532788,5737.302864,15757.30023,1192.986806,16950.28703,11212.98417,29737.45673,305.7173451,27710.672,2026.784731,20783.17325,16839.07152,17878.60803,1200,10800,1.818989404e-12,1.818989404e-12,7476.766394,7481.989932,7631.804592,675.233706,2508.429574,18265.7298,28248.49387,1488.962869,15126.37912,16914.29565,13565.74629,7142.202834,35
2025-05-18,PuLP HiGHS,Optimal,3.8352135,7631.804592,7562.889428,1.124955|0.726615|0.384264,4200.554523|7500.277262|10800,4200.554523,5773.116851,37453.4054,2345.513543,39798.91894,34025.80209,61762.55897,643.1901915,58625.58504,3136.97393,18083.91753,14766.3478,4059.140082,1200,10800,4.547473509e-13,9.094947018e-13,7500.277262,7631.804592,7562.889428,1764.39607,5959.897825,43413.30323,58360.6964,3401.86257,3153.681699,17669.82275,14374.58008,805.8625048,23
2025-05-19,PuLP HiGHS,Optimal,4.1014236,7562.889428,8191.441374,1.124955|0.726615|0.384264,5582.882749|8191.441374|10800,5582.882749,6825.963688,37974.50891,2890.40322,40864.91212,34038.94844,63163.09207,764.6490356,59551.15849,3611.933579,19633.62705,15337.54116,4350.540345,1200,10800,9.094947018e-13,9.094947018e-13,8191.441374,7562.889428,8191.441374,387.4600357,1981.094634,39955.60354,57031.45477,6131.637296,5903.375133,18076.98091,14076.65779,2817.529506,34
