group_type,group_value,variable,count,mean,std,min,25%,median,75%,max
hour_of_day,8.5,Net Load,365,1587.716308,1983.454492,-3333.82,687.1925,1770.545,2833.6075,5133.6425
hour_of_day,8.5,Price,365,1.084900822,0.1888106877,0.6554,0.9912,1.111,1.2021,1.419
hour_of_day,8.666666666666666,PV,365,4471.765715,1061.070111,2447.0445,3503.615,4669.0965,5340.5696,6746.4628
hour_of_day,8.666666666666666,Load,365,5754.210488,1594.25264,2694.6318,3689.646,6563.5191,6784.8729,7465.2636
hour_of_day,8.666666666666666,Net Load,365,1282.444772,1994.171821,-3404.7943,445.7405,1399.0077,2552.7754,4767.5479
hour_of_day,8.666666666666666,Price,365,1.061024384,0.1912199026,0.6419,0.9758,1.0908,1.1921,1.3972
hour_of_day,8.833333333333334,PV,365,4752.827172,1066.530524,2711.8548,3799.8443,4910.9583,5646.4757,6948.884
hour_of_day,8.833333333333334,Load,365,5824.180742,1453.808441,3035.4451,3952.895,6539.8425,6782.3162,7430.2399
hour_of_day,8.833333333333334,Net Load,365,1071.353571,1874.397759,-3267.1172,246.011,1090.4111,2277.7656,4398.6673
hour_of_day,8.833333333333334,Price,365,1.043026027,0.179028883,0.6459,0.966,1.0653,1.1603,1.3717
hour_of_day,9.0,PV,365,5021.907432,1079.142187,2963.2125,4054.1625,5195.175,5924.775,7292.1
hour_of_day,9.0,Load,365,5954.26011,1253.513136,3554.98,4398.14,6545.14,6778.17,7535.11
hour_of_day,9.0,Net Load,365,932.3526781,1720.848702,-3262.76,-34.2775,978.0875,1959.48,4286.2775
hour_of_day,9.0,Price,365,1.035988219,0.1627263715,0.6528,0.9374,1.0482,1.1409,1.3766
hour_of_day,9.166666666666666,PV,365,5285.412551,1087.018358,3236.2485,4384.5371,5434.705,6148.5753,7544.2723
hour_of_day,9.166666666666666,Load,365,5958.969631,1236.39989,3604.0326,4435.8367,6540.6298,6759.0704,7333.7226
hour_of_day,9.166666666666666,Net Load,365,673.55708,1708.841946,-3523.5764,-313.7546,760.1905,1674.102,3939.2516
hour_of_day,9.166666666666666,Price,365,1.014678082,0.1611480775,0.6318,0.9255,1.0281,1.1171,1.3481
hour_of_day,9.333333333333334,PV,365,5543.174235,1100.240054,3463.5549,4604.0297,5737.1225,6411.51,7701.4848
hour_of_day,9.333333333333334,Load,365,5929.555398,1258.857142,3573.979,4407.4568,6523.8899,6776.7988,7397.5353
hour_of_day,9.333333333333334,Net Load,365,386.381163,1734.542019,-3770.7677,-556.9358,442.4346,1423.1351,3713.415
hour_of_day,9.333333333333334,Price,365,0.9922032877,0.1640918801,0.5946,0.9087,1.0035,1.0906,1.3104
hour_of_day,9.5,PV,365,5788.409281,1111.350152,3628.0875,4873.8375,6012.1125,6660.3,8012.025
hour_of_day,9.5,Load,365,5923.782767,1239.985428,3505.17,4368.42,6528.87,6733.18,7462.64
hour_of_day,9.5,Net Load,365,135.3734863,1728.749473,-3898.11,-811.4675,183.4425,1223.175,3574.2275
hour_of_day,9.5,Price,365,0.9700057534,0.1626766193,0.5802,0.8887,0.9722,1.0677,1.3031
hour_of_day,9.666666666666666,PV,365,6012.130439,1098.266603,3735.5582,5129.5263,6261.1907,6883.1423,8347.3413
hour_of_day,9.666666666666666,Load,365,5907.58599,1242.959877,3566.3362,4399.2754,6503.5749,6724.9364,7317.9348
hour_of_day,9.666666666666666,Net Load,365,-104.544449,1724.148726,-4136.2694,-999.8893,-59.5013,981.7427,3262.7578
hour_of_day,9.666666666666666,Price,365,0.9422043836,0.161045877,0.5511,0.8549,0.9478,1.0536,1.2752
hour_of_day,9.833333333333334,PV,365,6216.152788,1089.114223,3958.7279,5348.0232,6431.727,7109.6331,8493.1704
hour_of_day,9.833333333333334,Load,365,5899.126155,1253.979531,3509.4392,4345.2158,6503.6566,6714.1402,7313.1756
hour_of_day,9.833333333333334,Net Load,365,-317.0266332,1733.126808,-4364.3303,-1240.0049,-266.3695,794.0936,3022.796
hour_of_day,9.833333333333334,Price,365,0.9569432877,0.1749454163,0.5601,0.8581,0.9661,1.0533,1.3318
hour_of_day,10.0,PV,365,6409.59411,1096.051501,4273.6125,5537.3625,6601.425,7253.1375,8698.6875
hour_of_day,10.0,Load,365,5902.219589,1256.478395,3589.82,4306.72,6480.73,6744.95,7419.21
hour_of_day,10.0,Net Load,365,-507.3745205,1746.597047,-4710.5425,-1432.1675,-516.125,644.055,2845.73
hour_of_day,10.0,Price,365,0.9976506849,0.2160921933,0.5098,0.8712,0.9784,1.1265,1.4993
hour_of_day,10.166666666666666,PV,365,6599.380773,1091.143337,4433.6409,5702.658,6743.9122,7472.5148,8913.5616
hour_of_day,10.166666666666666,Load,365,5897.479282,1255.740649,3592.5642,4286.0237,6479.0144,6734.6809,7451.2952
hour_of_day,10.166666666666666,Net Load,365,-701.9014901,1741.203537,-4830.6754,-1617.6344,-664.9354,438.3355,2871.9123
hour_of_day,10.166666666666666,Price,365,0.9919515068,0.219671305,0.5015,0.862,0.9741,1.1226,1.4966
hour_of_day,10.333333333333334,PV,365,6766.720371,1076.815228,4447.2386,5863.1348,6937.145,7574.1594,9257.2136
hour_of_day,10.333333333333334,Load,365,5886.75681,1250.789665,3506.1042,4342.3468,6486.7084,6728.0062,7399.4453
hour_of_day,10.333333333333334,Net Load,365,-879.9635611,1724.389089,-5063.5763,-1785.8473,-806.3478,173.3539,2697.7582
hour_of_day,10.333333333333334,Price,365,0.95878,0.209123244,0.5036,0.8356,0.9463,1.0808,1.4275
hour_of_day,10.5,PV,365,6914.592329,1074.640463,4708.0875,5999.3625,7079.8875,7708.35,9318.675
hour_of_day,10.5,Load,365,5873.470767,1245.45174,3532.57,4320.47,6451.51,6727.41,7254.91
hour_of_day,10.5,Net Load,365,-1041.121562,1720.451567,-5342.865,-2016.5775,-887.665,13.6875,2380.4525
hour_of_day,10.5,Price,365,0.9548854795,0.2136828606,0.5131,0.8243,0.9284,1.0852,1.4258
hour_of_day,10.666666666666666,PV,365,7064.205336,1088.612688,4946.2149,6135.5758,7258.8133,7833.9534,9396.5358
hour_of_day,10.666666666666666,Load,365,5858.030781,1245.560783,3550.1007,4310.2085,6433.349,6740.4952,7229.8642
hour_of_day,10.666666666666666,Net Load,365,-1206.174556,1736.10709,-5346.7402,-2175.3586,-1060.6538,-102.8788,2138.9391
hour_of_day,10.666666666666666,Price,365,0.9839383562,0.2236819918,0.5348,0.8449,0.9578,1.1234,1.4627
hour_of_day,10.833333333333334,PV,365,7197.431476,1098.202817,4968.8079,6270.6336,7374.4244,7975.2635,9624.7239
hour_of_day,10.833333333333334,Load,365,5844.994823,1250.193765,3438.0704,4279.7768,6428.5835,6709.8929,7249.6654
hour_of_day,10.833333333333334,Net Load,365,-1352.436653,1750.133892,-5541.6301,-2326.1766,-1221.6195,-264.9351,2226.3645
hour_of_day,10.833333333333334,Price,365,0.7990120548,0.1974913643,0.3334,0.6842,0.7989,0.9067,1.241
hour_of_day,11.0,PV,365,7303.114212,1096.994155,4979.2125,6405.15,7489.0875,8155.3875,9670.4625
hour_of_day,11.0,Load,365,5839.05874,1252.796883,3437.28,4274.35,6435.03,6706.05,7367.86
hour_of_day,11.0,Net Load,365,-1464.055473,1751.186383,-5782.8,-2453.8575,-1435.375,-372.1625,2287.4075
hour_of_day,11.0,Price,365,0.5025016438,0.165979493,0.0489,0.4123,0.5163,0.6109,0.8645
hour_of_day,11.166666666666666,PV,365,7387.684755,1095.61103,4907.9946,6537.7781,7498.667,8216.8863,9875.6709
hour_of_day,11.166666666666666,Load,365,5838.71033,1250.459246,3480.9991,4236.8391,6427.534,6688.1647,7281.2919
hour_of_day,11.166666666666666,Net Load,365,-1548.974424,1746.169206,-6090.5021,-2463.3833,-1509.4848,-451.4629,2172.5858
hour_of_day,11.166666666666666,Price,365,0.466240274,0.1592931426,0.0506,0.373,0.4796,0.5717,0.7785
hour_of_day,11.333333333333334,PV,365,7459.226967,1098.764182,5015.1025,6589.0064,7623.6845,8289.5509,10104.8442
hour_of_day,11.333333333333334,Load,365,5823.437755,1254.870699,3389.1476,4217.871,6390.6269,6663.6085,7265.2666
hour_of_day,11.333333333333334,Net Load,365,-1635.789212,1740.954176,-6350.1983,-2549.2885,-1651.0947,-487.8027,2029.7638
hour_of_day,11.333333333333334,Price,365,0.5006649315,0.1608818725,0.1016,0.4083,0.5186,0.6067,0.8229
hour_of_day,11.5,PV,365,7520.71911,1112.190428,5256.3375,6635.1375,7697.5875,8394.4875,10216.2
hour_of_day,11.5,Load,365,5814.793233,1269.184838,3382.12,4205.23,6413.25,6697.89,7356.73
hour_of_day,11.5,Net Load,365,-1705.925877,1750.767797,-6363.82,-2638.875,-1683.4975,-546.54,1889.33
hour_of_day,11.5,Price,365,0.482739726,0.1639246907,0.0776,0.3906,0.497,0.586,0.802
hour_of_day,11.666666666666666,PV,365,7568.203852,1130.664702,5345.688,6599.4554,7765.986,8455.7294,9948.4073
hour_of_day,11.666666666666666,Load,365,5832.395147,1269.877792,3437.32,4211.9937,6429.2379,6675.9632,7293.0812
hour_of_day,11.666666666666666,Net Load,365,-1735.808705,1771.696876,-6440.579,-2720.8385,-1684.5452,-533.6587,1820.6596
hour_of_day,11.666666666666666,Price,365,0.4784608219,0.1633570965,0.04,0.3939,0.4867,0.5985,0.7991
hour_of_day,11.833333333333334,PV,365,7592.153903,1133.01365,5340.3233,6665.4742,7719.8453,8478.3775,10105.3207
hour_of_day,11.833333333333334,Load,365,5712.900999,1194.125789,3455.1837,4225.7314,6261.7595,6528.8309,7165.6152
hour_of_day,11.833333333333334,Net Load,365,-1879.252904,1728.67487,-6601.9911,-2847.1216,-1840.9164,-650.3341,1632.1555
hour_of_day,11.833333333333334,Price,365,0.4661709589,0.1579128325,0.034,0.3789,0.4715,0.5752,0.7757
hour_of_day,12.0,PV,365,7601.043288,1130.053764,5146.35,6661.275,7694.025,8473.425,9995.8875
hour_of_day,12.0,Load,365,5519.460658,1090.399615,3427.58,4273.15,5991.26,6262.06,6958.9
hour_of_day,12.0,Net Load,365,-2081.58263,1649.676305,-6452.0775,-3060.06,-2039.7875,-973.505,1299.58
hour_of_day,12.0,Price,365,0.4431909589,0.1514976854,0.0076,0.361,0.4454,0.5482,0.7706
hour_of_day,12.166666666666666,PV,365,7612.316029,1150.774056,5125.9587,6651.3779,7780.3265,8487.8746,10006.419
hour_of_day,12.166666666666666,Load,365,5494.790749,1075.897522,3392.8426,4221.3399,5956.0462,6252.8643,6824.2839
hour_of_day,12.166666666666666,Net Load,365,-2117.52528,1639.853373,-6047.7537,-3044.3918,-2065.7009,-979.6527,1554.5322
hour_of_day,12.166666666666666,Price,365,0.4411427397,0.1498003579,0.0376,0.3586,0.4468,0.539,0.8026
hour_of_day,12.333333333333334,PV,365,7602.652404,1157.851321,4948.7048,6627.8125,7714.4945,8524.4239,10057.9095
hour_of_day,12.333333333333334,Load,365,5514.452446,1094.241109,3288.1525,4226.986,5986.4457,6281.2467,6906.6595
hour_of_day,12.333333333333334,Net Load,365,-2088.199958,1662.245148,-6128.614,-2997.6521,-2054.835,-997.4908,1466.7819
hour_of_day,12.333333333333334,Price,365,0.4550761644,0.1527696028,0.085,0.3688,0.4672,0.5604,0.8183
hour_of_day,12.5,PV,365,7554.187192,1145.169067,4996.05,6649.425,7711.0875,8421.4875,10059.6375
hour_of_day,12.5,Load,365,5485.829041,1090.71466,3351.29,4250.9,5958.43,6251.21,6883.28
hour_of_day,12.5,Net Load,365,-2068.358151,1666.455206,-6218.0575,-3012.69,-2027.7475,-965.135,1467.385
hour_of_day,12.5,Price,365,0.4462936986,0.1528714645,0.0987,0.3536,0.4596,0.5485,0.7799
hour_of_day,12.666666666666666,PV,365,7472.738401,1147.462292,5061.6004,6584.2747,7619.6393,8356.5501,9953.7999
hour_of_day,12.666666666666666,Load,365,5462.362759,1069.117394,3350.6249,4225.0041,5926.6448,6204.8323,6847.4379
hour_of_day,12.666666666666666,Net Load,365,-2010.375642,1646.778798,-6409.8636,-3017.412,-1989.6265,-873.7105,1645.5525
hour_of_day,12.666666666666666,Price,365,0.4113410959,0.147876986,0.0224,0.3238,0.4176,0.5148,0.7267
hour_of_day,12.833333333333334,PV,365,7393.417237,1142.735568,4912.5647,6531.8447,7451.1877,8277.4777,9887.751
hour_of_day,12.833333333333334,Load,365,5566.106639,1139.318047,3359.1047,4213.1908,6064.0725,6344.6983,7135.5358
hour_of_day,12.833333333333334,Net Load,365,-1827.310598,1684.772092,-6106.4887,-2848.795,-1756.4751,-632.0325,1923.893
hour_of_day,12.833333333333334,Price,365,0.5682405479,0.1519897253,0.1533,0.4808,0.585,0.6795,0.903
hour_of_day,13.0,PV,365,7312.797945,1122.234117,4792.575,6534.4875,7408.5,8195.2125,9785.3625
hour_of_day,13.0,Load,365,5725.754795,1259.162384,3344.41,4204.43,6299.59,6559.89,7523.22
hour_of_day,13.0,Net Load,365,-1587.043151,1755.936844,-5983.49,-2651.2425,-1445.5175,-358.06,2122.845
hour_of_day,13.0,Price,365,0.8278586301,0.163682159,0.4046,0.7306,0.8522,0.9409,1.1525
hour_of_day,13.166666666666666,PV,365,7194.541005,1107.447232,4704.4123,6418.8269,7309.0588,8088.2584,9598.6939
hour_of_day,13.166666666666666,Load,365,5739.495672,1272.312043,3261.3217,4172.4181,6331.239,6577.5165,7449.2543
hour_of_day,13.166666666666666,Net Load,365,-1455.045333,1741.404307,-5701.2098,-2488.3478,-1353.7739,-217.4909,1991.1232
hour_of_day,13.166666666666666,Price,365,0.8635953425,0.1618048066,0.4606,0.7611,0.8878,0.9781,1.1717
hour_of_day,13.333333333333334,PV,365,7053.137066,1097.222609,4608.4697,6231.784,7134.6887,7869.7965,9351.4358
hour_of_day,13.333333333333334,Load,365,5714.683625,1248.725849,3222.5266,4223.2013,6288.4228,6522.8664,7332.9233
hour_of_day,13.333333333333334,Net Load,365,-1338.453441,1701.998303,-5570.2924,-2479.7847,-1202.6735,-147.0988,2006.96
hour_of_day,13.333333333333334,Price,365,0.8415671233,0.157515697,0.4443,0.74,0.8595,0.9522,1.1437
hour_of_day,13.5,PV,365,6910.406404,1092.206051,4418.55,6077.3625,7014.3375,7737.7125,9155.4
hour_of_day,13.5,Load,365,5717.850521,1249.21911,3273.07,4261.55,6277.11,6521.17,7584.7
hour_of_day,13.5,Net Load,365,-1192.555884,1684.069914,-5520,-2158.955,-1082.6,-79.9975,2163.35
hour_of_day,13.5,Price,365,0.8617860274,0.1549601711,0.4637,0.766,0.8828,0.9808,1.1705
hour_of_day,13.666666666666666,PV,365,6772.407483,1102.275689,4347.5324,5913.9377,6895.1608,7640.3957,9149.5772
hour_of_day,13.666666666666666,Load,365,5708.248627,1260.793083,3230.2971,4234.8559,6272.0999,6530.375,7406.5819
hour_of_day,13.666666666666666,Net Load,365,-1064.158856,1679.380357,-5164.5323,-2079.5263,-945.6434,80.0708,2446.8788
hour_of_day,13.666666666666666,Price,365,0.8623241096,0.1516452972,0.4662,0.7699,0.8904,0.9667,1.1863
hour_of_day,13.833333333333334,PV,365,6607.360012,1103.840343,4271.9088,5779.6043,6733.5899,7481.8255,9083.379
hour_of_day,13.833333333333334,Load,365,5696.918243,1267.63338,3301.8114,4201.8689,6242.4743,6518.3256,7412.3027
hour_of_day,13.833333333333334,Net Load,365,-910.4417688,1680.237997,-5186.305,-1918.9839,-779.8019,289.5798,2169.0389
hour_of_day,13.833333333333334,Price,365,0.9025854795,0.1679012832,0.478,0.797,0.9105,1.0124,1.2461
hour_of_day,14.0,PV,365,6412.508527,1091.72233,4139.25,5604.15,6502.3875,7270.0125,8954.8125
hour_of_day,14.0,Load,365,5692.298301,1264.053752,3242.94,4303.98,6231.9,6481.06,7490.08
hour_of_day,14.0,Net Load,365,-720.210226,1673.104128,-4696.3425,-1664.7725,-623.6925,439.3375,2404.795
hour_of_day,14.0,Price,365,0.9754490411,0.2142427144,0.4811,0.8518,0.9523,1.1006,1.4592
hour_of_day,14.166666666666666,PV,365,6214.015801,1085.547896,3961.665,5393.2403,6288.2667,7028.3701,9038.1514
hour_of_day,14.166666666666666,Load,365,5687.12908,1264.871957,3300.5516,4241.7131,6233.7006,6453.391,7573.0382
hour_of_day,14.166666666666666,Net Load,365,-526.8867211,1655.342152,-4518.7785,-1435.3348,-377.3361,550.4691,2527.4208
hour_of_day,14.166666666666666,Price,365,1.000205479,0.2196965556,0.5074,0.8703,0.9751,1.1379,1.4822
hour_of_day,14.333333333333334,PV,365,6000.711209,1079.928359,3800.0876,5199.8465,6078.893,6820.3957,8657.4812
hour_of_day,14.333333333333334,Load,365,5678.961982,1273.84006,3306.0805,4217.0366,6227.9968,6469.586,7531.8554
hour_of_day,14.333333333333334,Net Load,365,-321.7492268,1648.423771,-4389.3405,-1309.8783,-187.7811,765.9747,2562.9497
hour_of_day,14.333333333333334,Price,365,0.9977819178,0.2075266906,0.5381,0.8662,0.9847,1.1227,1.4394
hour_of_day,14.5,PV,365,5766.981575,1072.9005,3611.2125,4988.9625,5895.45,6598.4625,8239.95
hour_of_day,14.5,Load,365,5669.450767,1279.385464,3142.06,4304.97,6215.54,6445.36,7488.41
hour_of_day,14.5,Net Load,365,-97.53080822,1645.034812,-4131.73,-1022.3925,33.82,1005.69,2889.0525
hour_of_day,14.5,Price,365,1.027086575,0.2096950016,0.5646,0.9025,1.0153,1.1561,1.5053
hour_of_day,14.666666666666666,PV,365,5521.50658,1074.950729,3374.8115,4614.6492,5657.356,6359.729,7915.8208
hour_of_day,14.666666666666666,Load,365,5664.194844,1266.693191,3221.234,4369.5779,6203.2927,6428.1199,7544.4323
hour_of_day,14.666666666666666,Net Load,365,142.6882644,1614.037823,-4014.9878,-849.4586,258.1548,1226.9236,3094.4784
hour_of_day,14.666666666666666,Price,365,1.090606301,0.2190890333,0.5867,0.9593,1.0726,1.2378,1.5372
hour_of_day,14.833333333333334,PV,365,5268.781016,1069.518902,3198.9887,4387.1571,5432.0634,6107.4417,7441.5256
hour_of_day,14.833333333333334,Load,365,5672.701133,1268.206788,3254.3376,4449.7989,6197.2913,6398.9096,7471.7098
hour_of_day,14.833333333333334,Net Load,365,403.9201173,1594.3472,-3753.8763,-543.4204,468.9474,1491.2194,3385.3822
hour_of_day,14.833333333333334,Price,365,0.9376180822,0.1888128041,0.4626,0.8234,0.9366,1.0426,1.3326
hour_of_day,15.0,PV,365,5009.715205,1058.94639,2957.5875,4166.5875,5211.0375,5821.725,7191.225
hour_of_day,15.0,Load,365,5682.254356,1283.163762,3177.62,4470.62,6208.4,6417.35,7810.24
hour_of_day,15.0,Net Load,365,672.5391507,1593.158584,-3385.98,-268.01,749.6075,1805.7125,3597.7975
hour_of_day,15.0,Price,365,0.6694043836,0.1508215237,0.2515,0.5685,0.6851,0.7871,0.9561
hour_of_day,15.166666666666666,PV,365,4743.448424,1057.588639,2665.595,3895.4631,4986.4788,5562.0528,6931.4362
hour_of_day,15.166666666666666,Load,365,5669.019524,1279.889092,3099.8817,4423.3852,6198.6853,6386.142,7809.7512
hour_of_day,15.166666666666666,Net Load,365,925.5711005,1579.082196,-3176.8152,63.7989,1019.3057,2038.771,3840.587
hour_of_day,15.166666666666666,Price,365,0.6599739726,0.1455531252,0.2829,0.5651,0.6792,0.7706,0.9117
hour_of_day,15.333333333333334,PV,365,4471.223962,1063.996711,2404.6045,3574.7475,4696.0821,5295.1247,6544.797
hour_of_day,15.333333333333334,Load,365,5656.365147,1280.772716,3272.3045,4412.1987,6177.4322,6380.5095,7590.8895
hour_of_day,15.333333333333334,Net Load,365,1185.141185,1575.089638,-3040.2171,250.0373,1303.5061,2298.9129,4019.0283
hour_of_day,15.333333333333334,Price,365,0.7217131507,0.148266642,0.3429,0.6364,0.7503,0.8247,0.9899
hour_of_day,15.5,PV,365,4188.2025,1064.475515,2166.8625,3293.625,4391.25,5010.975,6261.6
hour_of_day,15.5,Load,365,5657.086712,1293.56658,3192.81,4381.06,6162.59,6384.12,7801.61
hour_of_day,15.5,Net Load,365,1468.884212,1580.923074,-2739.31,567.13,1654.415,2544.93,4246.1275
hour_of_day,15.5,Price,365,0.7307558904,0.1497051261,0.3284,0.6354,0.7635,0.8426,1.0413
hour_of_day,15.666666666666666,PV,365,3889.393121,1050.325411,1895.7265,2973.2793,4110.2526,4711.9702,5799.3532
hour_of_day,15.666666666666666,Load,365,5662.600759,1294.763277,3219.0463,4417.893,6156.8041,6397.1635,7633.2605
hour_of_day,15.666666666666666,Net Load,365,1773.207638,1567.706895,-2147.1017,899.0557,1952.1543,2871.9762,4526.7994
hour_of_day,15.666666666666666,Price,365,0.7534054795,0.1485430706,0.3517,0.658,0.7824,0.8639,1.0102
hour_of_day,15.833333333333334,PV,365,3594.594639,1049.828914,1545.1629,2615.0861,3803.3077,4468.3309,5315.3608
hour_of_day,15.833333333333334,Load,365,5669.259558,1294.419405,3212.1415,4419.705,6168.1656,6418.7974,7732.962
hour_of_day,15.833333333333334,Net Load,365,2074.664918,1550.43879,-1784.919,1164.8283,2237.185,3105.1723,4811.4484
hour_of_day,15.833333333333334,Price,365,0.7823328767,0.1470406962,0.3876,0.6835,0.8107,0.889,1.0505
hour_of_day,16.0,PV,365,3303.887774,1062.36661,1255.275,2299.9125,3569.1375,4152.825,5102.325
hour_of_day,16.0,Load,365,5673.476712,1299.231018,3234.88,4475.57,6171.98,6404.25,7784.84
hour_of_day,16.0,Net Load,365,2369.588938,1542.308029,-1593.5275,1541.6,2572.97,3464.565,4989.84
hour_of_day,16.0,Price,365,0.8055224658,0.1463278431,0.4239,0.7064,0.829,0.9145,1.0839
hour_of_day,16.166666666666668,PV,365,2998.424655,1060.382415,1100.85,1976.7903,3253.5826,3885.7737,4878.2495
hour_of_day,16.166666666666668,Load,365,5671.014556,1306.537114,3156.6408,4540.5396,6153.3743,6386.6397,7633.4736
hour_of_day,16.166666666666668,Net Load,365,2672.589901,1541.782407,-1110.1651,1734.7444,2902.6483,3748.8615,5195.7695
hour_of_day,16.166666666666668,Price,365,0.82714,0.1466674001,0.4817,0.7243,0.8604,0.9422,1.0778
hour_of_day,16.333333333333332,PV,365,2687.413113,1055.158749,861.2207,1681.2301,2916.9982,3599.1232,4537.82
hour_of_day,16.333333333333332,Load,365,5661.592644,1318.681702,3146.5399,4452.3636,6149.898,6379.5503,7744.4755
hour_of_day,16.333333333333332,Net Load,365,2974.179532,1542.655409,-748.4241,2088.8553,3207.2534,4012.1577,5431.2367
hour_of_day,16.333333333333332,Price,365,0.8519134247,0.1477608054,0.4914,0.7497,0.8888,0.9682,1.0929
hour_of_day,16.5,PV,365,2383.177911,1055.399717,611.5125,1372.5375,2591.8125,3310.9125,4093.275
hour_of_day,16.5,Load,365,5665.892247,1311.814994,3123.24,4584.53,6137.72,6382.31,7786.68
hour_of_day,16.5,Net Load,365,3282.714336,1525.560053,-434.895,2449.5825,3523.64,4269.6625,5741.77
hour_of_day,16.5,Price,365,0.8790728767,0.1464307054,0.4975,0.7784,0.9152,0.9886,1.1491
hour_of_day,16.666666666666668,PV,365,2089.12456,1056.467934,387.9245,1054.9659,2298.2373,3042.0509,3848.9625
hour_of_day,16.666666666666668,Load,365,5689.037155,1279.910707,3277.3729,4614.5657,6137.0216,6364.9216,7685.9396
hour_of_day,16.666666666666668,Net Load,365,3599.912595,1490.044426,-48.5962,2695.964,3875.8718,4560.0568,6189.682
hour_of_day,16.666666666666668,Price,365,0.9024243836,0.1418785984,0.56,0.8036,0.9388,1.0064,1.1532
hour_of_day,16.833333333333332,PV,365,1791.082927,1050.796977,165.296,748.3192,1985.8436,2744.0656,3506.8252
hour_of_day,16.833333333333332,Load,365,5603.661364,1404.947448,2935.9918,4273.0829,6135.3278,6368.1724,7748.7319
hour_of_day,16.833333333333332,Net Load,365,3812.578438,1587.499427,-83.4679,2831.9823,4184.9588,4917.1189,6377.1101
hour_of_day,16.833333333333332,Price,365,0.916289863,0.1530824572,0.5557,0.7956,0.9589,1.0346,1.1698
hour_of_day,17.0,PV,365,1501.728288,1023.113856,0,442.8375,1642.3875,2470.4625,3138.9375
hour_of_day,17.0,Load,365,5466.712356,1617.353164,2478.11,3853.81,6135.32,6374.42,7797.58
hour_of_day,17.0,Net Load,365,3964.984068,1755.216078,-385.8925,2583.375,4475.29,5222.1525,6386.0975
hour_of_day,17.0,Price,365,0.9263846575,0.1709049527,0.5262,0.7584,0.988,1.0605,1.2008
hour_of_day,17.166666666666668,PV,365,1255.172345,959.7831729,0,160.4541,1323.4272,2178.6864,2827.8144
hour_of_day,17.166666666666668,Load,365,5467.393866,1642.666398,2329.3455,3823.8707,6134.1999,6367.7307,7873.013
hour_of_day,17.166666666666668,Net Load,365,4212.221522,1741.341243,-193.1221,2695.3067,4740.1653,5528.9901,6516.7242
hour_of_day,17.166666666666668,Price,365,0.9461676712,0.1669074011,0.5336,0.7892,1.0067,1.0786,1.174
hour_of_day,17.333333333333332,PV,365,1036.332261,873.7231762,0,14.3337,1024.221,1924.8608,2540.266
hour_of_day,17.333333333333332,Load,365,5464.727021,1593.27279,2500.385,3968.9661,6100.2031,6351.6336,7846.4899
hour_of_day,17.333333333333332,Net Load,365,4428.394759,1651.30753,435.7444,2821.0679,5050.4223,5761.6112,6527.8795
hour_of_day,17.333333333333332,Price,365,0.9741663014,0.1596374506,0.5758,0.8104,1.0431,1.0967,1.181
hour_of_day,17.5,PV,365,836.7774658,774.6656693,0,0,729.6375,1640.85,2255.85
hour_of_day,17.5,Load,365,5492.445808,1624.424014,2466.69,3939.26,6144.24,6437.67,7792.13
hour_of_day,17.5,Net Load,365,4655.668342,1641.724312,639.1375,2782.66,5440.485,6000.31,6397.64
hour_of_day,17.5,Price,365,0.9862210959,0.164660577,0.5853,0.798,1.063,1.1112,1.2098
hour_of_day,17.666666666666668,PV,365,665.2313175,669.8649017,0,0.8695,463.5716,1375.81,1943.9756
hour_of_day,17.666666666666668,Load,365,5621.730769,1710.675251,2428.6276,3931.2324,6293.4938,6581.8646,7978.8849
hour_of_day,17.666666666666668,Net Load,365,4956.499451,1698.881408,762.9038,2788.4988,5882.4495,6256.7392,6687.7481
hour_of_day,17.666666666666668,Price,365,0.9759786301,0.170575759,0.5743,0.7805,1.0632,1.1014,1.1793
hour_of_day,17.833333333333332,PV,365,516.6757633,566.8163041,0,0.3084,197.0739,1141.0941,1657.6369
hour_of_day,17.833333333333332,Load,365,5091.21265,1394.640502,2496.0867,3953.1904,5542.1147,5865.7857,7318.9129
hour_of_day,17.833333333333332,Net Load,365,4574.536886,1354.68908,1281.3025,2890.0348,5329.9926,5593.1082,6166.3636
hour_of_day,17.833333333333332,Price,365,1.074176164,0.1357089924,0.7589,0.9241,1.1351,1.1732,1.287
hour_of_day,18.0,PV,365,386.6730822,465.7798682,0,0,0,913.5,1357.125
hour_of_day,18.0,Load,365,4208.568849,901.3352919,2446.93,4015.39,4312.13,4615.76,6155.93
hour_of_day,18.0,Net Load,365,3821.895767,814.3262517,1554.2575,3209.88,4192.38,4388.13,5247.405
hour_of_day,18.0,Price,365,1.231275068,0.08650321316,0.9981,1.1686,1.249,1.2968,1.4337
hour_of_day,18.166666666666668,PV,365,275.7932995,363.3104367,0,0,3.726,657.6721,1062.3324
hour_of_day,18.166666666666668,Load,365,4122.761077,845.852655,2506.0886,3926.8763,4187.8237,4566.9185,5899.2786
hour_of_day,18.166666666666668,Net Load,365,3846.967778,756.4358154,2004.9909,3349.3834,4096.7818,4292.4867,5484.3342
hour_of_day,18.166666666666668,Price,365,1.256051233,0.07997487126,1.0657,1.2039,1.2684,1.3112,1.4668
hour_of_day,18.333333333333332,PV,365,182.952611,266.2427624,0,0,0.4261,433.6396,823.5528
hour_of_day,18.333333333333332,Load,365,4255.935768,914.1181233,2518.6813,3964.903,4353.6146,4713.8718,6167.495
