date,solver_status,solver_runtime_seconds,initial_energy_kwh,planned_final_energy_kwh,actual_final_energy_kwh,planned_purchase_cost_yuan,planned_purchase_energy_kwh,decision_price_planned_cost_yuan,expected_scenario_emergency_cost_yuan,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,maximum_scenario_power_balance_residual_kw
2025-06-11,Optimal,1.0214370000,7707.4394602766,7712.7687635526,7712.7687635526,54716.0847249963,81453.3241097972,54716.0847249963,3607.6376368266,2930.2819437419,15205.4632393238,69921.5479643201,0.0000000000
2025-06-12,Optimal,3.1126718000,7712.7687635526,8253.6646659006,8253.6646659006,56123.6707050196,82871.6900877614,56123.6707050196,3747.7414502116,971.4590403528,4602.2280305692,60725.8987355888,0.0000000000
2025-06-13,Optimal,3.1327050000,8253.6646659006,7840.7870512331,7867.8445584669,19222.2885360167,38273.3192955612,19222.2885360167,2938.8120225600,802.7014965841,3274.7485749372,22497.0371109539,0.0000000000
2025-06-14,Optimal,3.1760198000,7867.8445584669,7678.7812705303,7766.7541887522,19670.6605570568,38338.1697997119,19670.6605570568,1981.4575654413,356.6562314825,982.9393646051,20653.5999216619,0.0000000000
2025-06-15,Optimal,3.2103705000,7766.7541887522,7712.5702140853,7723.0339733446,56502.2555412971,82775.1261294767,56502.2555412971,6112.5579709804,434.0740009021,2170.4776128738,58672.7331541708,0.0000000000
2025-06-16,Optimal,1.0047850000,7723.0339733446,7827.4697267092,7827.4697267092,56639.7324357245,82596.3787710929,56639.7324357245,4993.7724069336,784.5460047109,3385.2528655230,60024.9853012475,0.0000000000
2025-06-17,Optimal,2.8026136000,7827.4697267092,8165.7419063434,8165.7419063434,56678.1481871982,83493.0233990924,56678.1481871982,4912.0577565792,1763.8297405903,9310.9027584291,65989.0509456273,0.0000000000
2025-06-18,Optimal,3.0588597000,8165.7419063434,7659.4357481562,7659.4357481562,56914.4763390254,82688.9786518915,56914.4763390255,4562.3216601904,294.4758080380,1315.6999128932,58230.1762519187,0.0000000000
2025-06-19,Optimal,3.7756251000,7659.4357481562,8028.8768705264,8028.8768705264,55918.9505353689,82735.3459925745,55918.9505353689,3766.1277947266,661.4226387198,2577.7262471409,58496.6767825098,0.0000000000
2025-06-20,Optimal,3.0603194000,8028.8768705264,8191.6926932955,8308.2477432629,19579.9157274797,39492.7998845691,19579.9157274797,3269.2579038759,208.0747504030,494.8114377423,20074.7271652221,0.0000000000
2025-06-21,Optimal,6.2319473000,8308.2477432629,7852.3052046239,8112.0715772910,18284.4390314132,37272.1507793073,18284.4390314132,1985.7551858319,222.8168405005,583.1273672071,18867.5663986203,0.0000000000
2025-06-22,Optimal,4.3371648000,8112.0715772910,7837.4421562620,7837.4421562620,53340.0031383803,79628.3636649757,53340.0031383803,4674.3099948114,786.8698357673,3552.9981517427,56893.0012901230,0.0000000000
2025-06-23,Optimal,2.8350844000,7837.4421562620,8319.0300445376,8319.0300445376,54388.5028862704,81286.5221107292,54388.5028862704,5251.4234331592,418.0208750532,1514.4704546626,55902.9733409330,0.0000000000
2025-06-24,Optimal,2.8938263000,8319.0300445376,7699.1668661639,7699.1668661639,53821.7440700656,78023.5853913319,53821.7440700656,3852.3067174375,4869.8336588908,22503.2452507695,76324.9893208351,0.0000000000
2025-06-25,Optimal,2.8751402000,7699.1668661639,7596.8526490871,7630.3035352272,52638.0272975185,78498.1657584653,52638.0272975186,4471.5161259088,1625.3068431392,7096.4927223796,59734.5200198981,0.0000000000
2025-06-26,Optimal,3.9320552000,7630.3035352272,7551.9774652686,7551.9774652686,51948.7393488254,78442.7429469927,51948.7393488254,4254.2773797420,882.5709183784,3601.2090946654,55549.9484434908,0.0000000000
2025-06-27,Optimal,2.9550189000,7551.9774652686,8165.7418153773,8384.1542126213,17570.5460611560,37362.3147129212,17570.5460611560,2346.4849571764,221.0292173821,851.4114064082,18421.9574675642,0.0000000000
2025-06-28,Optimal,3.5605814000,8384.1542126213,8285.4165420734,8344.3373625668,17747.7931906945,37257.6030163044,17747.7931906945,2675.2138584260,633.2304623068,2407.5939217878,20155.3871124823,0.0000000000
2025-06-29,Optimal,4.4650261000,8344.3373625668,7717.6520830964,7717.6520830964,52486.8754155561,77594.9312649850,52486.8754155561,3990.1063637143,1364.1060899699,5302.6564433479,57789.5318589040,0.0000000000
2025-06-30,Optimal,3.4465148000,7717.6520830964,7755.3360566491,7755.3360566491,52946.5256767526,79088.1956149729,52946.5256767526,5756.0015421728,1479.7554011610,5705.6822611360,58652.2079378886,0.0000000000
2025-07-01,Optimal,3.5567232000,7755.3360566491,7987.6867794234,7987.6867794234,59928.5504605154,82585.5360455598,59928.5504605154,6281.8646842159,5687.3528046473,23698.9444603176,83627.4949208330,0.0000000000
2025-07-02,Optimal,1.0449523000,7987.6867794234,7756.4254773283,7756.4254773283,55694.3829739564,77105.1294347823,55694.3829739564,4037.8220298209,7034.9540380851,29658.5224387879,85352.9054127444,0.0000000000
2025-07-03,Optimal,4.1488561000,7756.4254773283,7267.6411463954,7267.6411463954,55750.4680167018,75032.4772760933,55750.4680167018,5752.6567969238,9404.2689918187,41061.5440222102,96812.0120389120,0.0000000000
2025-07-04,Optimal,3.3867267000,7267.6411463954,7867.2725753670,7867.2725753670,19624.1792409685,35357.5255021109,19624.1792409685,2923.0492963480,7707.7676858351,27649.4971810767,47273.6764220452,0.0000000000
2025-07-05,Optimal,3.2191463000,7867.2725753670,7738.9699079692,7738.9699079692,18841.9487075308,35287.5999713793,18841.9487075308,2037.9076001537,7759.2747582301,28502.8350461245,47344.7837536553,0.0000000000
2025-07-06,Optimal,3.6184516000,7738.9699079692,8019.2338067450,8019.2338067450,54551.3848856087,74604.9037840340,54551.3848856087,5767.6485428352,10275.5269585378,48890.6576633833,103442.0425489920,0.0000000000
2025-07-07,Optimal,3.4532142000,8019.2338067450,8194.6590399760,8194.6590399760,52118.1489990537,72487.5684089460,52118.1489990537,4104.0218195342,7844.5550324040,33496.2750259798,85614.4240250334,0.0000000000
2025-07-08,Optimal,2.5082972000,8194.6590399760,7435.0881386260,7435.0881386260,62725.2215044154,84740.9481809179,62725.2215044154,5289.3528117255,1434.9759854283,6516.1706586571,69241.3921630725,0.0000000000
2025-07-09,Optimal,3.6200987000,7435.0881386260,8225.1994783719,8225.1994783719,64336.8732789189,87314.5113275358,64336.8732789189,4953.4357238948,723.6888137126,3140.9044602023,67477.7777391212,0.0000000000
2025-07-10,Optimal,4.5220064000,8225.1994783719,8271.7802317297,8271.7802317297,65142.8772285526,88145.0565939852,65142.8772285526,5184.1543152850,453.6939940024,1811.0027932658,66953.8800218184,0.0000000000
2025-07-11,Optimal,3.4038676000,8271.7802317297,7726.1213026728,7726.1213026728,26780.1552121984,45123.1950743650,26780.1552121984,2632.2604827091,538.0422967629,1575.0398855484,28355.1950977468,0.0000000000
2025-07-12,Optimal,3.2731846000,7726.1213026728,7427.1837823089,7427.1837823089,25607.4521148358,44879.5442370071,25607.4521148358,1330.0282540572,609.9181569011,1934.8233528857,27542.2754677215,0.0000000000
2025-07-13,Optimal,1.1351814000,7427.1837823089,8664.0497328966,8664.0497328966,64353.8306924496,89645.7690018835,64353.8306924495,6836.0440500803,146.3743518024,689.0578221444,65042.8885145939,0.0000000000
2025-07-14,Optimal,3.6972171000,8664.0497328966,8471.4149121600,8471.4149121600,62479.7122610226,86369.4713037106,62479.7122610226,5382.8619562683,341.7920640523,1844.3838112069,64324.0960722294,0.0000000000
2025-07-15,Optimal,2.7413366000,8471.4149121600,7786.7036921130,7786.7036921130,61944.6797431766,84555.3792603211,61944.6797431766,5276.8635075734,880.8005322140,3189.1251327934,65133.8048759700,0.0000000000
2025-07-16,Optimal,3.5686763000,7786.7036921130,8588.3490897963,8588.3490897963,64862.8982070105,87500.3667591074,64862.8982070105,5728.3917967930,707.5218935261,3100.5192343861,67963.4174413966,0.0000000000
2025-07-17,Optimal,4.0188115000,8588.3490897963,8215.1139822635,8215.1139822635,62286.8405435337,85062.7417353020,62286.8405435337,6321.8742900162,1049.4230219441,4607.7691769830,66894.6097205166,0.0000000000
2025-07-18,Optimal,3.5363892000,8215.1139822635,7775.6686576989,7810.2494766370,25162.6961975880,44455.5073207793,25162.6961975880,1911.2571362881,354.1341098051,1343.9686475165,26506.6648451045,0.0000000000
2025-07-19,Optimal,2.9746336000,7810.2494766370,7787.8284522240,7787.8284522240,25505.6358619439,45384.6303365728,25505.6358619439,2668.7189052041,405.4129418791,1251.8258063677,26757.4616683116,0.0000000000
2025-07-20,Optimal,3.4095738000,7787.8284522240,7571.5462842542,7571.5462842542,59379.0296650834,81204.5606865738,59379.0296650834,3969.7361697338,1160.5605229438,4111.1115048830,63490.1411699665,0.0000000000
2025-07-21,Optimal,3.0362502000,7571.5462842542,8274.5671516004,8274.5671516004,64114.7463317186,86219.8097727380,64114.7463317186,6023.9545037301,545.7490426270,2220.7115837280,66335.4579154466,0.0000000000
2025-07-22,Optimal,3.8284917000,8274.5671516004,7712.5701056245,7712.5701056245,61280.9149581649,83923.8778125253,61280.9149581649,5287.4155397491,1017.0601827621,4145.7570255368,65426.6719837016,0.0000000000
2025-07-23,Optimal,4.7064615000,7712.5701056245,7837.4420343914,7837.4420343914,62013.5281425428,85006.7788276304,62013.5281425428,4811.9630505812,833.4566901379,3602.7668770867,65616.2950196295,0.0000000000
2025-07-24,Optimal,3.1730168000,7837.4420343914,8411.6648895413,8411.6648895413,62739.6352534714,85612.8169034702,62739.6352534714,5205.1044136429,1020.9825287354,4837.6830626055,67577.3183160769,0.0000000000
2025-07-25,Optimal,3.2720742000,8411.6648895413,8742.3336006362,8742.3336006362,26555.1180702399,46164.0463624407,26555.1180702399,3481.1877587932,190.9299126804,617.8460586875,27172.9641289274,0.0000000000
2025-07-26,Optimal,5.2757837000,8742.3336006362,8216.1536337610,8216.1536337610,25772.6609556559,44850.5384467998,25772.6609556559,2854.7102397841,380.6379487796,1041.6152455728,26814.2762012287,0.0000000000
2025-07-27,Optimal,3.2388532000,8216.1536337610,7711.5665815668,7711.5665815668,60763.5299432426,83129.7479791968,60763.5299432426,5514.5127152517,1420.0096548940,6301.7047483372,67065.2346915798,0.0000000000
2025-07-28,Optimal,4.8699983000,7711.5665815668,7754.2817254744,7754.2817254744,61541.5784418998,83506.3296458250,61541.5784418998,4168.7855706578,2497.5109343874,10709.0438320866,72250.6222739864,0.0000000000
2025-07-29,Optimal,4.4416524000,7754.2817254744,8165.7420697628,8165.7420697628,63012.2035723767,86415.2934873896,63012.2035723767,5958.4594942593,1477.3440813487,5863.5465209236,68875.7500933003,0.0000000000
2025-07-30,Optimal,3.2779154000,8165.7420697628,9260.7821999548,9260.7821999548,65773.8835028587,88871.4533202332,65773.8835028587,6482.1187672836,385.8049266045,1554.5464502818,67328.4299531405,0.0000000000
2025-07-31,Optimal,2.9744478000,9260.7821999548,7759.2054729067,7759.2054729067,61127.8359127704,84015.6760048916,61127.8359127703,4524.8342772272,830.4773956119,4023.7034316440,65151.5393444144,0.0000000000
2025-08-01,Optimal,3.1550820000,7759.2054729067,8700.0000000000,8700.0000000000,26157.4643689426,46252.6844824595,26157.4643689426,2850.7789158301,220.9045718806,548.9620725237,26706.4264414663,0.0000000000
2025-08-02,Optimal,3.2795431000,8700.0000000000,7732.9698791414,7732.9698791414,24093.6125568835,43369.1296159244,24093.6125568835,2222.9811531247,261.4898694179,976.4766508987,25070.0892077822,0.0000000000
2025-08-03,Optimal,3.7378474000,7732.9698791414,8325.4473980316,8325.4473980316,59755.0012262433,85063.3284153589,59755.0012262433,5833.1749440546,222.6470363828,995.3999232102,60750.4011494536,0.0000000000
2025-08-04,Optimal,3.5641375000,8325.4473980316,8336.6117739862,8336.6117739862,59079.4197156838,83166.2269726138,59079.4197156839,4961.8817056710,372.6712530455,1493.8322755771,60573.2519912610,0.0000000000
2025-08-05,Optimal,3.6895970000,8336.6117739862,8766.8384587310,8766.8384587310,59408.8236539136,83205.4598612961,59408.8236539135,6041.6672339393,165.2382696615,679.3277327257,60088.1513866392,0.0000000000
2025-08-06,Optimal,3.0330043000,8766.8384587310,10594.9066409380,10594.9066409380,61688.3070266406,85079.4848096030,61688.3070266406,5999.1334190683,542.4304370646,2350.4752155892,64038.7822422298,0.0000000000
2025-08-07,Optimal,3.1078437000,10594.9066409380,7749.8471416900,7749.8471416900,54140.6359528440,74577.8325340367,54140.6359528440,4175.0694961721,718.9896650944,2372.3827536349,56513.0187064789,0.0000000000
2025-08-08,Optimal,3.1104328000,7749.8471416900,5263.1941983233,5263.1941983233,23302.5426386135,41514.3964854831,23302.5426386135,3030.2579033712,246.8456350911,854.8415800919,24157.3842187054,0.0000000000
2025-08-09,Optimal,1.0462243000,5263.1941983233,7200.0000000000,7200.0000000000,24703.4119454636,44857.4510067077,24703.4119454636,2687.3815382242,433.1339092285,1387.6007546120,26091.0127000756,0.0000000000
2025-08-10,Optimal,3.7802896000,7200.0000000000,8318.7975528110,8318.7975528110,58061.0726270293,79370.8432065099,58061.0726270293,4643.8949457233,375.3379307890,1289.3732835349,59350.4459105642,0.0000000000
2025-08-11,Optimal,3.3801962000,8318.7975528110,7727.0476551029,7727.0476551029,54134.2665309962,76437.6733489027,54134.2665309962,3521.4941077766,888.1792526434,4015.6226332492,58149.8891642454,0.0000000000
2025-08-12,Optimal,4.7623751000,7727.0476551029,7849.2823521040,7849.2823521040,55095.2174705887,75755.3494335444,55095.2174705887,4368.7503211112,1556.5595303643,7499.8465520078,62595.0640225964,0.0000000000
2025-08-13,Optimal,3.3073615000,7849.2823521040,7715.1590500734,7715.1590500734,54474.5310096445,75724.8089586996,54474.5310096445,3751.9631385937,971.3985918914,3888.5180103109,58363.0490199554,0.0000000000
2025-08-14,Optimal,4.5489793000,7715.1590500734,8414.2510513848,8414.2510513848,55802.8498072184,77589.0193701033,55802.8498072184,4725.2156688643,1038.1610141022,5518.2869220093,61321.1367292277,0.0000000000
2025-08-15,Optimal,2.5579218000,8414.2510513848,4950.0000000000,4950.0000000000,22257.2684935062,38392.2153353100,22257.2684935062,2595.4625486854,473.9639425336,1493.6222601835,23750.8907536898,0.0000000000
2025-08-16,Optimal,2.7914019000,4950.0000000000,7871.7391410024,7871.7391410024,24685.4193376540,45010.3375511364,24685.4193376540,1812.8859251346,431.4106753075,1772.6555777504,26458.0749154044,0.0000000000
2025-08-17,Optimal,4.7938957000,7871.7391410024,7831.9900991532,7831.9900991532,54280.3593013999,75725.3839594263,54280.3593013999,4102.4670962057,784.5788070913,3569.4256160573,57849.7849174572,0.0000000000
2025-08-18,Optimal,3.0672211000,7831.9900991532,7745.8885805825,7745.8885805825,55115.2505581484,76924.3112935872,55115.2505581484,4490.7367266365,711.1680085329,3495.1839891147,58610.4345472631,0.0000000000
2025-08-19,Optimal,4.3726306000,7745.8885805825,7987.6113819344,7987.6113819344,55736.7137015691,76831.9113782442,55736.7137015692,4901.8253469086,506.9719832316,2327.8970556709,58064.6107572401,0.0000000000
2025-08-20,Optimal,3.3377086000,7987.6113819344,7870.7793348747,7870.7793348747,55077.8407274547,75252.2424801224,55077.8407274547,5052.2513127750,3511.4904027761,15676.4986099464,70754.3393374012,0.0000000000
2025-08-21,Optimal,3.7521564000,7870.7793348747,7868.6926566387,7868.6926566387,55407.9495581813,76517.1358718080,55407.9495581812,4413.9051883972,599.4118957733,2322.1762203977,57730.1257785790,0.0000000000
2025-08-22,Optimal,1.0280651000,7868.6926566387,7714.9712816749,7734.6190214029,23540.1300486770,42355.6870479444,23540.1300486770,2017.6263339462,952.2949023438,3486.1873877356,27026.3174364126,0.0000000000
2025-08-23,Optimal,1.0018845000,7734.6190214029,7745.6290296788,7745.6290296788,23469.2370170463,43080.3590590864,23469.2370170463,1809.4755880896,431.4442974528,1350.0626293972,24819.2996464435,0.0000000000
2025-08-24,Optimal,5.5395595000,7745.6290296788,7787.6943920003,7787.6943920003,55566.7956452701,77120.1320515406,55566.7956452701,4178.6423751605,707.5752105059,3155.9544431046,58722.7500883748,0.0000000000
2025-08-25,Optimal,3.9138783000,7787.6943920003,8428.1311427934,8428.1311427934,57644.1922883589,79667.8851707050,57644.1922883589,4886.9527793697,1139.9389139808,4716.4104376461,62360.6027260049,0.0000000000
2025-08-26,Optimal,3.6102420000,8428.1311427934,8088.2081713929,8088.2081713929,55107.2346001263,77596.4638823230,55107.2346001263,3576.0188594180,722.9845214030,3421.1802099139,58528.4148100402,0.0000000000
2025-08-27,Optimal,3.5053487000,8088.2081713929,8248.3583733048,8248.3583733048,57143.4722736315,80115.7053412100,57143.4722736315,5127.3278072863,438.6366285037,1957.7112868347,59101.1835604661,0.0000000000
2025-08-28,Optimal,6.1526332000,8248.3583733048,8102.2420992942,8102.2420992942,56150.1028160602,78085.2656948281,56150.1028160602,4907.4900592608,2915.4334912273,14024.4118820474,70174.5146981076,0.0000000000
2025-08-29,Optimal,2.9689722000,8102.2420992942,8319.0301019558,8354.4195670165,25531.9975544736,45264.9492958912,25531.9975544736,2973.6099843763,463.7145585984,1891.2644771136,27423.2620315872,0.0000000000
2025-08-30,Optimal,2.5959554000,8354.4195670165,7950.0000000000,7962.8609114583,24492.6044170796,43238.1197061639,24492.6044170796,2377.7796784309,290.9958015448,1004.8279701019,25497.4323871816,0.0000000000
2025-08-31,Optimal,3.1486930000,7962.8609114583,7847.0816817149,7847.0816817149,56390.0988489613,79286.7793747209,56390.0988489613,5230.9824073092,487.6430939975,2011.5867788767,58401.6856278379,0.0000000000
2025-09-01,Optimal,3.3776271000,7847.0816817149,7706.8419618209,7952.9559448939,50075.9880771303,78346.2371821711,50075.9880771303,3958.3426879193,44.7763963542,123.4495750818,50199.4376522121,0.0000000000
2025-09-02,Optimal,2.4528824000,7952.9559448939,8194.6593190787,8310.0150643044,49768.0417903478,78267.1286954872,49768.0417903478,4448.3677019789,106.1944656535,389.1698691551,50157.2116595029,0.0000000000
2025-09-03,Optimal,4.5423332000,8310.0150643044,7842.9165359709,7932.4558313991,50656.1555240668,77399.6140811941,50656.1555240668,3747.3047925400,12.8148148437,57.0707779066,50713.2263019735,0.0000000000
2025-09-04,Optimal,3.8401666000,7932.4558313991,8040.2882045367,8175.0732379568,50689.9122819056,79153.6977554969,50689.9122819056,3744.3248832620,1.8900185221,8.3217515530,50698.2340334586,0.0000000000
2025-09-05,Optimal,2.1870571000,8175.0732379568,8414.2373550744,8695.8995998660,21007.1915559650,43313.9085222552,21007.1915559650,2156.3670999194,0.0000000000,0.0000000000,21007.1915559650,0.0000000000
2025-09-06,Optimal,2.2151952000,8695.8995998660,7712.5702121946,8046.3313452964,20561.2613516506,42566.2108791250,20561.2613516506,1745.9144555658,153.6879282982,542.4071724437,21103.6685240942,0.0000000000
2025-09-07,Optimal,2.8459148000,8046.3313452964,7656.3569957387,7933.8101007734,48485.6754322115,75296.2216804856,48485.6754322115,3847.5006426816,216.6229405384,1005.0153732206,49490.6908054322,0.0000000000
2025-09-08,Optimal,3.8892962000,7933.8101007734,7531.8595541668,7531.8595541668,39720.3421513658,62837.1814715471,39720.3421513658,2939.4989883920,2843.0386018109,11977.9647695985,51698.3069209643,0.0000000000
2025-09-09,Optimal,3.2533453000,7531.8595541668,7825.9380957092,7825.9380957092,41887.4959120635,66625.6686056341,41887.4959120634,4105.4584486884,661.2682739200,2911.5268563721,44799.0227684355,0.0000000000
2025-09-10,Optimal,3.4975915000,7825.9380957092,7764.1452943502,7764.1452943502,42350.2465316197,66164.3598077544,42350.2465316197,4448.8303662805,3018.5257591390,13282.4506717354,55632.6972033551,0.0000000000
2025-09-11,Optimal,4.6994081000,7764.1452943502,8424.5248173692,8424.5248173692,42555.9566073231,68020.2157902924,42555.9566073231,4075.8028296329,424.1429419922,1968.5292940064,44524.4859013295,0.0000000000
2025-09-12,Optimal,2.0577360000,8424.5248173692,7827.0074184709,7854.2504531931,15501.9996118031,33961.0526451844,15501.9996118031,2556.8918916259,472.5355309143,1524.6578017189,17026.6574135220,0.0000000000
2025-09-13,Optimal,2.2196310000,7854.2504531931,7983.8656930590,7983.8656930590,15692.6955844897,34645.9670633491,15692.6955844897,1882.3241736292,660.9462783927,2128.7949576397,17821.4905421294,0.0000000000
2025-09-14,Optimal,3.8988458000,7983.8656930590,7826.5727059514,7826.5727059514,42267.9122308329,66127.7020973324,42267.9122308329,4186.7738562040,1832.9987714698,7060.3329639337,49328.2451947665,0.0000000000
2025-09-15,Optimal,2.8444961000,7826.5727059514,7731.2645355164,7731.2645355164,42611.8589313044,67267.2593276352,42611.8589313045,3823.5088167471,603.6434115543,2551.2270639943,45163.0859952988,0.0000000000
2025-09-16,Optimal,5.2676230000,7731.2645355164,7703.6019235898,7703.6019235898,43425.4432729281,67194.7122759649,43425.4432729282,3929.2509326236,1501.5745766905,4546.6559723909,47972.0992453190,0.0000000000
2025-09-17,Optimal,3.5356895000,7703.6019235898,8285.4179381151,8285.4179381151,43993.9646447305,69218.6084770348,43993.9646447305,3947.1634170522,909.9380974157,3613.1944575298,47607.1591022602,0.0000000000
2025-09-18,Optimal,3.7544567000,8285.4179381151,7658.4886526729,7658.4886526729,42317.3081930918,66810.6818776796,42317.3081930918,3771.8443187512,768.6780309657,3435.7300420170,45753.0382351088,0.0000000000
2025-09-19,Optimal,2.9489227000,7658.4886526729,8094.8571526290,8095.6126864831,16076.7980900129,35612.5711091617,16076.7980900129,2151.6066666324,586.0166980946,1657.9742995046,17734.7723895175,0.0000000000
2025-09-20,Optimal,3.3677575000,8095.6126864831,7713.5150351503,7713.5150351503,15600.2625084229,34337.3634519892,15600.2625084229,1302.6328116344,717.7120724499,2556.1587135613,18156.4212219842,0.0000000000
2025-09-21,Optimal,4.7148786000,7713.5150351503,8194.6594390088,8194.6594390088,45149.7738421390,70368.5374198570,45149.7738421390,4159.1208248269,670.5303166155,2470.8308204406,47620.6046625796,0.0000000000
2025-09-22,Optimal,4.3232915000,8194.6594390088,7699.1393330037,7699.1393330037,44586.4739356637,68438.4205216882,44586.4739356637,3775.8929637889,1087.1482295278,4569.9771224996,49156.4510581633,0.0000000000
2025-09-23,Optimal,5.7220920000,7699.1393330037,7780.8437550719,7780.8437550719,45303.1238833868,70814.5338900133,45303.1238833868,3132.3652661169,1176.6178304270,5600.3192297868,50903.4431131736,0.0000000000
2025-09-24,Optimal,3.9073718000,7780.8437550719,8235.8466781509,8235.8466781509,45926.8437795630,71704.1808745171,45926.8437795630,4395.9463515907,612.9467432059,2242.2285891094,48169.0723686724,0.0000000000
2025-09-25,Optimal,3.3353748000,8235.8466781509,8314.9368587513,8314.9368587513,46281.9793553354,71684.9678099304,46281.9793553354,4715.5505952994,429.9989949850,1804.5765632241,48086.5559185595,0.0000000000
2025-09-26,Optimal,3.7790026000,8314.9368587513,8267.3425745043,8267.3425745043,16708.3139755986,36425.6768304911,16708.3139755986,2418.7283108071,252.4673516366,806.9963321562,17515.3103077548,0.0000000000
2025-09-27,Optimal,3.9119837000,8267.3425745043,8107.4684714195,8140.6413794780,16575.9218489178,35707.6416084806,16575.9218489178,1760.0330760858,1027.1798662521,3426.4645651232,20002.3864140411,0.0000000000
2025-09-28,Optimal,3.8814559000,8140.6413794780,8204.0735140271,8204.0735140271,46680.7661307687,71482.7280628061,46680.7661307687,3957.2430529845,735.8397878764,3084.9249647784,49765.6910955471,0.0000000000
2025-09-29,Optimal,3.0615796000,8204.0735140271,8197.0454363362,8197.0454363362,47543.3529714092,73162.9770502113,47543.3529714092,4632.2247952248,496.2744251912,2060.3231902974,49603.6761617066,0.0000000000
2025-09-30,Optimal,2.6014532000,8197.0454363362,8106.7842228573,8106.7842228573,47788.7267612288,73891.3117297503,47788.7267612288,4794.3645309449,871.8629894046,3865.8771837820,51654.6039450108,0.0000000000
2025-10-01,Optimal,3.2160064000,8106.7842228573,8426.1868705783,8455.0081384458,44961.3699918553,73692.2260628852,44961.3699918553,4535.1040303004,38.7127520612,98.9066092725,45060.2766011277,0.0000000000
2025-10-02,Optimal,3.2692249000,8455.0081384458,8289.7757478392,8386.6000606285,44513.5787079156,71878.3398630208,44513.5787079156,3891.7890117656,124.9267601156,326.3919675286,44839.9706754441,0.0000000000
2025-10-03,Optimal,2.5231681000,8386.6000606285,8007.9415996568,8092.5302270439,15295.7748353445,35379.6307812453,15295.7748353445,1489.5321236351,138.4150236690,299.3529878396,15595.1278231841,0.0000000000
2025-10-04,Optimal,2.0697615000,8092.5302270439,7950.0000000000,7959.3960730613,16457.2408051708,36712.3576908341,16457.2408051708,1694.2081187404,158.0425608734,536.7326354776,16993.9734406484,0.0000000000
2025-10-05,Optimal,3.8058071000,7959.3960730613,8109.3453092149,8109.3453092149,44267.2188020576,70962.4538590470,44267.2188020576,4702.7825626079,91.1157359096,207.1464543654,44474.3652564229,0.0000000000
2025-10-06,Optimal,2.8369237000,8109.3453092149,7778.3868883247,7782.2772186198,44591.9457996799,69548.9143510157,44591.9457996799,4725.9674547692,308.5202061010,801.6700912526,45393.6158909326,0.0000000000
2025-10-07,Optimal,3.2143712000,7782.2772186198,7736.7144660737,7758.6406276767,42889.7814732336,68474.0014506459,42889.7814732336,2749.9829610413,532.1254587565,1930.7547766393,44820.5362498729,0.0000000000
2025-10-08,Optimal,4.4654078000,7758.6406276767,7781.3424746350,7781.3424746350,40269.5306868180,65143.1732398486,40269.5306868180,4381.0881081656,1068.0086733535,3691.5806340738,43961.1113208918,0.0000000000
2025-10-09,Optimal,4.0889774000,7781.3424746350,7755.3144943612,7755.3144943612,39969.9637606072,65403.5376655785,39969.9637606072,4098.9206380408,497.9200524732,2258.4191015505,42228.3828621577,0.0000000000
2025-10-10,Optimal,1.8535724000,7755.3144943612,7766.5620421596,7766.5620421596,13296.5161728983,32153.9093717978,13296.5161728983,1218.4667301422,782.5244318785,2252.0501721695,15548.5663450678,0.0000000000
2025-10-11,Optimal,1.9664097000,7766.5620421596,8573.9747013211,8573.9747013211,14961.4244087650,34866.8325295388,14961.4244087650,2147.8143433359,214.2914677327,830.8098297262,15792.2342384912,0.0000000001
2025-10-12,Optimal,3.4088629000,8573.9747013211,8714.5486861065,8714.5486861065,42889.2275982328,69332.2779501559,42889.2275982328,4808.3922689164,431.0424708890,1468.5527571326,44357.7803553653,0.0000000000
2025-10-13,Optimal,5.3937450000,8714.5486861065,7929.3534255438,7929.3534255438,42368.7532816794,68217.1700697165,42368.7532816794,4610.3878354161,105.0110413818,311.3533108126,42680.1065924921,0.0000000000
2025-10-14,Optimal,5.1257018000,7929.3534255438,7783.3229768851,7783.3229768851,41435.8246131113,67079.0640971795,41435.8246131113,3012.5333908019,1061.6372332914,4380.8642298588,45816.6888429701,0.0000000000
2025-10-15,Optimal,4.0706405000,7783.3229768851,7749.1805367529,7749.1805367529,41639.0612937938,67427.0031659228,41639.0612937938,3618.2811588617,1474.8088363476,5674.9258239769,47313.9871177707,0.0000000000
2025-10-16,Optimal,4.2002176000,7749.1805367529,8179.2105138405,8179.2105138405,43196.3069722565,68932.0046805705,43196.3069722565,4392.0533340346,2089.6511984897,9309.7575434198,52506.0645156763,0.0000000000
2025-10-17,Optimal,2.9711582000,8179.2105138405,8100.8166348392,8100.8166348392,14832.9521080231,34343.4999596156,14832.9521080231,1559.5134142325,155.8251465434,599.3453799646,15432.2974879877,0.0000000000
2025-10-18,Optimal,3.2052375000,8100.8166348392,7764.8618421198,7764.8618421198,14754.8163394168,34319.8375722199,14754.8163394169,1628.8700750713,412.0817379395,1124.4005889045,15879.2169283213,0.0000000000
2025-10-19,Optimal,6.1608811000,7764.8618421198,8371.4180193094,8371.4180193094,46555.7104494964,73409.5343174739,46555.7104494964,5286.5509124159,800.7205817467,3411.4138206814,49967.1242701778,0.0000000000
