date,schedule,settlement_mode,solver_status,solver_success,solver_runtime_seconds,release_count,maximum_scenario_power_balance_residual_kw,initial_energy_kwh,final_energy_kwh,initial_planned_purchase_energy_kwh,initial_planned_purchase_cost_yuan,initial_expected_operating_cost_yuan,adjustment_cost_yuan,adjustment_energy_kwh,adjustment_increase_energy_kwh,adjustment_decrease_energy_kwh,adjusted_interval_count,emergency_energy_kwh,emergency_cost_yuan,realized_total_cost_yuan,emergency_interval_count,battery_throughput_kwh,mean_soc_kwh,minimum_soc_kwh,maximum_soc_kwh,wall_runtime_seconds
2025-03-30,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,15.7291519000,2,0.0000000000,6937.4374309410,6979.7973603984,66167.3657929733,38931.7311620707,41440.2407135174,-144.7535559167,474.4368827188,0.0000000000,474.4368827188,11,567.3159599392,2204.9453373667,40991.9229435207,28,38013.7879963823,7304.5186628989,1200.0000000000,10800.0000000000,4438.0299066000
2025-03-31,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.8045854000,2,0.0000000000,6979.7973603984,6959.1202719521,62974.5502542480,37689.7431339678,39640.1587094425,361.8155632636,324.9054072977,324.9054072977,0.0000000000,12,887.8507646681,3299.0509119248,41350.6096091562,40,35790.5133133007,7419.7283679659,1200.4582609954,10800.0000000000,4438.0299066000
2025-04-01,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.8920635000,2,0.0000000000,6959.1202719521,7016.0714733186,66269.3609592212,40558.5582914910,43085.6372052031,6.3573261748,5.3357893112,5.3357893112,0.0000000000,1,1491.3061214653,4829.7450147541,45394.6606324199,49,35391.8226368322,7550.9791376633,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-02,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,19.9804240000,2,0.0000000000,7016.0714733186,7000.2599385976,65082.5846781733,39087.4611817045,41438.7153493817,272.4387229713,270.7859906347,270.7859906347,0.0000000000,10,2246.0806877370,8521.6405113017,47881.5404159776,58,38246.2710598329,7076.0853818481,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-03,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,19.0627389000,2,0.0000000000,7000.2599385976,7015.4605522144,66165.9200742538,39577.7746495360,41829.9342780794,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,387.7848679553,1294.3165137326,40872.0911632687,26,41379.3428463965,7292.5648038674,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-04,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.7909052000,2,0.0000000000,7015.4605522144,7077.8156796033,30094.7710808516,11989.9533346784,12802.4524654225,-14.7007836723,46.5840666462,0.0000000000,46.5840666462,8,368.1461561557,1158.0668165258,13133.3193675319,21,30200.9225524234,6109.5576110766,1248.4458722890,10800.0000000000,4438.0299066000
2025-04-05,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.1527212000,2,0.0000000000,7077.8156796033,6929.5328363320,29841.5893845962,12126.0819356011,12916.9050271656,-5.3322013271,13.8986089589,0.0000000000,13.8986089589,1,349.4580143808,982.9798007467,13103.7295350207,30,30500.8233082866,5770.1676660825,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-06,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.4315950000,2,0.0000000000,6929.5328363320,7566.2394246784,66329.0670184963,39251.0363164352,41892.3776162856,-5.1469859925,20.7030343108,0.0000000000,20.7030343108,2,355.5172784624,1414.8069804899,40660.6963109326,25,37298.2302862549,7186.8072128446,1200.9711540799,10800.0000000000,4438.0299066000
2025-04-07,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,13.9046713000,2,0.0000000000,7566.2394246784,6985.4850177452,62724.8049428248,37201.2075286084,39219.1553837278,-40.7573392139,209.8995992778,8.1481798454,201.7514194325,9,392.1913372927,1013.9213609547,38174.3715503493,25,35436.7645707721,7513.6949174666,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-08,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,14.1314524000,2,0.0000000000,6985.4850177452,7014.7334758761,64689.2474163492,37997.3895920409,40046.3447362665,45.0805198885,70.0904184662,38.3960317794,31.6943866868,9,649.3910386917,2950.0754892852,40992.5456012146,32,37700.4187760399,7116.2724489296,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-09,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,13.3426932000,2,0.0000000000,7014.7334758761,6957.5394121518,62869.5277897704,37418.6397982210,39705.2691886126,222.2228387356,269.0523997876,269.0523997876,0.0000000000,9,2492.7846119905,8921.0041061373,46561.8667430939,56,38593.2445870149,6945.5763782122,1228.1542993471,10800.0000000000,4438.0299066000
2025-04-10,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,16.4678756000,2,0.0000000000,6957.5394121518,7046.0324837907,64131.3352664560,37643.1308395262,39676.1241125012,61.4475501634,52.5236175519,52.5236175519,0.0000000000,8,508.3635754600,2209.3285498553,39913.9069395450,33,39678.6799166563,7037.6208830822,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-11,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,5.7403964000,2,0.0000000000,7046.0324837907,6999.9228194104,29552.3904832439,11473.5914403971,12252.5514039331,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,471.3238529899,1536.7941518089,13010.3855922060,29,34789.8253955224,5825.1556767447,1253.5593179432,10800.0000000000,4438.0299066000
2025-04-12,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,3.9539664000,2,0.0000000000,6999.9228194104,7085.1522700677,30522.2966208352,11846.8417346899,12569.2872218627,-5.8812404038,20.5385018688,0.0000000000,20.5385018688,3,147.0822438785,400.4285232392,12241.3890175254,15,34967.6457996875,6256.6585094313,1220.6068525584,10800.0000000000,4438.0299066000
2025-04-13,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,17.7577549000,2,0.0000000000,7085.1522700677,6986.7380570480,62572.2189024453,37080.5467790788,39613.4211716176,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,619.0741259353,2579.9500045016,39660.4967835803,30,38791.3546296121,7215.4348185139,1221.7965028212,10800.0000000000,4438.0299066000
2025-04-14,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,21.7069380000,2,0.0000000000,6986.7380570480,7106.2308718914,62481.5869063507,36391.9416391561,38539.9104920105,-114.2185452552,329.3727465100,0.0000000000,329.3727465100,15,472.3223785285,1958.5870830989,38236.3101769999,29,37376.5502171001,7350.2215330274,1223.2514973958,10800.0000000000,4438.0299066000
2025-04-15,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,17.6333141000,2,0.0000000000,7106.2308718914,7096.5265730938,61579.3069841541,35621.6247223728,37370.9012420079,46.0218843942,61.5998309374,52.1148073431,9.4850235943,6,294.2283392400,1233.4629353041,36901.1095420711,25,37762.8992227142,7143.4654638580,1236.8211452546,10800.0000000000,4438.0299066000
2025-04-16,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.5971936000,2,0.0000000000,7096.5265730938,7041.7499554274,61897.8820322140,36822.7101453805,38977.9604995666,68.6692231699,61.9209440407,61.9209440407,0.0000000000,8,1188.4669340125,4793.6041979264,41684.9835664768,46,35794.3472684504,7427.8670723924,1218.1709561632,10800.0000000000,4438.0299066000
2025-04-17,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,14.9896758000,2,0.0000000000,7041.7499554274,6973.1241947335,60068.3708316965,35156.0559812892,37084.7507500979,33.6343739694,49.0400634379,49.0400634379,0.0000000000,5,408.0369194681,1549.2264231739,36738.9167784325,29,36448.8472349367,7078.0426544681,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-18,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.1219713000,2,0.0000000000,6973.1241947335,7227.3354768792,29514.5428237882,11495.6768366185,12197.3451286283,-1.8967704002,6.4887454210,0.0000000000,6.4887454210,2,282.3648890576,801.3593367150,12295.1394029333,15,31274.3686125786,5980.9961912597,1361.7066828216,10800.0000000000,4438.0299066000
2025-04-19,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.8564376000,2,0.0000000000,7227.3354768792,7505.3633989557,28622.0333671694,11153.5648033618,11924.9600898292,-5.1425082881,20.1083570336,0.3799825580,19.7283744756,5,366.1981205279,1073.6749302348,12222.0972253085,16,30692.8554793428,5751.6704470972,1397.5853871999,10800.0000000000,4438.0299066000
2025-04-20,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.0065187000,2,0.0000000000,7505.3633989557,7031.2523198289,60304.4815417235,35545.1511936023,37551.5633956331,-4.6355457165,24.0087565152,0.5691747581,23.4395817571,3,619.7650582584,1974.0267877864,37514.5424356722,31,35432.1001988750,7285.3002360683,1219.4837209009,10800.0000000000,4438.0299066000
2025-04-21,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.4612891000,2,0.0000000000,7031.2523198289,7026.5947472064,61065.5778177552,35177.4409897136,37298.9503248222,-318.1102538446,1355.8711506670,0.0000000000,1355.8711506670,21,598.7334984501,2074.1657250570,36933.4964609260,27,35855.1725386943,7258.3390532364,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-22,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.5853604000,2,0.0000000000,7026.5947472064,7072.2611498030,59174.4998750796,35035.9055843821,36960.0814768703,18.7358559953,17.6232777762,17.6232777762,0.0000000000,3,1009.4181330475,3087.1713567551,38141.8127971325,39,35689.0970651301,7244.8721061924,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-23,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,13.3428966000,2,0.0000000000,7072.2611498030,7091.6253653971,59901.4061243680,35155.7285398429,37215.5516243408,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,622.1463114297,2163.1218189169,37318.8503587598,32,34961.6117142731,7171.7615096093,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-24,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.2607353000,2,0.0000000000,7091.6253653971,7065.4751711431,59041.8957803725,34494.1496374698,36656.3892189409,-90.1636489137,367.6340500401,0.0000000000,367.6340500401,6,258.8795918423,1053.4495872236,35457.4355757797,18,34518.9608388902,6973.8875614861,1232.2521383501,10800.0000000000,4438.0299066000
2025-04-25,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,3.7845013000,2,0.0000000000,7065.4751711431,7505.5447198443,28324.5612009078,10509.1677336615,11214.4830666896,1.0812983250,1.2765460421,1.2765460421,0.0000000000,1,198.8417323984,546.4703368053,11056.7193687918,16,32714.8902882190,6002.0482357666,1358.0243211055,10800.0000000000,4438.0299066000
2025-04-26,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.7061895000,2,0.0000000000,7505.5447198443,7243.9878011789,27798.8994540948,10596.8232957443,11287.3774476451,-8.9887496028,50.9277597894,0.0000000000,50.9277597894,1,535.4872794468,1577.4950186209,12165.3295647624,29,34990.8234390041,5988.2650456753,1336.5215239733,10800.0000000000,4438.0299066000
2025-04-27,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,16.4466777000,2,0.0000000000,7243.9878011789,7054.7374940201,56273.0768492000,32177.1469178067,33869.7480214284,308.7852045281,462.1171124275,462.1171124275,0.0000000000,6,1302.4940826671,5664.4166978464,38150.3488201812,37,37744.8520017629,7009.3506801761,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-28,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,14.9695848000,2,0.0000000000,7054.7374940201,7108.5286266616,57519.8619969287,34028.6679194465,36088.0380657563,1439.4239117860,1784.1374158437,1784.1374158437,0.0000000000,13,3187.4070359699,12080.9581393850,47549.0499706175,58,33825.5098957021,7212.1070354158,1277.7131017530,10800.0000000000,4438.0299066000
2025-04-29,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.7590874000,2,0.0000000000,7108.5286266616,7295.3035392813,58595.9822455632,33421.8747224195,35514.4485704427,13.7939414458,11.6991270775,11.6991270775,0.0000000000,4,870.9345182111,3651.4545878996,37087.1232517649,23,34981.6868043669,7340.0768294046,1200.0000000000,10800.0000000000,4438.0299066000
2025-04-30,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,18.4408972000,2,0.0000000000,7295.3035392813,7022.7337713999,56394.5820892316,32683.4900641571,34616.1067351784,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1273.1107440396,4404.7661911242,37088.2562552813,38,32827.0917366620,7368.2586723837,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-01,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.5399485000,2,0.0000000000,7022.7337713999,7365.5167136902,58050.7841102294,34311.5139096781,36475.3744665919,114.8405918560,245.3652911830,187.0865188064,58.2787723767,5,2402.3194743691,11426.7777387893,45853.1322403234,59,40223.5532610762,7065.4686816601,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-02,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.3511995000,2,0.0000000000,7365.5167136902,7367.4918411968,28079.9931886487,11395.9683364507,12292.1949109003,39.5607640632,40.9491276712,40.9491276712,0.0000000000,5,2348.6093070319,8920.1898017078,20355.7189022217,60,34667.4296018386,5595.2224521173,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-03,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.2224592000,2,0.0000000000,7367.4918411968,7116.7803427741,27895.2150651915,11216.8937251927,11957.0316475113,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1775.4953375434,7667.4258574676,18884.3195826603,48,32244.7763890157,5910.3878820141,1226.1366657587,10800.0000000000,4438.0299066000
2025-05-04,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.3105424000,2,0.0000000000,7116.7803427741,7371.4234770875,59175.0567305252,35556.7999638390,37928.6310801095,-149.0343918631,599.2417491400,0.0000000000,599.2417491400,3,2411.5600237655,10843.7744179039,46251.5399898797,67,33425.2909173105,7265.1221236586,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-05,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.8009904000,2,0.0000000000,7371.4234770875,7273.9772550638,60011.5985881102,35508.7654567927,37909.1435090659,254.1960304626,368.8318336899,368.8318336899,0.0000000000,3,2433.2227534898,11346.6648579712,47109.6263452265,64,38918.4668148841,7105.8060951094,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-06,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.9160417000,2,0.0000000000,7273.9772550638,7440.9590911881,59028.7384219328,35335.9995950028,37848.5983875152,80.9394606473,124.7910278251,124.7910278251,0.0000000000,1,2620.0563452842,11732.1517907489,47149.0908463990,69,37960.2408532344,6997.1563644998,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-07,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.0591587000,2,0.0000000000,7440.9590911881,7694.4682101051,59567.3694628681,35546.1792725413,37997.2159920119,58.1384370542,62.9944459041,62.9944459041,0.0000000000,7,2923.3121282671,13741.1053043088,49345.4230139043,70,36229.3663007340,6952.5367260610,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-08,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.1621137000,2,0.0000000000,7694.4682101051,7824.7691902673,64098.6258346656,39344.4345978250,42052.8629777262,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,979.4312244953,4314.3318682353,43658.7664660603,31,34591.1030176879,7556.9243451563,1324.7955942824,10800.0000000000,4438.0299066000
2025-05-09,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,4.3617122000,2,0.0000000000,7824.7691902673,7082.5878576370,29535.4448773250,12366.1911525965,13089.2234257483,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,495.8176198643,1521.4316641587,13887.6228167552,25,32515.5463151751,5608.4821941284,1361.2126952869,10800.0000000000,4438.0299066000
2025-05-10,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,5.4520664000,2,0.0000000000,7082.5878576370,7134.2977822527,30677.6759344376,13103.1468547768,13993.1880394896,6.4297065542,7.2141790388,7.2141790388,0.0000000000,4,468.0958240612,1514.5747578077,14624.1513191387,24,33050.1176058229,5689.8073155042,1292.3630615117,10800.0000000000,4438.0299066000
2025-05-11,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,16.2219624000,2,0.0000000000,7134.2977822527,7070.7089007530,62848.4700843345,38485.6380321915,41105.7240433008,3.5187065733,3.6006206941,3.6006206941,0.0000000000,1,971.8171979469,3816.9461923934,42306.1029311582,42,32736.5528250364,7619.1183463638,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-12,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.9153260000,2,0.0000000000,7070.7089007530,7099.6497495692,61350.6031103584,37622.1195908154,40068.6034955076,16.9176418001,14.6196794494,14.6196794494,0.0000000000,5,897.8672875709,3396.7004611816,41035.7376937971,38,29521.1819315575,7868.8153797154,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-13,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.0855907000,2,0.0000000000,7099.6497495692,7399.0035774889,64805.6219293906,38779.2373734763,41507.8723584420,-78.3181095135,299.9095990728,0.0000000000,299.9095990728,2,267.5426570159,1306.9559005746,40007.8751645375,15,38218.8263797626,7685.7032180506,1217.4033936632,10800.0000000000,4438.0299066000
2025-05-14,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.9408759000,2,0.0000000000,7399.0035774889,7184.3547266672,63595.7675810793,38244.5100680754,40994.5992101271,39.7719845605,65.9663794596,65.9663794596,0.0000000000,2,246.3216684779,824.1798564627,39108.4619090986,20,34755.6271743150,7397.1893805370,1233.8021491784,10800.0000000000,4438.0299066000
2025-05-15,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.6012082000,2,0.0000000000,7184.3547266672,7569.2989677066,63243.3587174377,38436.0869168770,40948.7056332206,428.2598262968,386.3779445185,386.3779445185,0.0000000000,15,648.7404422737,2670.7510762820,41535.0978194558,27,35753.5889750084,7558.7297287332,1284.2866524463,10800.0000000000,4438.0299066000
2025-05-16,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.3665311000,2,0.0000000000,7569.2989677066,7367.6812820664,29111.4473565298,12265.7934684314,13173.1881622972,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,430.5189233208,1054.5453757528,13320.3388441842,19,32401.9958226908,5676.8982700794,1397.2433196442,10800.0000000000,4438.0299066000
2025-05-17,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.8034888000,2,0.0000000000,7367.6812820664,7521.8186680508,30125.4918079067,12767.1525703376,13749.7096383571,-1.7351984072,5.6438393469,0.0000000000,5.6438393469,1,657.2410692028,1997.2723863713,14762.6897583017,30,34837.7623248300,5440.6259182211,1298.4470260792,10800.0000000000,4438.0299066000
2025-05-18,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.8967343000,2,0.0000000000,7521.8186680508,7523.0659698947,62218.1781616414,37789.1163507952,40263.2184679941,2.0022115715,2.8376014335,2.8376014335,0.0000000000,1,1160.3958450680,3745.7603890030,41536.8789513696,36,32714.6848431647,7606.3305537636,1248.5854280843,10800.0000000000,4438.0299066000
2025-05-19,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,14.2987728000,2,0.0000000000,7523.0659698947,8118.7910369609,63508.2780280797,37613.7089520508,40353.3229064532,-5.1162847096,33.5494079315,0.0000000000,33.5494079315,1,357.0853890226,1926.7411568503,39535.3338241915,16,33385.7578306893,7543.0716542956,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-20,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.4647459000,2,0.0000000000,8118.7910369609,6969.4916791893,58240.8722157748,35038.3648838957,37497.4016954458,47.2064372193,44.4429030960,44.4429030960,0.0000000000,6,1770.9898237162,6368.4678521843,41454.0391732993,52,35595.6822954667,7708.6203047767,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-21,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,13.4383334000,2,0.0000000000,6969.4916791893,7096.7934128339,60001.0592432527,36432.9316844894,38591.2258808915,174.7723831387,160.4465491853,160.4465491853,0.0000000000,11,1061.8285952641,4206.5695140648,40814.2735816929,28,31440.9199482043,7303.5524028453,1258.1114138483,10800.0000000000,4438.0299066000
2025-05-22,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.0045091000,2,0.0000000000,7096.7934128339,7455.4984714785,60083.4073681554,36148.7703476416,38655.0219825829,37.7292249870,29.4372254867,29.4372254867,0.0000000000,5,492.0546735284,2466.4451599281,38652.9447325566,25,31912.0518256532,7511.3308617410,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-23,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.9604448000,2,0.0000000000,7455.4984714785,7632.2411825092,29768.8887728218,12062.6360208569,13006.8693138582,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,414.7532137857,1407.4741359891,13470.1101568460,26,35812.2269274450,5493.1305797333,1307.8033624290,10800.0000000000,4438.0299066000
2025-05-24,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.3963183000,2,0.0000000000,7632.2411825092,7615.2876044518,29745.7349803675,12619.8010612953,13678.3546868104,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,198.0484814082,706.1233371427,13325.9243984380,19,32787.4461093481,5360.9255840426,1431.8642188401,10800.0000000000,4438.0299066000
2025-05-25,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.3014748000,2,0.0000000000,7615.2876044518,7043.2593185077,59833.1082074093,35723.0844410912,38163.7183516855,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,412.5808348719,2084.3469990444,37807.4314401356,21,33319.3660149509,7679.0507430125,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-26,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.9809564000,2,0.0000000000,7043.2593185077,7048.9888410852,58908.7906786246,35373.8459676871,37871.1407618772,998.4420813594,1384.9392061405,1384.9392061405,0.0000000000,3,1988.6761700944,7310.8994058115,43683.1874548580,45,34318.5601128339,7580.0703493714,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-27,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.0452357000,2,0.0000000000,7048.9888410852,7650.9911972261,61550.9933849714,36700.1341572673,39373.4746450876,112.9334245655,110.0358406073,110.0358406073,0.0000000000,8,591.0544415337,2135.6424594125,38948.7100412452,29,35394.3003559766,7802.2433411463,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-28,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.9676639000,2,0.0000000000,7650.9911972261,8244.2690119605,62736.7180156781,37902.0901203548,40975.4990679753,44.5033662630,57.9775443110,57.9775443110,0.0000000000,2,1168.8250704091,3335.7499732693,41282.3434598871,27,36402.3831647575,7335.8274802822,1200.0000000000,10800.0000000000,4438.0299066000
2025-05-29,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.2704555000,2,0.0000000000,8244.2690119605,7142.7710329315,58666.0535343115,35378.7503889592,38420.5036153363,834.4666545447,1027.3153904560,1027.3153904560,0.0000000000,8,1063.1180162771,4108.1703850910,40321.3874285949,53,33551.8004557972,7413.8200467478,1247.6731437339,10800.0000000000,4438.0299066000
2025-05-30,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.2456296000,2,0.0000000000,7142.7710329315,7491.5638760521,29339.5201466408,12359.3969823767,13284.7616307880,22.7547159847,25.0986369402,25.0986369402,0.0000000000,4,746.4332427196,2318.3335526698,14700.4852510313,18,32556.7054806858,5578.3929752789,1364.1941850099,10800.0000000000,4438.0299066000
2025-05-31,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.6783701000,2,0.0000000000,7491.5638760521,7595.9957379741,30162.3592380467,11827.1553795177,12847.2405731375,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,454.9663877200,1447.0651342692,13274.2205137870,23,38841.6768404698,5810.7485731397,1301.2648909687,10800.0000000000,4438.0299066000
2025-06-01,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.4934734000,2,0.0000000000,7595.9957379741,7467.7235336499,61613.8056070656,40834.7114786285,43575.8080019513,2209.4936644519,2169.8498363855,2169.8498363855,0.0000000000,20,10890.7216238320,46694.7935894510,89738.9987325314,117,30690.2918235651,7795.8033510026,1200.0000000000,10800.0000000000,4438.0299066000
2025-06-02,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,13.8169146000,2,0.0000000000,7467.7235336499,7346.1332872162,63889.3366549839,41135.9464809367,44714.4817592442,141.7561041823,583.9269739754,173.1333231501,410.7936508253,19,10102.7540070413,44724.1688378057,86001.8714229247,116,37315.3063010070,6966.8078021458,1200.0000000000,10800.0000000000,4438.0299066000
2025-06-03,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.0489888000,2,0.0000000000,7346.1332872162,7333.5440325364,64697.4755518925,42018.6435359141,45132.8271032422,1512.3199528888,1620.1299908772,1620.1299908772,0.0000000000,24,6845.5146931497,29736.4494760120,73267.4129648149,103,37678.7248708515,6963.5298996352,1200.0000000000,10800.0000000000,4438.0299066000
2025-06-04,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.3560099000,2,0.0000000000,7333.5440325364,7561.6001550545,67198.2426304701,43803.5177596447,46926.2807383800,-41.0452869451,151.1901939354,0.0000000000,151.1901939354,6,7463.0131798499,31399.9235843812,75162.3960570809,108,36847.8217678961,7292.2826104839,1200.0000000000,10800.0000000000,4438.0299066000
2025-06-05,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.4981205000,2,0.0000000000,7561.6001550545,8120.5886493749,69601.6073547437,45757.4811258757,50933.0282478115,611.8772526902,569.3679703866,569.3679703866,0.0000000000,10,6876.9296562312,29097.9151851999,75467.2735637659,101,40979.0867115710,7218.0028132364,1200.0000000000,10800.0000000000,4438.0299066000
2025-06-06,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.2054820000,2,0.0000000002,8120.5886493749,7214.1773623670,29226.5194145715,13575.8636568182,15028.8199691582,55.4512422717,52.5784893937,52.5784893937,0.0000000000,6,7538.1709921860,28161.7975949103,41793.1124940002,91,35081.3998182383,5345.7880835780,1200.0000000000,10800.0000000000,4438.0299066000
2025-06-07,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.1773068000,2,0.0000000000,7214.1773623670,7351.3751194498,31407.5374043626,14584.2686129249,17399.0450407117,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,5620.7081373389,20110.4007483843,34694.6693613091,89,35676.3078133794,5277.0613487230,1200.0000000000,10800.0000000000,4438.0299066000
