forecast_id,date,issue_time,target_time,lead_minutes,lead_hours,lead_bin,release_hour,forecast_pv_kw,actual_pv_kw,alignment_status,daylight_flag,yesterday_pv_kw,last_week_pv_kw,same_slot_7d_mean_kw
7494,2025-03-20,2025-03-20 00:00:00,2025-03-20 06:00:00,360,6,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7495,2025-03-20,2025-03-20 00:00:00,2025-03-20 07:00:00,420,7,7-12h,0,1744.4593000000,1693.2375000000,matched,True,1643.8875000000,1570.5375000000,1499.6250000000
7496,2025-03-20,2025-03-20 00:00:00,2025-03-20 08:00:00,480,8,7-12h,0,3799.7469000000,3476.5125000000,matched,True,3339.9375000000,3414.7500000000,3333.3053571429
7497,2025-03-20,2025-03-20 00:00:00,2025-03-20 09:00:00,540,9,7-12h,0,5542.9795000000,5180.8875000000,matched,True,4631.2125000000,5146.2375000000,5235.3642857143
7498,2025-03-20,2025-03-20 00:00:00,2025-03-20 10:00:00,600,10,7-12h,0,7336.2850000000,6426.1875000000,matched,True,6891.5250000000,5590.5750000000,6466.7517857143
7499,2025-03-20,2025-03-20 00:00:00,2025-03-20 11:00:00,660,11,7-12h,0,8249.9904000000,7263.0000000000,matched,True,7889.7000000000,6083.9250000000,7262.8178571429
7500,2025-03-20,2025-03-20 00:00:00,2025-03-20 12:00:00,720,12,7-12h,0,7846.9398000000,7818.4500000000,matched,True,8015.4375000000,6580.6500000000,7557.3375000000
7501,2025-03-20,2025-03-20 00:00:00,2025-03-20 13:00:00,780,13,13-18h,0,6342.6733000000,7525.8000000000,matched,True,8001.8625000000,6478.0500000000,7315.2910714286
7502,2025-03-20,2025-03-20 00:00:00,2025-03-20 14:00:00,840,14,13-18h,0,5887.2321000000,6799.9500000000,matched,True,6693.1875000000,6216.4500000000,6496.7464285714
7503,2025-03-20,2025-03-20 00:00:00,2025-03-20 15:00:00,900,15,13-18h,0,3900.1545000000,5072.7750000000,matched,True,5305.2375000000,5175.1125000000,5122.7142857143
7504,2025-03-20,2025-03-20 00:00:00,2025-03-20 16:00:00,960,16,13-18h,0,2353.3917000000,3156.2250000000,matched,True,3796.9125000000,3276.7125000000,3434.6303571429
7505,2025-03-20,2025-03-20 00:00:00,2025-03-20 17:00:00,1020,17,13-18h,0,1249.5376000000,1377.7125000000,matched,True,1642.0500000000,1242.0750000000,1433.9464285714
7506,2025-03-20,2025-03-20 00:00:00,2025-03-20 18:00:00,1080,18,13-18h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7507,2025-03-20,2025-03-20 00:00:00,2025-03-20 19:00:00,1140,19,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7508,2025-03-20,2025-03-20 00:00:00,2025-03-20 20:00:00,1200,20,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7509,2025-03-20,2025-03-20 00:00:00,2025-03-20 21:00:00,1260,21,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7510,2025-03-20,2025-03-20 00:00:00,2025-03-20 22:00:00,1320,22,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7511,2025-03-20,2025-03-20 00:00:00,2025-03-20 23:00:00,1380,23,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7512,2025-03-20,2025-03-20 00:00:00,2025-03-21 00:00:00,1440,24,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7513,2025-03-20,2025-03-20 06:00:00,2025-03-20 07:00:00,60,1,1-3h,6,1727.4881000000,1693.2375000000,matched,True,1643.8875000000,1570.5375000000,1499.6250000000
7514,2025-03-20,2025-03-20 06:00:00,2025-03-20 08:00:00,120,2,1-3h,6,3564.5197000000,3476.5125000000,matched,True,3339.9375000000,3414.7500000000,3333.3053571429
7515,2025-03-20,2025-03-20 06:00:00,2025-03-20 09:00:00,180,3,1-3h,6,5464.1198000000,5180.8875000000,matched,True,4631.2125000000,5146.2375000000,5235.3642857143
7516,2025-03-20,2025-03-20 06:00:00,2025-03-20 10:00:00,240,4,4-6h,6,6778.2246000000,6426.1875000000,matched,True,6891.5250000000,5590.5750000000,6466.7517857143
7517,2025-03-20,2025-03-20 06:00:00,2025-03-20 11:00:00,300,5,4-6h,6,7787.0157000000,7263.0000000000,matched,True,7889.7000000000,6083.9250000000,7262.8178571429
7518,2025-03-20,2025-03-20 06:00:00,2025-03-20 12:00:00,360,6,4-6h,6,8429.1530000000,7818.4500000000,matched,True,8015.4375000000,6580.6500000000,7557.3375000000
7519,2025-03-20,2025-03-20 06:00:00,2025-03-20 13:00:00,420,7,7-12h,6,8650.9692000000,7525.8000000000,matched,True,8001.8625000000,6478.0500000000,7315.2910714286
7520,2025-03-20,2025-03-20 06:00:00,2025-03-20 14:00:00,480,8,7-12h,6,7692.5743000000,6799.9500000000,matched,True,6693.1875000000,6216.4500000000,6496.7464285714
7521,2025-03-20,2025-03-20 06:00:00,2025-03-20 15:00:00,540,9,7-12h,6,5648.2918000000,5072.7750000000,matched,True,5305.2375000000,5175.1125000000,5122.7142857143
7522,2025-03-20,2025-03-20 06:00:00,2025-03-20 16:00:00,600,10,7-12h,6,3471.9998000000,3156.2250000000,matched,True,3796.9125000000,3276.7125000000,3434.6303571429
7523,2025-03-20,2025-03-20 06:00:00,2025-03-20 17:00:00,660,11,7-12h,6,1550.0119000000,1377.7125000000,matched,True,1642.0500000000,1242.0750000000,1433.9464285714
7524,2025-03-20,2025-03-20 06:00:00,2025-03-20 18:00:00,720,12,7-12h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7525,2025-03-20,2025-03-20 06:00:00,2025-03-20 19:00:00,780,13,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7526,2025-03-20,2025-03-20 06:00:00,2025-03-20 20:00:00,840,14,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7527,2025-03-20,2025-03-20 06:00:00,2025-03-20 21:00:00,900,15,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7528,2025-03-20,2025-03-20 06:00:00,2025-03-20 22:00:00,960,16,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7529,2025-03-20,2025-03-20 06:00:00,2025-03-20 23:00:00,1020,17,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7530,2025-03-20,2025-03-20 06:00:00,2025-03-21 00:00:00,1080,18,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7531,2025-03-20,2025-03-20 06:00:00,2025-03-21 01:00:00,1140,19,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7532,2025-03-20,2025-03-20 06:00:00,2025-03-21 02:00:00,1200,20,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7533,2025-03-20,2025-03-20 06:00:00,2025-03-21 03:00:00,1260,21,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7534,2025-03-20,2025-03-20 06:00:00,2025-03-21 04:00:00,1320,22,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7535,2025-03-20,2025-03-20 06:00:00,2025-03-21 05:00:00,1380,23,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7536,2025-03-20,2025-03-20 06:00:00,2025-03-21 06:00:00,1440,24,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7537,2025-03-20,2025-03-20 12:00:00,2025-03-20 13:00:00,60,1,1-3h,12,7621.8427000000,7525.8000000000,matched,True,8001.8625000000,6478.0500000000,7315.2910714286
7538,2025-03-20,2025-03-20 12:00:00,2025-03-20 14:00:00,120,2,1-3h,12,6888.1777000000,6799.9500000000,matched,True,6693.1875000000,6216.4500000000,6496.7464285714
7539,2025-03-20,2025-03-20 12:00:00,2025-03-20 15:00:00,180,3,1-3h,12,5205.1210000000,5072.7750000000,matched,True,5305.2375000000,5175.1125000000,5122.7142857143
7540,2025-03-20,2025-03-20 12:00:00,2025-03-20 16:00:00,240,4,4-6h,12,3256.9460000000,3156.2250000000,matched,True,3796.9125000000,3276.7125000000,3434.6303571429
7541,2025-03-20,2025-03-20 12:00:00,2025-03-20 17:00:00,300,5,4-6h,12,1395.6276000000,1377.7125000000,matched,True,1642.0500000000,1242.0750000000,1433.9464285714
7542,2025-03-20,2025-03-20 12:00:00,2025-03-20 18:00:00,360,6,4-6h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7543,2025-03-20,2025-03-20 12:00:00,2025-03-20 19:00:00,420,7,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7544,2025-03-20,2025-03-20 12:00:00,2025-03-20 20:00:00,480,8,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7545,2025-03-20,2025-03-20 12:00:00,2025-03-20 21:00:00,540,9,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7546,2025-03-20,2025-03-20 12:00:00,2025-03-20 22:00:00,600,10,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7547,2025-03-20,2025-03-20 12:00:00,2025-03-20 23:00:00,660,11,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7548,2025-03-20,2025-03-20 12:00:00,2025-03-21 00:00:00,720,12,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7549,2025-03-20,2025-03-20 12:00:00,2025-03-21 01:00:00,780,13,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7550,2025-03-20,2025-03-20 12:00:00,2025-03-21 02:00:00,840,14,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7551,2025-03-20,2025-03-20 12:00:00,2025-03-21 03:00:00,900,15,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7552,2025-03-20,2025-03-20 12:00:00,2025-03-21 04:00:00,960,16,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7553,2025-03-20,2025-03-20 12:00:00,2025-03-21 05:00:00,1020,17,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7554,2025-03-20,2025-03-20 12:00:00,2025-03-21 06:00:00,1080,18,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7555,2025-03-20,2025-03-20 12:00:00,2025-03-21 07:00:00,1140,19,19-24h,12,1437.6362000000,1515.1500000000,matched,True,1693.2375000000,1378.2375000000,1517.1535714286
7556,2025-03-20,2025-03-20 12:00:00,2025-03-21 08:00:00,1200,20,19-24h,12,4093.4311000000,3927.9000000000,matched,True,3476.5125000000,3336.9750000000,3342.1285714286
7557,2025-03-20,2025-03-20 12:00:00,2025-03-21 09:00:00,1260,21,19-24h,12,4714.0153000000,5463.7125000000,matched,True,5180.8875000000,5471.0250000000,5240.3142857143
7558,2025-03-20,2025-03-20 12:00:00,2025-03-21 10:00:00,1320,22,19-24h,12,5298.2119000000,6699.9750000000,matched,True,6426.1875000000,7015.0875000000,6586.1250000000
7559,2025-03-20,2025-03-20 12:00:00,2025-03-21 11:00:00,1380,23,19-24h,12,5895.4383000000,8135.1750000000,matched,True,7263.0000000000,7548.8625000000,7431.2571428571
7560,2025-03-20,2025-03-20 12:00:00,2025-03-21 12:00:00,1440,24,19-24h,12,5104.9141000000,8906.5125000000,matched,True,7818.4500000000,8114.7375000000,7734.1660714286
7561,2025-03-20,2025-03-20 18:00:00,2025-03-20 19:00:00,60,1,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7562,2025-03-20,2025-03-20 18:00:00,2025-03-20 20:00:00,120,2,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7563,2025-03-20,2025-03-20 18:00:00,2025-03-20 21:00:00,180,3,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7564,2025-03-20,2025-03-20 18:00:00,2025-03-20 22:00:00,240,4,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7565,2025-03-20,2025-03-20 18:00:00,2025-03-20 23:00:00,300,5,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7566,2025-03-20,2025-03-20 18:00:00,2025-03-21 00:00:00,360,6,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7567,2025-03-20,2025-03-20 18:00:00,2025-03-21 01:00:00,420,7,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7568,2025-03-20,2025-03-20 18:00:00,2025-03-21 02:00:00,480,8,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7569,2025-03-20,2025-03-20 18:00:00,2025-03-21 03:00:00,540,9,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7570,2025-03-20,2025-03-20 18:00:00,2025-03-21 04:00:00,600,10,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7571,2025-03-20,2025-03-20 18:00:00,2025-03-21 05:00:00,660,11,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7572,2025-03-20,2025-03-20 18:00:00,2025-03-21 06:00:00,720,12,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7573,2025-03-20,2025-03-20 18:00:00,2025-03-21 07:00:00,780,13,13-18h,18,1354.4122000000,1515.1500000000,matched,True,1693.2375000000,1378.2375000000,1517.1535714286
7574,2025-03-20,2025-03-20 18:00:00,2025-03-21 08:00:00,840,14,13-18h,18,3808.1698000000,3927.9000000000,matched,True,3476.5125000000,3336.9750000000,3342.1285714286
7575,2025-03-20,2025-03-20 18:00:00,2025-03-21 09:00:00,900,15,13-18h,18,5387.0002000000,5463.7125000000,matched,True,5180.8875000000,5471.0250000000,5240.3142857143
7576,2025-03-20,2025-03-20 18:00:00,2025-03-21 10:00:00,960,16,13-18h,18,6436.1853000000,6699.9750000000,matched,True,6426.1875000000,7015.0875000000,6586.1250000000
7577,2025-03-20,2025-03-20 18:00:00,2025-03-21 11:00:00,1020,17,13-18h,18,7577.9817000000,8135.1750000000,matched,True,7263.0000000000,7548.8625000000,7431.2571428571
7578,2025-03-20,2025-03-20 18:00:00,2025-03-21 12:00:00,1080,18,13-18h,18,8827.2929000000,8906.5125000000,matched,True,7818.4500000000,8114.7375000000,7734.1660714286
7579,2025-03-20,2025-03-20 18:00:00,2025-03-21 13:00:00,1140,19,19-24h,18,8852.9250000000,7995.7500000000,matched,True,7525.8000000000,7642.2750000000,7464.9696428571
7580,2025-03-20,2025-03-20 18:00:00,2025-03-21 14:00:00,1200,20,19-24h,18,8057.7000000000,7246.8375000000,matched,True,6799.9500000000,6475.2375000000,6580.1035714286
7581,2025-03-20,2025-03-20 18:00:00,2025-03-21 15:00:00,1260,21,19-24h,18,6225.1224000000,5468.2125000000,matched,True,5072.7750000000,4516.4625000000,5108.0946428571
7582,2025-03-20,2025-03-20 18:00:00,2025-03-21 16:00:00,1320,22,19-24h,18,4017.7411000000,4046.0625000000,matched,True,3156.2250000000,3177.7125000000,3417.4178571429
7583,2025-03-20,2025-03-20 18:00:00,2025-03-21 17:00:00,1380,23,19-24h,18,1418.1796000000,1612.7250000000,matched,True,1377.7125000000,1459.7250000000,1453.3232142857
7584,2025-03-20,2025-03-20 18:00:00,2025-03-21 18:00:00,1440,24,19-24h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7585,2025-03-21,2025-03-21 00:00:00,2025-03-21 01:00:00,60,1,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7586,2025-03-21,2025-03-21 00:00:00,2025-03-21 02:00:00,120,2,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7587,2025-03-21,2025-03-21 00:00:00,2025-03-21 03:00:00,180,3,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7588,2025-03-21,2025-03-21 00:00:00,2025-03-21 04:00:00,240,4,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7589,2025-03-21,2025-03-21 00:00:00,2025-03-21 05:00:00,300,5,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7590,2025-03-21,2025-03-21 00:00:00,2025-03-21 06:00:00,360,6,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7591,2025-03-21,2025-03-21 00:00:00,2025-03-21 07:00:00,420,7,7-12h,0,1620.9630000000,1515.1500000000,matched,True,1693.2375000000,1378.2375000000,1517.1535714286
7592,2025-03-21,2025-03-21 00:00:00,2025-03-21 08:00:00,480,8,7-12h,0,4128.3750000000,3927.9000000000,matched,True,3476.5125000000,3336.9750000000,3342.1285714286
7593,2025-03-21,2025-03-21 00:00:00,2025-03-21 09:00:00,540,9,7-12h,0,6135.3750000000,5463.7125000000,matched,True,5180.8875000000,5471.0250000000,5240.3142857143
7594,2025-03-21,2025-03-21 00:00:00,2025-03-21 10:00:00,600,10,7-12h,0,7393.8974000000,6699.9750000000,matched,True,6426.1875000000,7015.0875000000,6586.1250000000
7595,2025-03-21,2025-03-21 00:00:00,2025-03-21 11:00:00,660,11,7-12h,0,7989.1080000000,8135.1750000000,matched,True,7263.0000000000,7548.8625000000,7431.2571428571
7596,2025-03-21,2025-03-21 00:00:00,2025-03-21 12:00:00,720,12,7-12h,0,7652.6572000000,8906.5125000000,matched,True,7818.4500000000,8114.7375000000,7734.1660714286
7597,2025-03-21,2025-03-21 00:00:00,2025-03-21 13:00:00,780,13,13-18h,0,6891.3979000000,7995.7500000000,matched,True,7525.8000000000,7642.2750000000,7464.9696428571
7598,2025-03-21,2025-03-21 00:00:00,2025-03-21 14:00:00,840,14,13-18h,0,5660.5609000000,7246.8375000000,matched,True,6799.9500000000,6475.2375000000,6580.1035714286
7599,2025-03-21,2025-03-21 00:00:00,2025-03-21 15:00:00,900,15,13-18h,0,3992.7391000000,5468.2125000000,matched,True,5072.7750000000,4516.4625000000,5108.0946428571
7600,2025-03-21,2025-03-21 00:00:00,2025-03-21 16:00:00,960,16,13-18h,0,3446.0599000000,4046.0625000000,matched,True,3156.2250000000,3177.7125000000,3417.4178571429
7601,2025-03-21,2025-03-21 00:00:00,2025-03-21 17:00:00,1020,17,13-18h,0,1652.1933000000,1612.7250000000,matched,True,1377.7125000000,1459.7250000000,1453.3232142857
7602,2025-03-21,2025-03-21 00:00:00,2025-03-21 18:00:00,1080,18,13-18h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7603,2025-03-21,2025-03-21 00:00:00,2025-03-21 19:00:00,1140,19,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7604,2025-03-21,2025-03-21 00:00:00,2025-03-21 20:00:00,1200,20,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7605,2025-03-21,2025-03-21 00:00:00,2025-03-21 21:00:00,1260,21,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7606,2025-03-21,2025-03-21 00:00:00,2025-03-21 22:00:00,1320,22,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7607,2025-03-21,2025-03-21 00:00:00,2025-03-21 23:00:00,1380,23,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7608,2025-03-21,2025-03-21 00:00:00,2025-03-22 00:00:00,1440,24,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7609,2025-03-21,2025-03-21 06:00:00,2025-03-21 07:00:00,60,1,1-3h,6,1521.3908000000,1515.1500000000,matched,True,1693.2375000000,1378.2375000000,1517.1535714286
7610,2025-03-21,2025-03-21 06:00:00,2025-03-21 08:00:00,120,2,1-3h,6,3973.3146000000,3927.9000000000,matched,True,3476.5125000000,3336.9750000000,3342.1285714286
7611,2025-03-21,2025-03-21 06:00:00,2025-03-21 09:00:00,180,3,1-3h,6,5640.3310000000,5463.7125000000,matched,True,5180.8875000000,5471.0250000000,5240.3142857143
7612,2025-03-21,2025-03-21 06:00:00,2025-03-21 10:00:00,240,4,4-6h,6,6868.0709000000,6699.9750000000,matched,True,6426.1875000000,7015.0875000000,6586.1250000000
7613,2025-03-21,2025-03-21 06:00:00,2025-03-21 11:00:00,300,5,4-6h,6,8356.4263000000,8135.1750000000,matched,True,7263.0000000000,7548.8625000000,7431.2571428571
7614,2025-03-21,2025-03-21 06:00:00,2025-03-21 12:00:00,360,6,4-6h,6,8906.5125000000,8906.5125000000,matched,True,7818.4500000000,8114.7375000000,7734.1660714286
7615,2025-03-21,2025-03-21 06:00:00,2025-03-21 13:00:00,420,7,7-12h,6,8327.4351000000,7995.7500000000,matched,True,7525.8000000000,7642.2750000000,7464.9696428571
7616,2025-03-21,2025-03-21 06:00:00,2025-03-21 14:00:00,480,8,7-12h,6,6976.2122000000,7246.8375000000,matched,True,6799.9500000000,6475.2375000000,6580.1035714286
7617,2025-03-21,2025-03-21 06:00:00,2025-03-21 15:00:00,540,9,7-12h,6,5644.9135000000,5468.2125000000,matched,True,5072.7750000000,4516.4625000000,5108.0946428571
7618,2025-03-21,2025-03-21 06:00:00,2025-03-21 16:00:00,600,10,7-12h,6,4314.9750000000,4046.0625000000,matched,True,3156.2250000000,3177.7125000000,3417.4178571429
7619,2025-03-21,2025-03-21 06:00:00,2025-03-21 17:00:00,660,11,7-12h,6,1952.7290000000,1612.7250000000,matched,True,1377.7125000000,1459.7250000000,1453.3232142857
7620,2025-03-21,2025-03-21 06:00:00,2025-03-21 18:00:00,720,12,7-12h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7621,2025-03-21,2025-03-21 06:00:00,2025-03-21 19:00:00,780,13,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7622,2025-03-21,2025-03-21 06:00:00,2025-03-21 20:00:00,840,14,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7623,2025-03-21,2025-03-21 06:00:00,2025-03-21 21:00:00,900,15,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7624,2025-03-21,2025-03-21 06:00:00,2025-03-21 22:00:00,960,16,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7625,2025-03-21,2025-03-21 06:00:00,2025-03-21 23:00:00,1020,17,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7626,2025-03-21,2025-03-21 06:00:00,2025-03-22 00:00:00,1080,18,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7627,2025-03-21,2025-03-21 06:00:00,2025-03-22 01:00:00,1140,19,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7628,2025-03-21,2025-03-21 06:00:00,2025-03-22 02:00:00,1200,20,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7629,2025-03-21,2025-03-21 06:00:00,2025-03-22 03:00:00,1260,21,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7630,2025-03-21,2025-03-21 06:00:00,2025-03-22 04:00:00,1320,22,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7631,2025-03-21,2025-03-21 06:00:00,2025-03-22 05:00:00,1380,23,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7632,2025-03-21,2025-03-21 06:00:00,2025-03-22 06:00:00,1440,24,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7633,2025-03-21,2025-03-21 12:00:00,2025-03-21 13:00:00,60,1,1-3h,12,7980.2505000000,7995.7500000000,matched,True,7525.8000000000,7642.2750000000,7464.9696428571
7634,2025-03-21,2025-03-21 12:00:00,2025-03-21 14:00:00,120,2,1-3h,12,7186.9141000000,7246.8375000000,matched,True,6799.9500000000,6475.2375000000,6580.1035714286
7635,2025-03-21,2025-03-21 12:00:00,2025-03-21 15:00:00,180,3,1-3h,12,5485.4359000000,5468.2125000000,matched,True,5072.7750000000,4516.4625000000,5108.0946428571
7636,2025-03-21,2025-03-21 12:00:00,2025-03-21 16:00:00,240,4,4-6h,12,4067.2882000000,4046.0625000000,matched,True,3156.2250000000,3177.7125000000,3417.4178571429
7637,2025-03-21,2025-03-21 12:00:00,2025-03-21 17:00:00,300,5,4-6h,12,1587.3817000000,1612.7250000000,matched,True,1377.7125000000,1459.7250000000,1453.3232142857
7638,2025-03-21,2025-03-21 12:00:00,2025-03-21 18:00:00,360,6,4-6h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7639,2025-03-21,2025-03-21 12:00:00,2025-03-21 19:00:00,420,7,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7640,2025-03-21,2025-03-21 12:00:00,2025-03-21 20:00:00,480,8,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7641,2025-03-21,2025-03-21 12:00:00,2025-03-21 21:00:00,540,9,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7642,2025-03-21,2025-03-21 12:00:00,2025-03-21 22:00:00,600,10,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7643,2025-03-21,2025-03-21 12:00:00,2025-03-21 23:00:00,660,11,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7644,2025-03-21,2025-03-21 12:00:00,2025-03-22 00:00:00,720,12,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7645,2025-03-21,2025-03-21 12:00:00,2025-03-22 01:00:00,780,13,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7646,2025-03-21,2025-03-21 12:00:00,2025-03-22 02:00:00,840,14,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7647,2025-03-21,2025-03-21 12:00:00,2025-03-22 03:00:00,900,15,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
7648,2025-03-21,2025-03-21 12:00:00,2025-03-22 04:00:00,960,16,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
