operating_date,slot,interval_start,interval_end,price_yuan_per_kwh,load_kw,pv_actual_kw,net_load_kw,month,weekday,hour,minute
2025-04-22,17,2025-04-22 02:40:00,2025-04-22 02:50:00,0.4244000000,3655.0081000000,0.0000000000,3655.0081000000,4,1,2,40
2025-04-22,18,2025-04-22 02:50:00,2025-04-22 03:00:00,0.4673000000,3640.1100000000,0.0000000000,3640.1100000000,4,1,2,50
2025-04-22,19,2025-04-22 03:00:00,2025-04-22 03:10:00,0.4267000000,3508.2375000000,0.0000000000,3508.2375000000,4,1,3,0
2025-04-22,20,2025-04-22 03:10:00,2025-04-22 03:20:00,0.4384000000,3501.8458000000,0.0000000000,3501.8458000000,4,1,3,10
2025-04-22,21,2025-04-22 03:20:00,2025-04-22 03:30:00,0.5008000000,3656.1900000000,0.0000000000,3656.1900000000,4,1,3,20
2025-04-22,22,2025-04-22 03:30:00,2025-04-22 03:40:00,0.4728000000,3766.4654000000,0.0021000000,3766.4633000000,4,1,3,30
2025-04-22,23,2025-04-22 03:40:00,2025-04-22 03:50:00,0.4373000000,3713.4978000000,0.0000000000,3713.4978000000,4,1,3,40
2025-04-22,24,2025-04-22 03:50:00,2025-04-22 04:00:00,0.4471000000,3598.4900000000,0.0000000000,3598.4900000000,4,1,3,50
2025-04-22,25,2025-04-22 04:00:00,2025-04-22 04:10:00,0.4683000000,3633.6888000000,0.0289000000,3633.6599000000,4,1,4,0
2025-04-22,26,2025-04-22 04:10:00,2025-04-22 04:20:00,0.4742000000,3694.2408000000,0.0000000000,3694.2408000000,4,1,4,10
2025-04-22,27,2025-04-22 04:20:00,2025-04-22 04:30:00,0.4576000000,3641.7300000000,0.0000000000,3641.7300000000,4,1,4,20
2025-04-22,28,2025-04-22 04:30:00,2025-04-22 04:40:00,0.4314000000,3495.5696000000,0.4020000000,3495.1676000000,4,1,4,30
2025-04-22,29,2025-04-22 04:40:00,2025-04-22 04:50:00,0.4208000000,3592.2337000000,0.0000000000,3592.2337000000,4,1,4,40
2025-04-22,30,2025-04-22 04:50:00,2025-04-22 05:00:00,0.4357000000,3828.2400000000,0.0000000000,3828.2400000000,4,1,4,50
2025-04-22,31,2025-04-22 05:00:00,2025-04-22 05:10:00,0.4643000000,3765.5410000000,5.5988000000,3759.9422000000,4,1,5,0
2025-04-22,32,2025-04-22 05:10:00,2025-04-22 05:20:00,0.4797000000,3683.7005000000,0.0000000000,3683.7005000000,4,1,5,10
2025-04-22,33,2025-04-22 05:20:00,2025-04-22 05:30:00,0.4344000000,3642.1500000000,0.0000000000,3642.1500000000,4,1,5,20
2025-04-22,34,2025-04-22 05:30:00,2025-04-22 05:40:00,0.3534000000,3516.3950000000,158.9812000000,3357.4138000000,4,1,5,30
2025-04-22,35,2025-04-22 05:40:00,2025-04-22 05:50:00,0.5928000000,4013.7353000000,393.5230000000,3620.2123000000,4,1,5,40
2025-04-22,36,2025-04-22 05:50:00,2025-04-22 06:00:00,0.9765000000,4838.2600000000,637.5750000000,4200.6850000000,4,1,5,50
2025-04-22,37,2025-04-22 06:00:00,2025-04-22 06:10:00,0.9407000000,4894.3938000000,877.1629000000,4017.2309000000,4,1,6,0
2025-04-22,38,2025-04-22 06:10:00,2025-04-22 06:20:00,0.8161000000,4723.6864000000,1111.6251000000,3612.0613000000,4,1,6,10
2025-04-22,39,2025-04-22 06:20:00,2025-04-22 06:30:00,0.8160000000,4683.6700000000,1396.8750000000,3286.7950000000,4,1,6,20
2025-04-22,40,2025-04-22 06:30:00,2025-04-22 06:40:00,0.8259000000,4621.8322000000,1784.5628000000,2837.2694000000,4,1,6,30
2025-04-22,41,2025-04-22 06:40:00,2025-04-22 06:50:00,0.8112000000,4752.3490000000,2102.3705000000,2649.9785000000,4,1,6,40
2025-04-22,42,2025-04-22 06:50:00,2025-04-22 07:00:00,0.7777000000,4938.2200000000,2308.8000000000,2629.4200000000,4,1,6,50
2025-04-22,43,2025-04-22 07:00:00,2025-04-22 07:10:00,0.7438000000,4788.1934000000,2539.6915000000,2248.5019000000,4,1,7,0
2025-04-22,44,2025-04-22 07:10:00,2025-04-22 07:20:00,0.7146000000,4670.1891000000,2882.7093000000,1787.4798000000,4,1,7,10
2025-04-22,45,2025-04-22 07:20:00,2025-04-22 07:30:00,0.6818000000,4648.9600000000,3231.3000000000,1417.6600000000,4,1,7,20
2025-04-22,46,2025-04-22 07:30:00,2025-04-22 07:40:00,0.6674000000,4571.9196000000,3427.2326000000,1144.6870000000,4,1,7,30
2025-04-22,47,2025-04-22 07:40:00,2025-04-22 07:50:00,0.8380000000,5338.0534000000,3803.2493000000,1534.8041000000,4,1,7,40
2025-04-22,48,2025-04-22 07:50:00,2025-04-22 08:00:00,1.1150000000,6507.0100000000,4298.7000000000,2208.3100000000,4,1,7,50
2025-04-22,49,2025-04-22 08:00:00,2025-04-22 08:10:00,1.2081000000,6598.8053000000,4542.3428000000,2056.4625000000,4,1,8,0
2025-04-22,50,2025-04-22 08:10:00,2025-04-22 08:20:00,1.1076000000,6372.5127000000,4963.9094000000,1408.6033000000,4,1,8,10
2025-04-22,51,2025-04-22 08:20:00,2025-04-22 08:30:00,0.9866000000,6408.9300000000,5536.6875000000,872.2425000000,4,1,8,20
2025-04-22,52,2025-04-22 08:30:00,2025-04-22 08:40:00,1.0319000000,6545.5673000000,5773.9008000000,771.6665000000,4,1,8,30
2025-04-22,53,2025-04-22 08:40:00,2025-04-22 08:50:00,1.0578000000,6670.2739000000,5979.0087000000,691.2652000000,4,1,8,40
2025-04-22,54,2025-04-22 08:50:00,2025-04-22 09:00:00,0.9987000000,6706.7900000000,6227.2875000000,479.5025000000,4,1,8,50
2025-04-22,55,2025-04-22 09:00:00,2025-04-22 09:10:00,0.9746000000,6633.8887000000,6303.9886000000,329.9001000000,4,1,9,0
2025-04-22,56,2025-04-22 09:10:00,2025-04-22 09:20:00,0.9888000000,6583.9084000000,6546.5059000000,37.4025000000,4,1,9,10
2025-04-22,57,2025-04-22 09:20:00,2025-04-22 09:30:00,1.0042000000,6578.2200000000,6983.5500000000,-405.3300000000,4,1,9,20
2025-04-22,58,2025-04-22 09:30:00,2025-04-22 09:40:00,0.9827000000,6528.6360000000,7295.3715000000,-766.7355000000,4,1,9,30
2025-04-22,59,2025-04-22 09:40:00,2025-04-22 09:50:00,0.9201000000,6502.9269000000,7564.0919000000,-1061.1650000000,4,1,9,40
2025-04-22,60,2025-04-22 09:50:00,2025-04-22 10:00:00,0.8725000000,6550.6500000000,7745.2500000000,-1194.6000000000,4,1,9,50
2025-04-22,61,2025-04-22 10:00:00,2025-04-22 10:10:00,0.9022000000,6616.8941000000,7659.5132000000,-1042.6191000000,4,1,10,0
2025-04-22,62,2025-04-22 10:10:00,2025-04-22 10:20:00,0.8975000000,6483.9142000000,7514.2899000000,-1030.3757000000,4,1,10,10
2025-04-22,63,2025-04-22 10:20:00,2025-04-22 10:30:00,0.8782000000,6341.4400000000,7574.8125000000,-1233.3725000000,4,1,10,20
2025-04-22,64,2025-04-22 10:30:00,2025-04-22 10:40:00,0.9357000000,6595.1780000000,7957.0947000000,-1361.9167000000,4,1,10,30
2025-04-22,65,2025-04-22 10:40:00,2025-04-22 10:50:00,0.7694000000,6745.3697000000,8355.5692000000,-1610.1995000000,4,1,10,40
2025-04-22,66,2025-04-22 10:50:00,2025-04-22 11:00:00,0.4542000000,6533.5800000000,8579.2500000000,-2045.6700000000,4,1,10,50
2025-04-22,67,2025-04-22 11:00:00,2025-04-22 11:10:00,0.3987000000,6215.7273000000,8660.9267000000,-2445.1994000000,4,1,11,0
2025-04-22,68,2025-04-22 11:10:00,2025-04-22 11:20:00,0.4473000000,6191.8778000000,8646.8884000000,-2455.0106000000,4,1,11,10
2025-04-22,69,2025-04-22 11:20:00,2025-04-22 11:30:00,0.4571000000,6373.4000000000,8504.4000000000,-2131.0000000000,4,1,11,20
2025-04-22,70,2025-04-22 11:30:00,2025-04-22 11:40:00,0.4502000000,6308.3876000000,8203.7393000000,-1895.3517000000,4,1,11,30
2025-04-22,71,2025-04-22 11:40:00,2025-04-22 11:50:00,0.4712000000,6160.8822000000,8033.0070000000,-1872.1248000000,4,1,11,40
2025-04-22,72,2025-04-22 11:50:00,2025-04-22 12:00:00,0.4952000000,6047.1700000000,8038.2000000000,-1991.0300000000,4,1,11,50
2025-04-22,73,2025-04-22 12:00:00,2025-04-22 12:10:00,0.4584000000,5921.7398000000,7990.9730000000,-2069.2332000000,4,1,12,0
2025-04-22,74,2025-04-22 12:10:00,2025-04-22 12:20:00,0.4311000000,5912.7980000000,7858.9360000000,-1946.1380000000,4,1,12,10
2025-04-22,75,2025-04-22 12:20:00,2025-04-22 12:30:00,0.4280000000,5991.8100000000,7743.4125000000,-1751.6025000000,4,1,12,20
2025-04-22,76,2025-04-22 12:30:00,2025-04-22 12:40:00,0.4278000000,6020.5782000000,7780.3480000000,-1759.7698000000,4,1,12,30
2025-04-22,77,2025-04-22 12:40:00,2025-04-22 12:50:00,0.6108000000,6210.5701000000,7920.1292000000,-1709.5591000000,4,1,12,40
2025-04-22,78,2025-04-22 12:50:00,2025-04-22 13:00:00,0.8518000000,6374.1300000000,8081.2875000000,-1707.1575000000,4,1,12,50
2025-04-22,79,2025-04-22 13:00:00,2025-04-22 13:10:00,0.8197000000,6103.0587000000,8164.3914000000,-2061.3327000000,4,1,13,0
2025-04-22,80,2025-04-22 13:10:00,2025-04-22 13:20:00,0.7774000000,6028.2249000000,7951.5623000000,-1923.3374000000,4,1,13,10
2025-04-22,81,2025-04-22 13:20:00,2025-04-22 13:30:00,0.8580000000,6276.3800000000,7538.8125000000,-1262.4325000000,4,1,13,20
2025-04-22,82,2025-04-22 13:30:00,2025-04-22 13:40:00,0.9253000000,6344.9427000000,7307.5318000000,-962.5891000000,4,1,13,30
2025-04-22,83,2025-04-22 13:40:00,2025-04-22 13:50:00,0.9013000000,6288.4288000000,7387.6291000000,-1099.2003000000,4,1,13,40
2025-04-22,84,2025-04-22 13:50:00,2025-04-22 14:00:00,0.8594000000,6250.0800000000,7426.0125000000,-1175.9325000000,4,1,13,50
2025-04-22,85,2025-04-22 14:00:00,2025-04-22 14:10:00,0.9331000000,6261.9966000000,6905.8840000000,-643.8874000000,4,1,14,0
2025-04-22,86,2025-04-22 14:10:00,2025-04-22 14:20:00,0.9679000000,6163.0615000000,6305.5037000000,-142.4422000000,4,1,14,10
2025-04-22,87,2025-04-22 14:20:00,2025-04-22 14:30:00,0.9745000000,6093.4700000000,6003.0375000000,90.4325000000,4,1,14,20
2025-04-22,88,2025-04-22 14:30:00,2025-04-22 14:40:00,1.0812000000,6334.1526000000,5971.4031000000,362.7495000000,4,1,14,30
2025-04-22,89,2025-04-22 14:40:00,2025-04-22 14:50:00,0.9552000000,6364.4281000000,5981.1231000000,383.3050000000,4,1,14,40
2025-04-22,90,2025-04-22 14:50:00,2025-04-22 15:00:00,0.6676000000,6171.9500000000,5866.6125000000,305.3375000000,4,1,14,50
2025-04-22,91,2025-04-22 15:00:00,2025-04-22 15:10:00,0.6541000000,6269.8765000000,5595.3599000000,674.5166000000,4,1,15,0
2025-04-22,92,2025-04-22 15:10:00,2025-04-22 15:20:00,0.7326000000,6430.1449000000,5227.1896000000,1202.9553000000,4,1,15,10
2025-04-22,93,2025-04-22 15:20:00,2025-04-22 15:30:00,0.7541000000,6391.9400000000,4900.0125000000,1491.9275000000,4,1,15,20
2025-04-22,94,2025-04-22 15:30:00,2025-04-22 15:40:00,0.7567000000,6153.1526000000,4752.0487000000,1401.1039000000,4,1,15,30
2025-04-22,95,2025-04-22 15:40:00,2025-04-22 15:50:00,0.7544000000,6082.5122000000,4697.5018000000,1385.0104000000,4,1,15,40
2025-04-22,96,2025-04-22 15:50:00,2025-04-22 16:00:00,0.7575000000,6128.8900000000,4585.2750000000,1543.6150000000,4,1,15,50
2025-04-22,97,2025-04-22 16:00:00,2025-04-22 16:10:00,0.7753000000,5927.7758000000,4298.1534000000,1629.6224000000,4,1,16,0
2025-04-22,98,2025-04-22 16:10:00,2025-04-22 16:20:00,0.7972000000,5881.6518000000,3890.1523000000,1991.4995000000,4,1,16,10
2025-04-22,99,2025-04-22 16:20:00,2025-04-22 16:30:00,0.8195000000,6073.8500000000,3480.6375000000,2593.2125000000,4,1,16,20
2025-04-22,100,2025-04-22 16:30:00,2025-04-22 16:40:00,0.8449000000,6157.6125000000,3168.5717000000,2989.0408000000,4,1,16,30
2025-04-22,101,2025-04-22 16:40:00,2025-04-22 16:50:00,0.8539000000,6131.0328000000,2884.7815000000,3246.2513000000,4,1,16,40
2025-04-22,102,2025-04-22 16:50:00,2025-04-22 17:00:00,0.8580000000,6065.0500000000,2592.1875000000,3472.8625000000,4,1,16,50
2025-04-22,103,2025-04-22 17:00:00,2025-04-22 17:10:00,0.8898000000,6018.6818000000,2313.6075000000,3705.0743000000,4,1,17,0
2025-04-22,104,2025-04-22 17:10:00,2025-04-22 17:20:00,0.9227000000,6075.6637000000,2015.3529000000,4060.3108000000,4,1,17,10
2025-04-22,105,2025-04-22 17:20:00,2025-04-22 17:30:00,0.9462000000,6240.3900000000,1680.7125000000,4559.6775000000,4,1,17,20
2025-04-22,106,2025-04-22 17:30:00,2025-04-22 17:40:00,0.9896000000,6289.7771000000,1325.5414000000,4964.2357000000,4,1,17,30
2025-04-22,107,2025-04-22 17:40:00,2025-04-22 17:50:00,1.1117000000,5490.8379000000,969.1344000000,4521.7035000000,4,1,17,40
2025-04-22,108,2025-04-22 17:50:00,2025-04-22 18:00:00,1.2417000000,4282.8300000000,650.8125000000,3632.0175000000,4,1,17,50
2025-04-22,109,2025-04-22 18:00:00,2025-04-22 18:10:00,1.2431000000,3989.4991000000,405.1367000000,3584.3624000000,4,1,18,0
2025-04-22,110,2025-04-22 18:10:00,2025-04-22 18:20:00,1.2528000000,4281.8760000000,174.8523000000,4107.0237000000,4,1,18,10
2025-04-22,111,2025-04-22 18:20:00,2025-04-22 18:30:00,1.3058000000,4504.7200000000,0.0000000000,4504.7200000000,4,1,18,20
2025-04-22,112,2025-04-22 18:30:00,2025-04-22 18:40:00,1.2998000000,4315.0504000000,0.0000000000,4315.0504000000,4,1,18,30
2025-04-22,113,2025-04-22 18:40:00,2025-04-22 18:50:00,1.2684000000,4191.7718000000,6.3522000000,4185.4196000000,4,1,18,40
2025-04-22,114,2025-04-22 18:50:00,2025-04-22 19:00:00,1.2711000000,4307.6500000000,0.0000000000,4307.6500000000,4,1,18,50
2025-04-22,115,2025-04-22 19:00:00,2025-04-22 19:10:00,1.3209000000,4364.6486000000,0.0000000000,4364.6486000000,4,1,19,0
2025-04-22,116,2025-04-22 19:10:00,2025-04-22 19:20:00,1.2964000000,4236.7880000000,0.4561000000,4236.3319000000,4,1,19,10
2025-04-22,117,2025-04-22 19:20:00,2025-04-22 19:30:00,1.2400000000,4148.6700000000,0.0000000000,4148.6700000000,4,1,19,20
2025-04-22,118,2025-04-22 19:30:00,2025-04-22 19:40:00,1.3091000000,4399.8712000000,0.0000000000,4399.8712000000,4,1,19,30
2025-04-22,119,2025-04-22 19:40:00,2025-04-22 19:50:00,1.3399000000,4416.9749000000,0.0327000000,4416.9422000000,4,1,19,40
2025-04-22,120,2025-04-22 19:50:00,2025-04-22 20:00:00,1.2810000000,4199.8000000000,0.0000000000,4199.8000000000,4,1,19,50
2025-04-22,121,2025-04-22 20:00:00,2025-04-22 20:10:00,1.2465000000,4292.3470000000,0.0000000000,4292.3470000000,4,1,20,0
2025-04-22,122,2025-04-22 20:10:00,2025-04-22 20:20:00,1.2341000000,4265.4837000000,0.0024000000,4265.4813000000,4,1,20,10
2025-04-22,123,2025-04-22 20:20:00,2025-04-22 20:30:00,1.2594000000,4105.7900000000,0.0000000000,4105.7900000000,4,1,20,20
2025-04-22,124,2025-04-22 20:30:00,2025-04-22 20:40:00,1.3195000000,4257.3137000000,0.0000000000,4257.3137000000,4,1,20,30
2025-04-22,125,2025-04-22 20:40:00,2025-04-22 20:50:00,1.1600000000,4345.2507000000,0.0000000000,4345.2507000000,4,1,20,40
2025-04-22,126,2025-04-22 20:50:00,2025-04-22 21:00:00,0.8959000000,4287.6700000000,0.0000000000,4287.6700000000,4,1,20,50
2025-04-22,127,2025-04-22 21:00:00,2025-04-22 21:10:00,0.9127000000,4385.0025000000,0.0000000000,4385.0025000000,4,1,21,0
2025-04-22,128,2025-04-22 21:10:00,2025-04-22 21:20:00,0.9617000000,4461.5724000000,0.0000000000,4461.5724000000,4,1,21,10
2025-04-22,129,2025-04-22 21:20:00,2025-04-22 21:30:00,0.9446000000,4538.8600000000,0.0000000000,4538.8600000000,4,1,21,20
2025-04-22,130,2025-04-22 21:30:00,2025-04-22 21:40:00,0.9730000000,4712.4966000000,0.0000000000,4712.4966000000,4,1,21,30
2025-04-22,131,2025-04-22 21:40:00,2025-04-22 21:50:00,0.7647000000,4151.4357000000,0.0000000000,4151.4357000000,4,1,21,40
2025-04-22,132,2025-04-22 21:50:00,2025-04-22 22:00:00,0.4293000000,3237.3100000000,0.0000000000,3237.3100000000,4,1,21,50
2025-04-22,133,2025-04-22 22:00:00,2025-04-22 22:10:00,0.4025000000,3263.2699000000,0.0000000000,3263.2699000000,4,1,22,0
2025-04-22,134,2025-04-22 22:10:00,2025-04-22 22:20:00,0.4602000000,3418.7963000000,0.0000000000,3418.7963000000,4,1,22,10
2025-04-22,135,2025-04-22 22:20:00,2025-04-22 22:30:00,0.4549000000,3302.4600000000,0.0000000000,3302.4600000000,4,1,22,20
2025-04-22,136,2025-04-22 22:30:00,2025-04-22 22:40:00,0.4586000000,3317.8022000000,0.0000000000,3317.8022000000,4,1,22,30
2025-04-22,137,2025-04-22 22:40:00,2025-04-22 22:50:00,0.4366000000,3299.3428000000,0.0000000000,3299.3428000000,4,1,22,40
2025-04-22,138,2025-04-22 22:50:00,2025-04-22 23:00:00,0.4025000000,3264.8700000000,0.0000000000,3264.8700000000,4,1,22,50
2025-04-22,139,2025-04-22 23:00:00,2025-04-22 23:10:00,0.4194000000,3433.0194000000,0.0000000000,3433.0194000000,4,1,23,0
2025-04-22,140,2025-04-22 23:10:00,2025-04-22 23:20:00,0.4400000000,3497.1594000000,0.0000000000,3497.1594000000,4,1,23,10
2025-04-22,141,2025-04-22 23:20:00,2025-04-22 23:30:00,0.4440000000,3362.2600000000,0.0000000000,3362.2600000000,4,1,23,20
2025-04-22,142,2025-04-22 23:30:00,2025-04-22 23:40:00,0.4533000000,3272.3453000000,0.0000000000,3272.3453000000,4,1,23,30
2025-04-22,143,2025-04-22 23:40:00,2025-04-22 23:50:00,0.4397000000,3426.1107000000,0.0000000000,3426.1107000000,4,1,23,40
2025-04-22,144,2025-04-22 23:50:00,2025-04-23 00:00:00,0.4268000000,3663.4800000000,0.0000000000,3663.4800000000,4,1,23,50
2025-04-23,1,2025-04-23 00:00:00,2025-04-23 00:10:00,0.4714000000,3636.2405000000,0.0000000000,3636.2405000000,4,2,0,0
2025-04-23,2,2025-04-23 00:10:00,2025-04-23 00:20:00,0.5050000000,3602.4319000000,0.0000000000,3602.4319000000,4,2,0,10
2025-04-23,3,2025-04-23 00:20:00,2025-04-23 00:30:00,0.4842000000,3617.6500000000,0.0000000000,3617.6500000000,4,2,0,20
2025-04-23,4,2025-04-23 00:30:00,2025-04-23 00:40:00,0.4411000000,3504.9275000000,0.0000000000,3504.9275000000,4,2,0,30
2025-04-23,5,2025-04-23 00:40:00,2025-04-23 00:50:00,0.4699000000,3566.3783000000,0.0000000000,3566.3783000000,4,2,0,40
2025-04-23,6,2025-04-23 00:50:00,2025-04-23 01:00:00,0.5196000000,3731.8400000000,0.0000000000,3731.8400000000,4,2,0,50
2025-04-23,7,2025-04-23 01:00:00,2025-04-23 01:10:00,0.4553000000,3598.5022000000,0.0000000000,3598.5022000000,4,2,1,0
2025-04-23,8,2025-04-23 01:10:00,2025-04-23 01:20:00,0.4360000000,3409.2671000000,0.0000000000,3409.2671000000,4,2,1,10
2025-04-23,9,2025-04-23 01:20:00,2025-04-23 01:30:00,0.4902000000,3400.7700000000,0.0000000000,3400.7700000000,4,2,1,20
2025-04-23,10,2025-04-23 01:30:00,2025-04-23 01:40:00,0.4803000000,3574.1506000000,0.0000000000,3574.1506000000,4,2,1,30
2025-04-23,11,2025-04-23 01:40:00,2025-04-23 01:50:00,0.4265000000,3690.4323000000,0.0000000000,3690.4323000000,4,2,1,40
2025-04-23,12,2025-04-23 01:50:00,2025-04-23 02:00:00,0.3980000000,3663.8400000000,0.0000000000,3663.8400000000,4,2,1,50
2025-04-23,13,2025-04-23 02:00:00,2025-04-23 02:10:00,0.4380000000,3604.9799000000,0.0000000000,3604.9799000000,4,2,2,0
2025-04-23,14,2025-04-23 02:10:00,2025-04-23 02:20:00,0.4579000000,3561.4678000000,0.0000000000,3561.4678000000,4,2,2,10
2025-04-23,15,2025-04-23 02:20:00,2025-04-23 02:30:00,0.4295000000,3489.9500000000,0.0000000000,3489.9500000000,4,2,2,20
2025-04-23,16,2025-04-23 02:30:00,2025-04-23 02:40:00,0.4110000000,3351.7145000000,0.0000000000,3351.7145000000,4,2,2,30
2025-04-23,17,2025-04-23 02:40:00,2025-04-23 02:50:00,0.4288000000,3402.2025000000,0.0000000000,3402.2025000000,4,2,2,40
2025-04-23,18,2025-04-23 02:50:00,2025-04-23 03:00:00,0.4521000000,3606.9500000000,0.0000000000,3606.9500000000,4,2,2,50
2025-04-23,19,2025-04-23 03:00:00,2025-04-23 03:10:00,0.4288000000,3661.6001000000,0.0000000000,3661.6001000000,4,2,3,0
2025-04-23,20,2025-04-23 03:10:00,2025-04-23 03:20:00,0.4149000000,3636.7657000000,0.0000000000,3636.7657000000,4,2,3,10
2025-04-23,21,2025-04-23 03:20:00,2025-04-23 03:30:00,0.4455000000,3645.3300000000,0.0000000000,3645.3300000000,4,2,3,20
2025-04-23,22,2025-04-23 03:30:00,2025-04-23 03:40:00,0.4915000000,3705.5304000000,0.0019000000,3705.5285000000,4,2,3,30
2025-04-23,23,2025-04-23 03:40:00,2025-04-23 03:50:00,0.4654000000,3688.1161000000,0.0000000000,3688.1161000000,4,2,3,40
2025-04-23,24,2025-04-23 03:50:00,2025-04-23 04:00:00,0.4018000000,3636.7500000000,0.0000000000,3636.7500000000,4,2,3,50
2025-04-23,25,2025-04-23 04:00:00,2025-04-23 04:10:00,0.4228000000,3722.5171000000,0.0271000000,3722.4900000000,4,2,4,0
2025-04-23,26,2025-04-23 04:10:00,2025-04-23 04:20:00,0.4615000000,3794.0843000000,0.0000000000,3794.0843000000,4,2,4,10
2025-04-23,27,2025-04-23 04:20:00,2025-04-23 04:30:00,0.4643000000,3721.8500000000,0.0000000000,3721.8500000000,4,2,4,20
2025-04-23,28,2025-04-23 04:30:00,2025-04-23 04:40:00,0.4472000000,3542.4507000000,0.3769000000,3542.0738000000,4,2,4,30
2025-04-23,29,2025-04-23 04:40:00,2025-04-23 04:50:00,0.4547000000,3524.8567000000,0.0000000000,3524.8567000000,4,2,4,40
2025-04-23,30,2025-04-23 04:50:00,2025-04-23 05:00:00,0.4800000000,3674.5800000000,0.0000000000,3674.5800000000,4,2,4,50
2025-04-23,31,2025-04-23 05:00:00,2025-04-23 05:10:00,0.4756000000,3739.1276000000,5.2500000000,3733.8776000000,4,2,5,0
2025-04-23,32,2025-04-23 05:10:00,2025-04-23 05:20:00,0.4594000000,3716.1795000000,0.0000000000,3716.1795000000,4,2,5,10
2025-04-23,33,2025-04-23 05:20:00,2025-04-23 05:30:00,0.4270000000,3683.7700000000,3.1875000000,3680.5825000000,4,2,5,20
2025-04-23,34,2025-04-23 05:30:00,2025-04-23 05:40:00,0.3994000000,3773.2175000000,167.5692000000,3605.6483000000,4,2,5,30
2025-04-23,35,2025-04-23 05:40:00,2025-04-23 05:50:00,0.6353000000,4246.6730000000,436.8409000000,3809.8321000000,4,2,5,40
2025-04-23,36,2025-04-23 05:50:00,2025-04-23 06:00:00,0.9769000000,4826.8100000000,716.2125000000,4110.5975000000,4,2,5,50
2025-04-23,37,2025-04-23 06:00:00,2025-04-23 06:10:00,0.9712000000,4903.4865000000,944.8486000000,3958.6379000000,4,2,6,0
2025-04-23,38,2025-04-23 06:10:00,2025-04-23 06:20:00,0.8793000000,4809.0779000000,1237.6095000000,3571.4684000000,4,2,6,10
2025-04-23,39,2025-04-23 06:20:00,2025-04-23 06:30:00,0.8654000000,4791.7800000000,1615.0125000000,3176.7675000000,4,2,6,20
2025-04-23,40,2025-04-23 06:30:00,2025-04-23 06:40:00,0.8407000000,4781.3150000000,1976.5306000000,2804.7844000000,4,2,6,30
2025-04-23,41,2025-04-23 06:40:00,2025-04-23 06:50:00,0.8227000000,4740.6697000000,2292.0826000000,2448.5871000000,4,2,6,40
2025-04-23,42,2025-04-23 06:50:00,2025-04-23 07:00:00,0.8023000000,4707.9100000000,2574.6000000000,2133.3100000000,4,2,6,50
2025-04-23,43,2025-04-23 07:00:00,2025-04-23 07:10:00,0.7484000000,4772.0461000000,2845.4973000000,1926.5488000000,4,2,7,0
2025-04-23,44,2025-04-23 07:10:00,2025-04-23 07:20:00,0.7550000000,4958.2965000000,3069.5605000000,1888.7360000000,4,2,7,10
2025-04-23,45,2025-04-23 07:20:00,2025-04-23 07:30:00,0.7467000000,4937.3700000000,3310.0125000000,1627.3575000000,4,2,7,20
2025-04-23,46,2025-04-23 07:30:00,2025-04-23 07:40:00,0.5992000000,4506.5282000000,3671.2450000000,835.2832000000,4,2,7,30
2025-04-23,47,2025-04-23 07:40:00,2025-04-23 07:50:00,0.7673000000,5215.1682000000,3983.0349000000,1232.1333000000,4,2,7,40
2025-04-23,48,2025-04-23 07:50:00,2025-04-23 08:00:00,1.1510000000,6653.3000000000,4281.3375000000,2371.9625000000,4,2,7,50
2025-04-23,49,2025-04-23 08:00:00,2025-04-23 08:10:00,1.1615000000,6759.7251000000,4749.7312000000,2009.9939000000,4,2,8,0
2025-04-23,50,2025-04-23 08:10:00,2025-04-23 08:20:00,1.0547000000,6434.3293000000,5074.3412000000,1359.9881000000,4,2,8,10
2025-04-23,51,2025-04-23 08:20:00,2025-04-23 08:30:00,1.0325000000,6465.1400000000,5185.6500000000,1279.4900000000,4,2,8,20
2025-04-23,52,2025-04-23 08:30:00,2025-04-23 08:40:00,1.0279000000,6675.2579000000,5345.1324000000,1330.1255000000,4,2,8,30
2025-04-23,53,2025-04-23 08:40:00,2025-04-23 08:50:00,0.9907000000,6572.7089000000,5648.3785000000,924.3304000000,4,2,8,40
2025-04-23,54,2025-04-23 08:50:00,2025-04-23 09:00:00,0.9496000000,6291.8200000000,6080.8875000000,210.9325000000,4,2,8,50
2025-04-23,55,2025-04-23 09:00:00,2025-04-23 09:10:00,0.9710000000,6428.5121000000,6533.1246000000,-104.6125000000,4,2,9,0
2025-04-23,56,2025-04-23 09:10:00,2025-04-23 09:20:00,0.9861000000,6655.6667000000,6790.0749000000,-134.4082000000,4,2,9,10
2025-04-23,57,2025-04-23 09:20:00,2025-04-23 09:30:00,0.9673000000,6686.4400000000,6986.7750000000,-300.3350000000,4,2,9,20
2025-04-23,58,2025-04-23 09:30:00,2025-04-23 09:40:00,0.9482000000,6559.0347000000,7441.3622000000,-882.3275000000,4,2,9,30
2025-04-23,59,2025-04-23 09:40:00,2025-04-23 09:50:00,0.9065000000,6488.0689000000,7728.0738000000,-1240.0049000000,4,2,9,40
2025-04-23,60,2025-04-23 09:50:00,2025-04-23 10:00:00,0.8544000000,6522.9200000000,7835.0250000000,-1312.1050000000,4,2,9,50
2025-04-23,61,2025-04-23 10:00:00,2025-04-23 10:10:00,0.8357000000,6532.3060000000,8184.7785000000,-1652.4725000000,4,2,10,0
