date,schedule,settlement_mode,solver_status,solver_success,solver_runtime_seconds,release_count,maximum_scenario_power_balance_residual_kw,initial_energy_kwh,final_energy_kwh,initial_planned_purchase_energy_kwh,initial_planned_purchase_cost_yuan,initial_expected_operating_cost_yuan,adjustment_cost_yuan,adjustment_energy_kwh,adjustment_increase_energy_kwh,adjustment_decrease_energy_kwh,adjusted_interval_count,emergency_energy_kwh,emergency_cost_yuan,realized_total_cost_yuan,emergency_interval_count,battery_throughput_kwh,mean_soc_kwh,minimum_soc_kwh,maximum_soc_kwh,main_settlement
2025-03-26,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,17.6095541000,2,0.0000000000,6971.7998589612,7059.0696271211,66317.8959298780,39872.7279533170,42108.7623176698,-2.0607128069,8.5382755619,0.0000000000,8.5382755619,1,406.3068323685,1344.3432216060,41215.0104621162,28,37358.4018163713,7393.4243655025,1200.0000000000,10800.0000000000,True
2025-03-27,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.3136403000,2,0.0000000000,7059.0696271211,7077.8648231276,67134.3784750596,40533.8936426003,42594.3781396964,-28.2324227331,472.1396473140,100.7008297675,371.4388175465,18,722.5573912985,2714.0712241834,43219.7324440506,36,37248.5892972385,7450.2047276156,1202.4245245949,10800.0000000000,True
2025-03-28,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.7809701000,2,0.0000000000,7077.8648231276,7193.4836105490,31147.4180573813,16422.1703359202,17460.1544931677,-8.9963427146,19.3874800680,0.0000000000,19.3874800680,2,204.1209948370,654.2703175365,17067.4443107421,16,30545.4864235188,6093.6595327074,1241.3846925644,10800.0000000000,True
2025-03-29,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.1235141000,2,0.0000000000,7193.4836105490,7012.1086236398,30465.7620623074,16031.2394514578,17025.2885705298,-12.1514456707,26.6859086204,0.0000000000,26.6859086204,2,324.1236975238,1349.5260433233,17368.6140491104,19,30294.5626172311,6162.1235189430,1244.0862279274,10800.0000000000,True
2025-03-30,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.8046889000,2,0.0000000000,7012.1086236398,6990.0133421150,65921.6315060409,39739.9409207101,42344.6872952463,-131.3149357742,412.0590593219,0.0000000000,412.0590593219,12,578.7598524315,2251.6896391628,41860.3156240986,27,36600.3124889465,7505.9777938243,1201.2610821759,10800.0000000000,True
2025-03-31,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.9989608000,2,0.0000000000,6990.0133421150,6957.2946331175,63009.0771864979,37834.7691224390,39772.6535240799,330.2211832863,306.6648540094,306.6648540094,0.0000000000,15,861.9647758187,3181.9739015611,41346.9642072864,39,35673.0233631501,7517.8026510406,1200.4582609954,10800.0000000000,True
2025-04-01,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.9289694000,2,0.0000000000,6957.2946331175,7008.4324067496,66270.8706936162,39744.9593554344,42214.1605259127,9.1917506975,8.1023181376,8.1023181376,0.0000000000,2,1501.5169212311,4299.3344631001,44053.4855692320,48,35258.4788818720,7612.6865509250,1200.0000000000,10800.0000000000,True
2025-04-02,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.4850993000,2,0.0000000000,7008.4324067496,6995.0998601109,65290.6848399298,39089.6441977233,41313.9086623785,439.5589441520,392.5567526511,392.5567526511,0.0000000000,7,2179.8235265472,7693.7500719465,47222.9532138219,57,38270.2155158313,7343.9776262474,1200.0000000000,10800.0000000000,True
2025-04-03,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.5019879000,2,0.0000000000,6995.0998601109,7020.8493515851,65733.1346067753,39363.5077259618,41666.3436359871,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,390.8533687684,1267.0782525301,40630.5859784919,26,37505.0548942833,7414.1645861366,1200.0000000000,10800.0000000000,True
2025-04-04,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,3.8989997000,2,0.0000000000,7020.8493515851,7268.2228767156,30078.7341090092,15693.1411034581,16727.3021264992,-17.7329182496,38.8679611320,0.0000000000,38.8679611320,7,372.2282451856,1431.3611964431,17106.7693816515,22,30183.5095998402,6021.3180562846,1351.8517478771,10800.0000000000,True
2025-04-05,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.5795219000,2,0.0000000000,7268.2228767156,6966.3390741250,29659.9525628641,15488.9410863506,16470.3395417434,-6.5101084363,13.8986089589,0.0000000000,13.8986089589,1,358.0047100856,1195.1261184811,16677.5570963953,29,30181.0336767768,6085.9051730093,1200.0000000000,10800.0000000000,True
2025-04-06,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,13.9285032000,2,0.0000000000,6966.3390741250,7560.7111114008,66390.7239863714,39265.3123389440,41911.2136582416,-5.9992922424,25.2357084626,0.0000000000,25.2357084626,3,354.5849672017,1419.1722785711,40678.4853252727,25,37176.4152832240,7480.4763145938,1200.0000000000,10800.0000000000,True
2025-04-07,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.5629089000,2,0.0000000000,7560.7111114008,6980.2129985214,62735.2938504033,37441.1266915026,39491.7566632109,-23.9141645077,138.0590705096,8.1481798454,129.9108906643,7,400.9435068949,1018.8857954997,38436.0983224947,25,35427.1684529295,7523.1490568233,1200.0000000000,10800.0000000000,True
2025-04-08,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,13.7974170000,2,0.0000000000,6980.2129985214,7013.3291776447,64689.9770345815,38570.2614141222,40696.9185275646,44.1462516315,70.0904184662,38.3960317794,31.6943866868,9,674.7151051366,3021.1274610367,41635.5351267904,32,37662.3206566980,7324.5072371808,1200.0000000000,10800.0000000000,True
2025-04-09,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.3667362000,2,0.0000000000,7013.3291776447,6921.4519648374,62844.9597110809,37618.9519360761,39821.3253687244,263.8262684731,353.1652671665,353.1652671665,0.0000000000,10,2440.6493632970,8143.6089550844,46026.3871596336,52,37442.7913087557,7331.1388869495,1200.0000000000,10800.0000000000,True
2025-04-10,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.0156684000,2,0.0000000000,6921.4519648374,7073.8647673193,63711.9943464535,37982.4063751996,40178.6854264202,70.5681859038,60.8898198803,60.8898198803,0.0000000000,10,565.4945891428,2411.3765540888,40464.3511151922,33,37355.8619456473,7347.1746442718,1207.2574182581,10800.0000000000,True
2025-04-11,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.8399187000,2,0.0000000000,7073.8647673193,7097.8488613172,29068.7599156169,14988.8263084418,15969.1129236310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,489.7876577843,1914.1956907366,16903.0219991784,29,30221.6729044086,6103.7479352643,1300.6109900946,10800.0000000000,True
2025-04-12,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.7031426000,2,0.0000000000,7097.8488613172,7246.2268083434,29855.4305971021,15461.7855211604,16385.5960620011,-8.9751535579,20.5385018688,0.0000000000,20.5385018688,3,145.4827909685,531.0714770756,15983.8818446781,15,29434.4573891681,6304.9957421072,1338.5373333978,10800.0000000000,True
2025-04-13,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.5248654000,2,0.0000000000,7246.2268083434,6989.6476400196,62214.5776664253,37087.8651010004,39649.9737096839,-0.6005045656,1.4910107152,0.0000000000,1.4910107152,1,602.4890942857,2554.2895085686,39641.5541050034,32,36465.6290138250,7394.1231931631,1221.7965028212,10800.0000000000,True
2025-04-14,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,21.5428245000,2,0.0000000000,6989.6476400196,7086.0483577855,62429.0511290079,36939.1130882638,39124.0272343354,-123.0647772524,332.2588828480,0.0000000000,332.2588828480,14,471.8691444800,1974.9208260948,38790.9691371061,29,36144.9975254246,7420.2279354195,1223.2514973958,10800.0000000000,True
2025-04-15,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.2704234000,2,0.0000000000,7086.0483577855,7050.6819975730,61136.1175316883,36539.7200776162,38412.5130893505,47.7398801534,59.3602079203,49.8751843260,9.4850235943,7,300.5136311852,1289.5002258331,37876.9601836026,25,34067.0623117267,7637.6625631942,1200.0000000000,10800.0000000000,True
2025-04-16,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.6736667000,2,0.0000000000,7050.6819975730,7047.6941997851,62038.7446529320,36900.2528992965,38942.0748178846,59.0762370742,54.8008434307,54.8008434307,0.0000000000,8,1154.4833714469,4504.3126711993,41463.6418075700,47,35078.7978499865,7524.8891177766,1223.6638803530,10800.0000000000,True
2025-04-17,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.7517585000,2,0.0000000000,7047.6941997851,6968.5006686195,60027.6734633717,35894.4425847562,37832.3189982989,10.8903985764,10.0695459149,10.0695459149,0.0000000000,3,454.0770557902,1724.1980664817,37629.5310498144,31,35122.8178585442,7485.1957603796,1200.0000000000,10800.0000000000,True
2025-04-18,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.4148090000,2,0.0000000000,6968.5006686195,7427.6952179219,29375.2313366999,15029.1939735478,15913.2582696123,-2.8714240501,6.4887454210,0.0000000000,6.4887454210,2,282.3648890576,943.6558404721,15969.9783899698,15,29590.2372194001,6034.0413652983,1525.5164555122,10800.0000000000,True
2025-04-19,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.0190858000,2,0.0000000000,7427.6952179219,7749.5529014072,28474.9788466502,14521.9529800945,15485.0346844039,-6.3531251595,15.7092421128,0.3799825580,15.3292595548,3,370.3704838092,1296.5872664460,15812.1871213810,16,30628.9713778712,6047.8521286653,1583.4816721152,10800.0000000000,True
2025-04-20,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.2838251000,2,0.0000000000,7749.5529014072,7018.2220565017,60077.6252550796,35808.8324889988,37879.1543323644,-1.6994111573,11.5601704438,0.6070955000,10.9530749438,3,624.3079049381,1982.1984291022,37789.3315069436,31,35168.5283236506,7487.3175968537,1203.9973730469,10800.0000000000,True
2025-04-21,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.5597140000,2,0.0000000000,7018.2220565017,7033.8124062595,60896.4734962069,36073.4527869787,38287.6430577294,-338.8533062609,1375.1012005669,0.0000000000,1375.1012005669,19,600.1261620265,2038.7024888570,37773.3019695749,27,33326.8659804112,7642.3493274825,1200.0000000000,10800.0000000000,True
2025-04-22,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.1353868000,2,0.0000000000,7033.8124062595,7106.6171119509,59146.4817475754,35298.9661441350,37210.1549761560,16.5700707770,16.4534823346,16.4534823346,0.0000000000,2,1019.6917149420,3062.5496386693,38378.0858535813,38,34336.4095484562,7596.5097624107,1231.5267792052,10800.0000000000,True
2025-04-23,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.5832061000,2,0.0000000000,7106.6171119509,7154.4738462637,59844.0682429837,35519.4326618434,37579.6154537611,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,581.9940247065,1977.5320202662,37496.9646821096,31,33590.3760694341,7641.9267144119,1266.8118263165,10800.0000000000,True
2025-04-24,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.9283181000,2,0.0000000000,7154.4738462637,7016.4761207198,59042.9926911798,35164.7869886524,37340.5891573439,-118.5401150865,476.2751955357,0.0000000000,476.2751955357,7,272.6254478912,1075.2147202781,36121.4615938441,18,33117.3139872490,7679.3081353176,1200.0000000000,10800.0000000000,True
2025-04-25,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.9371244000,2,0.0000000000,7016.4761207198,7626.0991190001,28147.8803678545,14106.9063755968,15001.7994876359,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,199.9818435423,649.9949354313,14756.9013110280,17,30442.9931861327,6046.5952567022,1430.7559378720,10800.0000000000,True
2025-04-26,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.3226294000,2,0.0000000000,7626.0991190001,7402.9401076443,27250.2462895323,13684.8645423643,14543.8015577800,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,539.4673460883,2044.6874350565,15729.5519774208,29,30572.2520499568,6106.4962625729,1385.8950385655,10800.0000000000,True
2025-04-27,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.6404714000,2,0.0000000000,7402.9401076443,7062.9911371407,55741.0213305507,32959.1244228264,34789.5110796370,409.9917864769,603.5327258004,603.5327258004,0.0000000000,4,1300.9026916082,5685.3742194896,39054.4904287928,38,35318.4468635112,7414.5730050048,1200.0000000000,10800.0000000000,True
2025-04-28,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.4793586000,2,0.0000000000,7062.9911371407,7081.4153364960,57762.9264292917,34260.8436269650,36230.2600108763,1334.4597025535,1852.5262014609,1852.5262014609,0.0000000000,15,3095.5888100019,10967.3226973811,46562.6260268995,55,35247.1483716529,7483.5956893286,1266.4791034891,10800.0000000000,True
2025-04-29,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,12.4147116000,2,0.0000000000,7081.4153364960,7299.0403502622,58381.2121081055,34539.2315781074,36732.5413892209,13.5462529489,11.2832496036,11.2832496036,0.0000000000,4,883.2112917413,3764.5060387530,38317.2838698093,22,32075.7159991958,7798.3843572124,1200.0000000000,10800.0000000000,True
2025-04-30,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.7713821000,2,0.0000000000,7299.0403502622,7048.5114969355,56459.2434719722,33666.3486957538,35644.8893004684,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1299.4377963038,4475.4402247013,38141.7889204551,38,32799.6482364621,7670.7665250619,1229.3695224107,10800.0000000000,True
2025-05-01,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.2986479000,2,0.0000000000,7048.5114969355,7367.9315420684,57571.1270589615,34314.6369501932,36588.3303423897,189.9256244289,349.2300882380,290.9513158613,58.2787723767,5,2405.0635135463,11237.1230672649,45741.6856418870,59,36339.0858313619,7421.2894310318,1200.0000000000,10800.0000000000,True
2025-05-02,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.6199322000,2,0.0000000000,7367.9315420684,7417.3539035521,27803.8044012138,14179.4932120671,15246.6702276104,18.4304942955,13.6646910034,13.6646910034,0.0000000000,3,2376.7564033332,10915.7214229826,25113.6451293452,59,31619.1077970397,5828.8601580833,1200.0000000000,10800.0000000000,True
2025-05-03,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,5.8462906000,2,0.0000000000,7417.3539035521,7180.5175689101,27707.6521973530,14051.7036884501,14957.6434425792,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1823.5672452000,9089.4396298035,23141.1433182536,47,30767.7646375288,6166.1704531941,1238.2047042501,10800.0000000000,True
2025-05-04,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.6543554000,2,0.0000000000,7180.5175689101,7365.1418889075,59156.6470309505,35128.0984540884,37437.2591352839,-147.6490134382,647.0253385037,0.0000000000,647.0253385037,4,2345.3706292123,10382.1266031964,45362.5760438466,65,30980.2920478125,7967.2435234171,1200.0000000000,10800.0000000000,True
2025-05-05,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.9352672000,2,0.0000000000,7365.1418889075,7274.7952238138,59855.1540656266,35463.2964054734,37830.3198709868,188.6199579556,269.9943898036,269.9943898036,0.0000000000,2,2443.3944151877,11185.0880355713,46837.0043990003,65,36122.7157047492,7457.7671324015,1200.0000000000,10800.0000000000,True
2025-05-06,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.4403317000,2,0.0000000000,7274.7952238138,7439.5279302542,58696.3554461611,34803.2930813090,37465.4077190859,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,2679.6139399218,11697.4557777304,46500.7488590394,71,35427.2194070402,7513.6617918245,1200.0000000000,10800.0000000000,True
2025-05-07,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.7034753000,2,0.0000000000,7439.5279302542,7697.9915598954,59513.6343551458,35194.0454180192,37663.3079737824,72.8041086646,66.2804362698,66.2804362698,0.0000000000,8,2914.0306078400,13416.4151720924,48683.2646987762,70,34969.4268855631,7618.8298330436,1200.0000000000,10800.0000000000,True
2025-05-08,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.4688750000,2,0.0000000000,7697.9915598954,7712.9576073239,64234.3169974814,38984.8018004331,41593.1026926285,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,987.1544543636,4227.3319943421,43212.1337947752,31,33777.6332057884,7799.9927655049,1221.4631043113,10800.0000000000,True
2025-05-09,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,5.3019603000,2,0.0000000000,7712.9576073239,7144.2502326767,29500.6209257533,15665.0569002684,16550.7490267990,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,482.0333438576,1831.4974419206,17496.5543421890,24,30853.4615503610,6025.9993501501,1388.6749265549,10800.0000000000,True
2025-05-10,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,4.6276295000,2,0.0000000000,7144.2502326767,7221.4466509217,30372.7745979877,16190.7701888160,17274.1546932498,1.6057337178,1.2109068311,1.2109068311,0.0000000000,2,544.8684570437,2196.0565687330,18388.4324912668,27,30123.0741869470,5869.0750456187,1323.3784910531,10800.0000000000,True
2025-05-11,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.2269517000,2,0.0000000000,7221.4466509217,7072.6790012124,63014.8170040055,38102.4775902469,40635.0690002909,11.2128381822,11.1670532638,11.1670532638,0.0000000000,1,950.5274034322,3707.7116742154,41821.4021026445,40,32888.3999023971,7823.3589123934,1200.0000000000,10800.0000000000,True
2025-05-12,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.3008080000,2,0.0000000000,7072.6790012124,7086.5537140307,61702.6484632724,37302.0006252356,39625.2114985092,18.0278908855,14.6196794494,14.6196794494,0.0000000000,5,986.6476360753,3463.3915169164,40783.4200330374,38,29550.5522587904,8098.4782074620,1201.5767626748,10800.0000000000,True
2025-05-13,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.4858816000,2,0.0000000000,7086.5537140307,7374.9369107138,64570.0870744013,38785.4198515361,41421.6751178657,-70.3708968147,293.2159613976,0.0000000000,293.2159613976,3,297.2683013248,1348.8966506492,40063.9456053706,14,33558.6171910629,7806.2837300618,1200.0000000000,10800.0000000000,True
2025-05-14,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.8279342000,2,0.0000000000,7374.9369107138,7184.6983149743,63556.7866222849,38571.2022109998,41312.2405903073,16.2111414714,24.3849901795,24.3849901795,0.0000000000,1,254.6265675709,826.7792411312,39414.1925936024,22,32408.7408807863,7825.9838648991,1232.4222294560,10800.0000000000,True
2025-05-15,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.7217075000,2,0.0000000000,7184.6983149743,7580.3575790890,63124.6728196446,38193.9790348705,40690.2383178969,451.3463881367,397.5329102850,397.5329102850,0.0000000000,16,636.0394499037,2499.8214493144,41145.1468723216,26,33511.6335906521,7820.6904661757,1285.1089108375,10800.0000000000,True
2025-05-16,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.4732680000,2,0.0000000000,7580.3575790890,7452.6789260762,28977.7838299044,15472.0029804945,16579.0192861775,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,456.9742264428,1325.8874458583,16797.8904263528,20,30852.9320941706,6144.0108172925,1430.3663226311,10800.0000000000,True
2025-05-17,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.5874806000,2,0.0000000000,7452.6789260762,7578.8169578350,29645.9257696105,15712.8512775333,16903.2808740848,-2.4807495849,5.6438393469,0.0000000000,5.6438393469,1,664.0027634025,2490.8299508881,18201.2004788365,29,30633.9204795522,6172.0806920438,1342.8242126190,10800.0000000000,True
2025-05-18,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.9594044000,2,0.0000000000,7578.8169578350,7527.4966987080,62492.9537111066,37785.9299795525,40128.4626396663,7.2340853737,6.5831117950,6.5831117950,0.0000000000,2,1176.9739090328,3449.5419447808,41242.7060097069,36,32988.3969552545,7818.8107391428,1259.7592002460,10800.0000000000,True
2025-05-19,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.3329062000,2,0.0000000000,7527.4966987080,8140.4178173790,63357.9927279528,38043.3101195701,40956.6024597407,-7.4345487976,33.5494079315,0.0000000000,33.5494079315,1,359.1097785340,1887.2846486774,39923.1602194498,16,32210.1237072266,7979.1605322654,1200.0000000000,10800.0000000000,True
2025-05-20,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.2046076000,2,0.0000000000,8140.4178173790,6954.6784653041,58007.7327908898,35343.5014036155,37715.2990476177,43.0554235956,40.0662772355,40.0662772355,0.0000000000,6,1641.9289816424,5669.0419852900,41055.5988125011,48,31414.0121274076,7810.0993374898,1200.0000000000,10800.0000000000,True
2025-05-21,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,9.2273445000,2,0.0000000000,6954.6784653041,7055.1316117520,59980.9312260313,36242.9888994638,38492.9207482559,175.4986769949,159.9205278781,159.9205278781,0.0000000000,10,1059.1882090270,4176.6356924743,40595.1232689330,27,31521.9014470004,7847.6941232431,1200.1528295452,10800.0000000000,True
2025-05-22,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.8814105000,2,0.0000000000,7055.1316117520,7430.8981278731,60115.5931792601,36223.3637589173,38875.4261171143,44.0048628221,32.7942247472,32.7942247472,0.0000000000,6,533.6893196066,2649.6940215027,38917.0626432421,28,33063.0351140332,7750.7686308079,1200.0000000000,10800.0000000000,True
2025-05-23,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.9455462000,2,0.0000000000,7430.8981278731,7687.1163424978,29369.0978042200,15462.8107995860,16630.8905435765,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,407.9253695180,1653.1943967304,17116.0051963164,26,31397.9156142026,6185.6934714112,1354.9082105329,10800.0000000000,True
2025-05-24,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.6902703000,2,0.0000000000,7687.1163424978,7720.1453652259,29563.4152786792,15703.0443204945,17001.2037776292,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,193.0154625190,790.8173119282,16493.8616324227,18,31250.9903186619,6149.2505750413,1477.5477210783,10800.0000000000,True
2025-05-25,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,8.5749552000,2,0.0000000000,7720.1453652259,7062.5042191334,59472.7131476459,35809.3289303226,38359.8639707636,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,417.1333738301,2044.4328251442,37853.7617554668,21,30562.2183434362,7927.1483124472,1200.0000000000,10800.0000000000,True
2025-05-26,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.4690615000,2,0.0000000000,7062.5042191334,7097.7454491581,58963.5900656745,35696.7966480423,38166.0772297359,1026.8917832949,1488.1565316521,1488.1565316521,0.0000000000,5,2016.2049928403,7054.1990458119,43777.8874771491,44,33985.4809743043,7632.3605975466,1253.8203703704,10800.0000000000,True
2025-05-27,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,10.7034577000,2,0.0000000000,7097.7454491581,7676.0881246711,61001.1929640564,36909.7456248661,39765.8440056949,116.6939929604,104.7285042194,104.7285042194,0.0000000000,8,612.7989687147,2239.7992051686,39266.2388229950,29,31871.1092749457,7936.9953281501,1200.0000000000,10800.0000000000,True
2025-05-28,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,11.8629790000,2,0.0000000000,7676.0881246711,8223.8232902989,62689.5566181914,37865.0703835722,40862.1507640467,162.3811329732,233.5989956937,233.5989956937,0.0000000000,5,1185.7836254620,3108.9075981713,41136.3591147166,27,33642.1207732967,7806.7005013514,1200.0000000000,10800.0000000000,True
2025-05-29,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.8974463000,2,0.0000000000,8223.8232902989,7099.4671952956,58772.3798862509,35581.4628715908,38535.3593719350,840.7728702578,1186.6852178129,1186.6852178129,0.0000000000,8,1024.0843523677,3780.9851849537,40203.2209268024,51,32931.8838046602,7690.0008322319,1200.0000000000,10800.0000000000,True
2025-05-30,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.1218550000,2,0.0000000000,7099.4671952956,7593.0505927012,29251.2834971601,15263.2944317202,16412.8613932480,13.3694676290,9.8769707661,9.8769707661,0.0000000000,1,755.6812112403,3226.5290145965,18503.1929139458,18,30968.2981234140,5983.4033774105,1377.3621041872,10800.0000000000,True
2025-05-31,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,5.9965613000,2,0.0000000000,7593.0505927012,7698.7789932119,29340.4480524823,15409.6328098889,16685.0074181118,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,456.5498278704,1643.1204060765,17052.7532159654,24,31777.4505074794,5941.7589768487,1315.7065262439,10800.0000000000,True
2025-06-01,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.9713968000,2,0.0000000000,7698.7789932119,7459.5159318342,62269.1547939010,37403.0020284976,39680.3991654887,1810.1874971414,2401.0240243603,2401.0240243603,0.0000000000,21,10276.2138698831,39221.9675658433,78435.1570914824,114,35657.4568741459,7693.9666369368,1200.0000000000,10800.0000000000,True
2025-06-02,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,6.2479010000,2,0.0000000000,7459.5159318342,7348.1249186181,63909.2474444343,38299.2724511166,41617.1566582271,164.7280015225,413.4824084378,185.0756254921,228.4067829457,18,9769.9081300008,38900.8530130111,77364.8534656502,112,36703.3247642087,7546.9312890434,1200.0000000000,10800.0000000000,True
2025-06-03,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,5.1887191000,2,0.0000000000,7348.1249186181,7334.0115763009,64857.3357714095,38717.9733859505,41638.9240457197,1365.8060357226,1424.0616850961,1424.0616850961,0.0000000000,26,6870.8314847006,28032.4663531518,68116.2457748248,105,37856.0311283997,7499.6688849262,1200.0000000000,10800.0000000000,True
2025-06-04,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,7.7808490000,2,0.0000000000,7334.0115763009,7551.5140584110,67195.7229871829,40028.6296350381,42920.5487645961,-35.7648415699,151.1901939354,0.0000000000,151.1901939354,6,7461.0744575977,28662.1822152386,68655.0470087068,109,36346.2089309954,7670.7978625614,1200.0000000000,10800.0000000000,True
2025-06-05,S1,SEQUENTIAL_PREVIOUS_COMMITMENT,Optimal,1,5.9489490000,2,0.0000000000,7551.5140584110,8111.2365113360,69390.0710190216,41711.1414471196,46440.5557042941,573.7423359280,499.6343450785,499.6343450785,0.0000000000,10,6933.2722427384,26383.8911336112,68668.7749166588,102,38564.6857000065,7598.3239513003,1200.0000000000,10800.0000000000,True
